icsd,source,formula,spg,spg_symbol,M,X,priority,dim,motif,n_M_sites,angles_raw,angles_grouped,angle_min,angle_max,spread,d_MX,d_MX_mean,regime
182249,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,107.70 107.70 107.70 107.70 113.07 113.07,107.70 x4; 113.07 x2,107.7,113.07,5.37,2.191 2.191 2.191 2.191,2.191,OTHER
182251,ICSD (local cache),Fe1 S1,129,P4/nmm,Fe,S,3,2,2D layer,2,107.89 107.89 107.89 107.89 112.69 112.69,107.89 x4; 112.69 x2,107.89,112.69,4.8,2.379 2.379 2.379 2.379,2.379,OTHER
26889,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,105.38 105.38 111.56 111.56 111.56 111.56,105.38 x2; 111.56 x4,105.38,111.56,6.18,2.367 2.367 2.367 2.367,2.367,OTHER
162901,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.72 104.72 111.90 111.90 111.90 111.90,104.72 x2; 111.90 x4,104.72,111.9,7.19,2.261 2.261 2.261 2.261,2.261,OTHER
163559,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.26 104.26 112.14 112.14 112.14 112.14,104.26 x2; 112.14 x4,104.26,112.14,7.88,2.385 2.385 2.385 2.385,2.385,OTHER
163560,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.09 104.09 112.23 112.23 112.23 112.23,104.09 x2; 112.23 x4,104.09,112.23,8.14,2.385 2.385 2.385 2.385,2.385,OTHER
163561,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,103.98 103.98 112.28 112.28 112.28 112.28,103.98 x2; 112.28 x4,103.98,112.28,8.31,2.383 2.383 2.383 2.383,2.383,OTHER
163562,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,103.88 103.88 112.34 112.34 112.34 112.34,103.88 x2; 112.34 x4,103.88,112.34,8.46,2.381 2.381 2.381 2.381,2.381,OTHER
165958,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.11 104.11 112.22 112.22 112.22 112.22,104.11 x2; 112.22 x4,104.11,112.22,8.1,2.390 2.390 2.390 2.390,2.39,OTHER
165959,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.17 104.17 112.19 112.19 112.19 112.19,104.17 x2; 112.19 x4,104.17,112.19,8.02,2.390 2.390 2.390 2.390,2.39,OTHER
165960,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.18 104.18 112.18 112.18 112.18 112.18,104.18 x2; 112.18 x4,104.18,112.18,8.0,2.391 2.391 2.391 2.391,2.391,OTHER
166441,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,103.22 103.22 112.47 112.47 112.90 112.90,103.22 x2; 112.69 x4,103.22,112.9,9.69,2.300 2.300 2.300 2.300,2.3,OTHER
169283,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,106.22 106.22 110.92 110.92 111.32 111.32,106.22 x2; 111.12 x4,106.22,111.32,5.09,2.334 2.334 2.334 2.334,2.334,OTHER
169285,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,102.54 102.54 112.71 112.71 113.38 113.38,102.54 x2; 113.05 x4,102.54,113.38,10.85,2.386 2.386 2.386 2.386,2.386,OTHER
169295,ICSD (local cache),Fe1 Se1,67,Cmme,Fe,Se,3,2,2D layer,4,102.40 102.40 112.83 112.83 113.40 113.40,102.40 x2; 113.12 x4,102.4,113.4,11.0,2.363 2.363 2.363 2.363,2.363,OTHER
169970,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,105.42 105.42 111.54 111.54 111.54 111.54,105.42 x2; 111.54 x4,105.42,111.54,6.12,2.298 2.298 2.298 2.298,2.298,OTHER
182544,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,105.94 105.94 111.26 111.26 111.26 111.26,105.94 x2; 111.26 x4,105.94,111.26,5.32,2.295 2.295 2.295 2.295,2.295,OTHER
185464,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.34 104.34 112.10 112.10 112.10 112.10,104.34 x2; 112.10 x4,104.34,112.1,7.75,2.380 2.380 2.380 2.380,2.38,OTHER
196297,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,103.92 103.92 112.32 112.32 112.32 112.32,103.92 x2; 112.32 x4,103.92,112.32,8.4,2.394 2.394 2.394 2.394,2.394,OTHER
196298,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,103.98 103.98 112.29 112.29 112.29 112.29,103.98 x2; 112.29 x4,103.98,112.29,8.31,2.393 2.393 2.393 2.393,2.393,OTHER
633480,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,70.69 70.69 70.69 70.69 109.80 109.80,70.69 x4; 109.80 x2,70.69,109.8,39.11,2.307 2.307 2.307 2.307,2.307,OTHER
977901,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.06 104.06 112.24 112.24 112.24 112.24,104.06 x2; 112.24 x4,104.06,112.24,8.19,2.428 2.428 2.428 2.428,2.428,OTHER
977903,ICSD (local cache),Fe1 Se1,129,P4/nmm,Fe,Se,3,2,2D layer,2,104.00 104.00 112.27 112.27 112.27 112.27,104.00 x2; 112.27 x4,104.0,112.27,8.27,2.393 2.393 2.393 2.393,2.393,OTHER
186572,ICSD (local cache),Fe2 K1 S2,139,I4/mmm,Fe,S,3,2,2D layer,4,106.89 106.89 106.89 106.89 114.77 114.77,106.89 x4; 114.77 x2,106.89,114.77,7.87,2.209 2.209 2.209 2.209,2.209,OTHER
607619,ICSD (local cache),Al2 Fe1 S4,160,R3m,Fe,S,3,-1,EXCLUDED,3,,,,,,,,not-tetrahedral: 5th neighbour at 2.45 A (coordination > 4)
30413,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.46 A (coordination > 4)
34036,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.45 A (coordination > 4)
42447,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.45 A (coordination > 4)
42448,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.44 A (coordination > 4)
42449,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.42 A (coordination > 4)
42450,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.43 A (coordination > 4)
42451,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.43 A (coordination > 4)
48031,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.45 A (coordination > 4)
48033,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.44 A (coordination > 4)
48034,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.42 A (coordination > 4)
48035,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.42 A (coordination > 4)
48036,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.41 A (coordination > 4)
610452,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.45 A (coordination > 4)
610474,ICSD (local cache),As1 Fe1,62,Pnma,Fe,As,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.45 A (coordination > 4)
187133,ICSD (local cache),As1 Fe1 Li1,194,P63/mmc,Fe,As,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.87 A (coordination > 4)
260895,ICSD (local cache),B1 Fe2 O12 P3,176,P63/m,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.30 A > cutoff 2.98 A (not bonded)
420638,ICSD (local cache),B1 Fe2 O12 P3,176,P63/m,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.29 A > cutoff 2.98 A (not bonded)
109429,ICSD (local cache),C2 H12 F6 Fe1 O12 S2,12,C2/m,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: fewer than 4 S neighbours
280328,ICSD (local cache),C2 H12 F6 Fe1 O12 S2,12,C2/m,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: fewer than 4 S neighbours
194586,ICSD (local cache),C4 H12 Cl4 Fe1 P1,186,P63mc,Fe,P,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: fewer than 4 P neighbours
203234,ICSD (local cache),C4 H12 Fe1 O6 S4,2,P-1,Fe,S,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: square-planar / trans (max angle 180.0 deg)
10452,ICSD (local cache),C4 H8 Fe1 N6 S4,2,P-1,Fe,S,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: square-planar / trans (max angle 180.0 deg)
250699,ICSD (local cache),C8 H12 Fe1 N2 O2 S2,2,P-1,Fe,S,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: fewer than 4 S neighbours
245667,ICSD (local cache),Cs1 Fe1 O8 S2,147,P-3,Fe,S,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: 4th neighbour at 3.24 A > cutoff 2.96 A (not bonded)
180389,ICSD (local cache),F1 Fe1 Li1 O4 S1,2,P-1,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 4th neighbour at 3.39 A > cutoff 2.96 A (not bonded)
182944,ICSD (local cache),F1 Fe1 Li1 O4 S1,2,P-1,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 4th neighbour at 3.43 A > cutoff 2.96 A (not bonded)
194597,ICSD (local cache),F1 Fe1 Li1 O4 S1,2,P-1,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 4th neighbour at 3.47 A > cutoff 2.96 A (not bonded)
100706,ICSD (local cache),Fe1 Ga2 S4,164,P-3m1,Fe,S,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: 5th neighbour at 2.47 A (coordination > 4)
602041,ICSD (local cache),Fe1 Ga2 S4,164,P-3m1,Fe,S,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: 5th neighbour at 2.48 A (coordination > 4)
191281,ICSD (local cache),Fe1 K2 O7 P2,113,P-421m,Fe,P,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 4th neighbour at 3.16 A > cutoff 2.98 A (not bonded)
380402,ICSD (local cache),Fe1 La3 O6 S3 W1,176,P63/m,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.46 A (coordination > 4)
38209,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.24 A > cutoff 2.98 A (not bonded)
56291,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
72545,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
92198,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
97764,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.25 A > cutoff 2.98 A (not bonded)
97766,ICSD (local cache),Fe1 Li1 O4 P1,63,Cmcm,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.39 A > cutoff 2.98 A (not bonded)
99860,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.30 A > cutoff 2.98 A (not bonded)
153699,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.30 A > cutoff 2.98 A (not bonded)
154117,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
155580,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
155635,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.98 A (not bonded)
159107,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: fewer than 4 P neighbours
160776,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
161479,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
162282,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.98 A (not bonded)
166815,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.28 A > cutoff 2.98 A (not bonded)
183874,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.98 A (not bonded)
184652,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.31 A > cutoff 2.98 A (not bonded)
184862,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.25 A > cutoff 2.98 A (not bonded)
184863,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.25 A > cutoff 2.98 A (not bonded)
185308,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
189057,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.28 A > cutoff 2.98 A (not bonded)
190771,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.28 A > cutoff 2.98 A (not bonded)
190772,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
193797,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
193799,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
193800,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
194331,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
200155,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
241942,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.29 A > cutoff 2.98 A (not bonded)
246855,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
246857,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.98 A (not bonded)
260569,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.25 A > cutoff 2.98 A (not bonded)
260570,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.98 A (not bonded)
260571,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.98 A (not bonded)
260572,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.24 A > cutoff 2.98 A (not bonded)
290334,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
290335,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.30 A > cutoff 2.98 A (not bonded)
290336,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.27 A > cutoff 2.98 A (not bonded)
290339,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.26 A > cutoff 2.98 A (not bonded)
290718,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.29 A > cutoff 2.98 A (not bonded)
290719,ICSD (local cache),Fe1 Li1 O4 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 4th neighbour at 3.30 A > cutoff 2.98 A (not bonded)
187134,ICSD (local cache),Fe1 Li1 P1,63,Cmcm,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.53 A (coordination > 4)
15057,ICSD (local cache),Fe1 P1,33,Pna21,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.38 A (coordination > 4)
43248,ICSD (local cache),Fe1 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.35 A (coordination > 4)
43400,ICSD (local cache),Fe1 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.35 A (coordination > 4)
62607,ICSD (local cache),Fe1 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.35 A (coordination > 4)
633046,ICSD (local cache),Fe1 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.35 A (coordination > 4)
633050,ICSD (local cache),Fe1 P1,62,Pnma,Fe,P,3,-1,EXCLUDED,4,,,,,,,,not-tetrahedral: 5th neighbour at 2.35 A (coordination > 4)
26756,ICSD (local cache),Fe1 S2,58,Pnnm,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.25 A (coordination > 4)
42415,ICSD (local cache),Fe1 S2,58,Pnnm,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.25 A (coordination > 4)
42416,ICSD (local cache),Fe1 S2,58,Pnnm,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.25 A (coordination > 4)
42726,ICSD (local cache),Fe1 S2,34,Pnn2,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.28 A (coordination > 4)
109374,ICSD (local cache),Fe1 S2,58,Pnnm,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.25 A (coordination > 4)
633255,ICSD (local cache),Fe1 S2,58,Pnnm,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.26 A (coordination > 4)
633275,ICSD (local cache),Fe1 S2,58,Pnnm,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.25 A (coordination > 4)
633304,ICSD (local cache),Fe1 S2,58,Pnnm,Fe,S,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.26 A (coordination > 4)
29308,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.56 A (coordination > 4)
53541,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.74 A (coordination > 4)
53542,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.57 A (coordination > 4)
53543,ICSD (local cache),Fe1 Se1,123,P4/mmm,Fe,Se,3,-1,EXCLUDED,1,,,,,,,,not-tetrahedral: 4th neighbour at 3.16 A > cutoff 3.13 A (not bonded)
166442,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.54 A (coordination > 4)
166443,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.47 A (coordination > 4)
166444,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.41 A (coordination > 4)
169252,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.57 A (coordination > 4)
169254,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.55 A (coordination > 4)
169256,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.54 A (coordination > 4)
169258,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.53 A (coordination > 4)
169260,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.52 A (coordination > 4)
169262,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.51 A (coordination > 4)
169264,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.49 A (coordination > 4)
169266,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.47 A (coordination > 4)
169268,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.45 A (coordination > 4)
169270,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.44 A (coordination > 4)
169272,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.41 A (coordination > 4)
169284,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.54 A (coordination > 4)
169286,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.52 A (coordination > 4)
169288,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.52 A (coordination > 4)
169290,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.51 A (coordination > 4)
169292,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.50 A (coordination > 4)
169294,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.50 A (coordination > 4)
169296,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.49 A (coordination > 4)
169298,ICSD (local cache),Fe1 Se1,194,P63/mmc,Fe,Se,3,-1,EXCLUDED,2,,,,,,,,not-tetrahedral: 5th neighbour at 2.48 A (coordination > 4)
