jid,formula,spg_number,spg_symbol,dimensionality,icsd,mp_id,num_wann,num_bands,optb88vdw_bandgap,zip,zip_bytes,n_files_in_zip,has_hr_dat,hr_dat_name,hr_dat_bytes,has_win,has_wout,has_eig,has_poscar,figshare_article,error,metadata_source
JVASP-1106,Ag2Te,14,P2_1/c,3D,"73402,24267,73230",mp-1592,128,208,0.0,JVASP-1106.zip,20976328,12,True,wannier90_hr.dat,140084128,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1107,Ag2Te,14,P2_1/c,3D,,mp-1592,128,208,,JVASP-1107.zip,21458899,12,True,wannier90_hr.dat,140084128,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1116,PbSe,225,Fm-3m,3D,,mp-2201,16,38,,JVASP-1116.zip,1741341,12,True,wannier90_hr.dat,6901992,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1118,CuBiSeO,129,P4/nmm,3D,"75128,74475",mp-23116,68,112,0.374,JVASP-1118.zip,14653443,12,True,wannier90_hr.dat,93638113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1123,Cu2Se,225,Fm-3m,3D,,mp-16366,32,68,,JVASP-1123.zip,5366786,12,True,wannier90_hr.dat,27189952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1124,Cu2Se,225,Fm-3m,3D,56025,mp-16366,32,68,0.0,JVASP-1124.zip,5451446,12,True,wannier90_hr.dat,27804413,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1125,Cu2Se,225,Fm-3m,3D,,mp-16366,32,68,,JVASP-1125.zip,5466847,12,True,wannier90_hr.dat,27189952,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,POSCAR+spglib
JVASP-1384,LiPb,221,Pm-3m,3D,"642249,104762,104763,601174",mp-2314,10,36,0.0,JVASP-1384.zip,1096677,12,True,wannier90_hr.dat,3648755,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1492,YSbPt,216,F-43m,3D,"44970,649578",mp-4964,32,64,0.033,JVASP-1492.zip,3057069,12,True,wannier90_hr.dat,11828432,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-1849,Li2AgSb,216,F-43m,3D,52589,mp-16238,24,68,0.097,JVASP-1849.zip,2088002,12,True,wannier90_hr.dat,6654032,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-2062,TlBiSe2,166,R-3m,3D,43314,mp-29662,32,62,0.253,JVASP-2062.zip,2694611,12,True,wannier90_hr.dat,11418791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-2268,ThTeO,129,P4/nmm,3D,"33587,65950,150471",mp-3718,52,76,0.447,JVASP-2268.zip,9798735,12,True,wannier90_hr.dat,54758113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-2817,K4IrO4,12,C2/m,3D,47223,mp-8429,84,104,0.308,JVASP-2817.zip,4750865,12,True,wannier90_hr.dat,25049221,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-3477,Nd3InN,221,Pm-3m,3D,98496,mp-21022,62,69,0.0,JVASP-3477.zip,13915316,12,True,wannier90_hr.dat,65926399,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-3909,SnSb2Te4,166,R-3m,3D,30392,mp-27947,56,110,0.201,JVASP-3909.zip,3904726,12,True,wannier90_hr.dat,19600695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4053,BaMg2Bi2,164,P-3m1,3D,100049,mp-29209,44,76,0.596,JVASP-4053.zip,3820930,12,True,wannier90_hr.dat,18877049,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4101,Bi2Te2Se,166,R-3m,3D,43512,mp-29666,40,72,0.23,JVASP-4101.zip,2346196,12,True,wannier90_hr.dat,10000695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4349,HgTe,225,Fm-3m,3D,"56658,162604",mp-1507,52,80,0.0,JVASP-4349.zip,10158441,12,True,wannier90_hr.dat,63411238,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4358,GaSe,187,P-6m2,3D,"71082,73387,660262,601159",mp-1572,64,104,0.678,JVASP-4358.zip,7167348,12,True,wannier90_hr.dat,42394710,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4438,CrSiTe3,148,R-3,3D,"626809,626810,62379,71020",mp-3779,88,132,0.553,JVASP-4438.zip,13824189,12,True,wannier90_hr.dat,86346791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4456,Nb2CS2,166,R-3m,3D,"95112,95110",mp-4384,44,64,0.0,JVASP-4456.zip,4085903,12,True,wannier90_hr.dat,21587591,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4501,VAgP2Se6,5,C2,3D,"655585,68143",mp-6543,88,138,0.0,JVASP-4501.zip,5548175,12,True,wannier90_hr.dat,27491621,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4558,Ta2CS2,166,R-3m,3D,23791,mp-7814,44,80,0.0,JVASP-4558.zip,2771067,12,True,wannier90_hr.dat,12100695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4615,CuAgS,63,Cmcm,3D,"30233,66580",mp-8911,60,112,0.457,JVASP-4615.zip,10026879,12,True,wannier90_hr.dat,60301759,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4636,MgAl2Se4,166,R-3m,3D,83363,mp-9479,56,90,1.223,JVASP-4636.zip,5850612,12,True,wannier90_hr.dat,34967591,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4657,GaS,166,R-3m,3D,40824,mp-9889,28,56,1.346,JVASP-4657.zip,1982569,12,True,wannier90_hr.dat,8742791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4696,SrLiP,187,P-6m2,3D,56443,mp-10614,22,38,0.899,JVASP-4696.zip,2833605,12,True,wannier90_hr.dat,15031408,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4708,B2Au,191,P6/mmm,3D,52699,mp-10681,28,48,0.0,JVASP-4708.zip,3743626,12,True,wannier90_hr.dat,18936109,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4837,Ga2O3,63,Cmcm,3D,162252,mp-13134,68,124,1.476,JVASP-4837.zip,6654493,12,True,wannier90_hr.dat,40460948,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4846,PtN,194,P6_3/mmc,3D,163863,mp-13173,36,60,0.0,JVASP-4846.zip,4178520,12,True,wannier90_hr.dat,22357809,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4894,TaTe4Ir,31,Pmn2_1,3D,73322,mp-17287,224,344,0.0,JVASP-4894.zip,33385259,12,True,wannier90_hr.dat,203213272,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-4957,TiPbO3,221,Pm-3m,3D,"262090,27949,1613,28624,162043,153406,162047",mp-19845,38,58,1.67,JVASP-4957.zip,4139388,12,True,wannier90_hr.dat,24766399,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5098,PtPb,194,P6_3/mmc,3D,648398,mp-21380,40,60,0.0,JVASP-5098.zip,5271394,12,True,wannier90_hr.dat,27601809,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5164,CuI,129,P4/nmm,3D,"246688,78268,78269,246687",mp-22863,40,68,1.571,JVASP-5164.zip,6893834,12,True,wannier90_hr.dat,45362934,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5176,CuBr,129,P4/nmm,3D,"78276,78277",mp-22917,40,68,1.012,JVASP-5176.zip,6587876,12,True,wannier90_hr.dat,45362934,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5260,Bi2TeI,166,R-3m,3D,"153858,250330",mp-23435,64,120,0.011,JVASP-5260.zip,7072031,12,True,wannier90_hr.dat,39937049,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5284,SrH2,194,P6_3/mmc,3D,"163570,163571,163572,163573,163574,163575,163576",mp-23759,32,64,1.678,JVASP-5284.zip,2065044,12,True,wannier90_hr.dat,10497100,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5296,CaH2,194,P6_3/mmc,3D,157943,mp-24809,32,64,1.055,JVASP-5296.zip,1992138,12,True,wannier90_hr.dat,9985049,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5308,MnO2,164,P-3m1,3D,"56152,24105,53991",mp-25558,24,54,0.676,JVASP-5308.zip,2708658,12,True,wannier90_hr.dat,13912909,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5311,HgPS3,2,P-1,3D,2564,mp-27178,88,132,1.679,JVASP-5311.zip,8930369,12,True,wannier90_hr.dat,58468027,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5314,UCl5,2,P-1,3D,6057,mp-27240,92,162,0.376,JVASP-5314.zip,5525298,12,True,wannier90_hr.dat,31740441,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5329,XeO2F2,63,Cmcm,3D,10203,mp-27337,64,128,1.759,JVASP-5329.zip,5798675,12,True,wannier90_hr.dat,39937049,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5335,NbSe2Cl2,2,P-1,3D,10483,mp-27361,80,140,0.967,JVASP-5335.zip,7491032,12,True,wannier90_hr.dat,48320827,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5365,CrCl3,12,C2/m,3D,22080,mp-27630,60,104,1.493,JVASP-5365.zip,5186267,12,True,wannier90_hr.dat,40141191,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5374,BiI,12,C2/m,3D,1558,mp-27708,128,216,0.557,JVASP-5374.zip,12539528,12,True,wannier90_hr.dat,74547723,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5410,BiSe,164,P-3m1,3D,"617073,20458",mp-27902,96,168,0.0,JVASP-5410.zip,11652785,12,True,wannier90_hr.dat,70503237,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5428,GeBi2Te4,166,R-3m,3D,30394,mp-27948,56,110,0.61,JVASP-5428.zip,3962486,12,True,wannier90_hr.dat,19600695,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5575,Nb2Te6I,14,P2_1/c,3D,71516,mp-28745,320,480,0.5,JVASP-5575.zip,22767416,12,True,wannier90_hr.dat,138240198,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5668,TaCl4,12,C2/m,3D,402406,mp-29465,72,132,1.101,JVASP-5668.zip,7784371,12,True,wannier90_hr.dat,57802791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5701,CuAsSe2,160,R3m,3D,42884,mp-29643,36,74,0.576,JVASP-5701.zip,3170899,12,True,wannier90_hr.dat,14451591,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5743,Nb3Cl8,164,P-3m1,3D,408645,mp-29950,168,292,0.0,JVASP-5743.zip,12867306,12,True,wannier90_hr.dat,80438750,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5779,HfBrN,166,R-3m,3D,51773,mp-30302,52,80,1.865,JVASP-5779.zip,5632203,12,True,wannier90_hr.dat,30150791,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5839,AlSiTe3,162,P-31m,3D,75001,mp-31220,80,128,1.206,JVASP-5839.zip,14288206,12,True,wannier90_hr.dat,91841516,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5851,CrBrO,59,Pmmn,3D,27092,mp-31725,52,80,0.352,JVASP-5851.zip,8102826,12,True,wannier90_hr.dat,54758113,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5863,WBr4O,79,I4,3D,49547,mp-32536,50,94,0.401,JVASP-5863.zip,6781950,12,True,wannier90_hr.dat,36876556,True,True,True,True,JARVIS-DFT Wannier 3D materials (JVASP-5 to JVASP-28500),,JARVIS-DFT dft_3d/dft_2d
JVASP-5872,TaS2,164,P-3m1,2D,,mp-1690,24,38,0.0,JVASP-5872.zip,1548791,12,True,wannier90_hr.dat,6481201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5874,PtO2,164,P-3m1,2D,,mp-7868,24,44,1.788,JVASP-5874.zip,1272146,12,True,wannier90_hr.dat,6481201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5887,CdBr2,164,P-3m1,2D,,mp-27934,28,38,2.564,JVASP-5887.zip,2054218,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5888,SnO,129,P4/nmm,2D,,mp-2097,28,40,3.025,JVASP-5888.zip,1403045,12,True,wannier90_hr.dat,6625718,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5902,TiO2,164,P-3m1,2D,,mp-25433,24,38,2.625,JVASP-5902.zip,1470688,12,True,wannier90_hr.dat,6481201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5905,BCl3,189,P-62m,2D,,mp-23184,26,42,4.76,JVASP-5905.zip,866171,12,True,wannier90_hr.dat,4090475,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5911,SiTe2,164,P-3m1,2D,,mp-2755,24,32,0.0,JVASP-5911.zip,1204784,12,True,wannier90_hr.dat,4983338,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5914,ReSe2,2,P-1,2D,,mp-541582,112,120,1.247,JVASP-5914.zip,7636016,12,True,wannier90_hr.dat,42022801,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5917,PbS,129,P4/nmm,2D,,mp-557719,56,64,1.802,JVASP-5917.zip,2813762,12,True,wannier90_hr.dat,12701272,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5920,TaSe2,187,P-6m2,2D,,mp-500,28,42,0.0,JVASP-5920.zip,2085543,12,True,wannier90_hr.dat,9056432,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5929,SnSe,31,Pmn2_1,2D,,mp-691,32,44,1.289,JVASP-5929.zip,1837098,12,True,wannier90_hr.dat,7322386,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5935,NiO2,164,P-3m1,2D,,mp-715324,24,38,1.253,JVASP-5935.zip,1353309,12,True,wannier90_hr.dat,6654032,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5938,Te2Rh,164,P-3m1,2D,,mp-228,28,42,0.0,JVASP-5938.zip,1543577,12,True,wannier90_hr.dat,6625718,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5944,GaS,187,P-6m2,2D,,mp-2507,28,40,2.45,JVASP-5944.zip,1623000,12,True,wannier90_hr.dat,6625718,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5947,NbS2,164,P-3m1,2D,,mp-995122,24,38,0.0,JVASP-5947.zip,1535987,12,True,wannier90_hr.dat,6596422,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5950,Sc2C,164,P-3m1,2D,,mp-29941,32,48,0.0,JVASP-5950.zip,2312958,12,True,wannier90_hr.dat,11726022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5953,Te2Ir,164,P-3m1,2D,,mp-2285,28,32,0.0,JVASP-5953.zip,1562860,12,True,wannier90_hr.dat,6782538,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5956,TaSe2,164,P-3m1,2D,,mp-11324,28,42,0.0,JVASP-5956.zip,1890116,12,True,wannier90_hr.dat,8978022,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5962,SiP2,26,Pmc2_1,2D,,mp-9996,96,96,1.557,JVASP-5962.zip,8721859,12,True,wannier90_hr.dat,48384593,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5965,MgI2,164,P-3m1,2D,,mp-23205,24,42,3.795,JVASP-5965.zip,1100895,12,True,wannier90_hr.dat,4868118,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5968,SbI3,162,P-31m,2D,,mp-23281,64,80,2.202,JVASP-5968.zip,2369702,12,True,wannier90_hr.dat,14131611,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5977,NiTe2,164,P-3m1,2D,,mp-2578,28,42,0.0,JVASP-5977.zip,1575262,12,True,wannier90_hr.dat,6782538,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5980,TaSe2,187,P-6m2,2D,,mp-7926,28,42,0.0,JVASP-5980.zip,2075114,12,True,wannier90_hr.dat,8821201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-5995,PbI2,164,P-3m1,2D,,mp-22883,24,38,2.653,JVASP-5995.zip,1093287,12,True,wannier90_hr.dat,4983338,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6004,BBr3,189,P-62m,2D,,mp-23225,32,48,3.808,JVASP-6004.zip,1169139,12,True,wannier90_hr.dat,6195875,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6007,PbO,129,P4/nmm,2D,,mp-19921,28,40,2.592,JVASP-6007.zip,1496731,12,True,wannier90_hr.dat,6625718,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6016,SiS2,49,Pccm,2D,,mp-1602,40,40,2.702,JVASP-6016.zip,1771089,12,True,wannier90_hr.dat,7920563,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6022,ReS2,2,P-1,2D,,mp-572758,96,104,1.43,JVASP-6022.zip,5725997,12,True,wannier90_hr.dat,30874001,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6025,SnSe,129,P4/nmm,2D,,mp-8936,32,44,1.106,JVASP-6025.zip,1450986,12,True,wannier90_hr.dat,6195875,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6028,SnSe,129,P4/nmm,2D,,mp-2168,32,44,1.193,JVASP-6028.zip,1398086,12,True,wannier90_hr.dat,6195875,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6031,MnI2,164,P-3m1,2D,,mp-28013,28,58,1.044,JVASP-6031.zip,1563223,12,True,wannier90_hr.dat,6782538,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6034,CoBr2,164,P-3m1,2D,,mp-30033,28,48,0.0,JVASP-6034.zip,1474527,12,True,wannier90_hr.dat,6625718,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6049,TcS2,2,P-1,2D,,mp-9481,96,104,1.259,JVASP-6049.zip,5352259,12,True,wannier90_hr.dat,30874001,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6052,CaI2,164,P-3m1,2D,,mp-30031,28,40,1.237,JVASP-6052.zip,1278346,12,True,wannier90_hr.dat,6625718,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6055,FeCl2,164,P-3m1,2D,,mp-23229,24,54,0.0,JVASP-6055.zip,1375331,12,True,wannier90_hr.dat,6481201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6058,Te2Br,31,Pmn2_1,2D,,mp-27648,96,112,0.881,JVASP-6058.zip,4989713,12,True,wannier90_hr.dat,29952391,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6070,TaS2,187,P-6m2,2D,,mp-1984,24,38,0.0,JVASP-6070.zip,1672379,12,True,wannier90_hr.dat,6481201,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6076,TlF,57,Pbcm,2D,,mp-720,56,64,1.939,JVASP-6076.zip,2529015,12,True,wannier90_hr.dat,12701272,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6079,InSe,187,P-6m2,2D,,mp-22691,32,44,1.469,JVASP-6079.zip,1825351,12,True,wannier90_hr.dat,8653718,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6082,Te2I,31,Pmn2_1,2D,,mp-27655,96,112,0.923,JVASP-6082.zip,4988988,12,True,wannier90_hr.dat,29952391,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6085,RhBr3,12,C2/m,2D,,mp-27871,144,168,1.487,JVASP-6085.zip,7627512,12,True,wannier90_hr.dat,46656289,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6088,CrBr3,162,P-31m,2D,,mp-27734,72,116,1.47,JVASP-6088.zip,3105118,12,True,wannier90_hr.dat,17366801,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6091,PBr3,26,Pmc2_1,2D,,mp-27257,64,80,3.332,JVASP-6091.zip,2538348,12,True,wannier90_hr.dat,16589272,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
JVASP-6094,BiI3,162,P-31m,2D,,mp-22849,64,80,2.548,JVASP-6094.zip,2371062,12,True,wannier90_hr.dat,13722001,True,True,True,True,JARVIS-DFT Wannier tight binding Hamiltonians for 2D materials,,JARVIS-DFT dft_3d/dft_2d
