num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels
841,LaMnGe,P4/nmm,129,SM,no,,,,FM,,,3,80007 80008 85857,
842,LaFeSi,P4/nmm,129,SM,no,,,,NM,,,3,85853 632432 656907,
843,LaCoGe,P4/nmm,129,Triv.,no,,,,FM,,,1,85860,
844,KMnSb,P4/nmm,129,SM,no,,,,FM,,,3,89590 89591 602269,
845,RbMnP,P4/nmm,129,SM,no,,,,FM,,,3,89594 89595 643229,
846,RbMnAs,P4/nmm,129,SM,no,,,,FM,,,3,89596 89597 610910,
847,CoGeLa,P4/nmm,129,TI,no,,,,FM,,,1,106471,
848,PbFI,P4/nmm,129,Triv.,no,,,,NM,,,6,150194 150195 56667 150193 155012 279599,
849,NaFeAs,P4/nmm,129,SM,no,,,,FM,SC,,2,163143 163144,
850,KMnBi,P4/nmm,129,SM,no,,,,FM,,,1,601586,
851,KMgAs,P4/nmm,129,Triv.,no,,,,NM,,,1,610753,
852,CsMnBi,P4/nmm,129,SM,no,,,,FM,,,1,616575,
853,RbMnBi,P4/nmm,129,SM,no,,,,FM,,,1,616824,
854,CoLaSi,P4/nmm,129,Triv.,no,,,,FM,,,1,624027,
855,CoPdP,P4/nmm,129,TI,no,,,b,NM,,,1,624599,
856,CoLaSi,P4/nmm,129,SM,no,,,,FM,,,1,658265,
857,BaSnF4,P4/nmm,129,Triv.,no,,,"b,s",NM,,,2,166207 673273,
858,CsMnAs,P4/nmm,129,SM,no,,,,FM,,,3,40572 40573 610293,
859,CsMnP,P4/nmm,129,SM,no,,,,FM,,,3,89598 89599 627022,
860,SrFI,P4/nmm,129,Triv.,no,,,,NM,,,2,155009 159280,
861,(Fe2As2)(Sr4Sc2O6),P4/nmm,129,Triv.,no,,,"b,s",FM,SC,,1,180528,
862,(Co2As2)(Sr4Sc2O6),P4/nmm,129,SM,no,,,"b,s",,,,1,262356,
863,(Co2P2)(Sr4Sc2O6),P4/nmm,129,SM,no,,,"b,s",FM,,,1,262357,
864,NaKLaNbO5,P4/nmm,129,Triv.,no,,,b,NM,,,1,94743,
865,LaKNaTaO5,P4/nmm,129,Triv.,no,,,b,NM,,,1,419855,
866,YOF,P4/nmm,129,Triv.,no,,,,NM,,,1,76426,
867,LaOF,P4/nmm,129,Triv.,no,,,,NM,,,2,430270 76427,430270(b)
868,BiCuSeO,P4/nmm,129,Triv.,no,,,,NM,,,5,74475 75128 189174 262598 674374,
869,LaCoPO,P4/nmm,129,SM,no,,,,FM,,,3,80203 161910 161911,
870,LaAgSb2,P4/nmm,129,TI,no,,,,NM,,,4,95220 95221 95222 95223,
871,SrCuFS,P4/nmm,129,Triv.,no,,,,NM,,,1,157433,
872,LaFePO,P4/nmm,129,Triv.,no,,,,FM,,,3,162724 391428 420381,
873,SrFeAsF,P4/nmm,129,Triv.,no,,,,FM,SC,,3,162808 163915 168775,
874,LaFeAsO,P4/nmm,129,Triv.,no,,,,AFM,,,12,163496 163497 163835 163868 173432 180438 180439 180440 184645 192739 421998 602489,
875,SrCuFS,P4/nmm,129,TI,no,,,,NM,,,1,172796,
876,BaFCuS,P4/nmm,129,Triv.,no,,,,NM,,,1,183712,
877,SrFMnP,P4/nmm,129,SM,no,,,,FM,,,1,189939,
878,SrFMnAs,P4/nmm,129,SM,no,,,,,,,1,189940,
879,SrFMnSb,P4/nmm,129,SM,no,,,,FM,,,1,189941,
880,CrLaAsO,P4/nmm,129,Triv.,no,,,,AFM,,,2,237385 237387,
881,CrLaAsO,P4/nmm,129,TI,no,,,,AFM,,,1,237386,
882,BaMnSbF,P4/nmm,129,SM,no,,,,FM,,,2,248364 248366,
883,BaMnAsF,P4/nmm,129,SM,no,,,,,,,1,248365,
884,LaMnSbO,P4/nmm,129,SM,no,,,,FM,,,1,419355,
885,BaMnBiF,P4/nmm,129,SM,no,,,,,,,1,426033,
886,LaFeSb2,P4/nmm,129,SM,no,,,,FM,,,2,657914 657985,
887,LaCoSb2,P4/nmm,129,SM,no,,,,FM,,,2,657919 657990,
888,VZrSi,P4/nmm,129,SM,no,,,,NM,,,2,42337 652544,
889,LaTiGe,P4/nmm,129,SM,no,,,,NM,,,1,107617,
890,HfVGe,P4/nmm,129,SM,no,,,,NM,,,1,636594,
891,HfVSi,P4/nmm,129,SM,no,,,,NM,,,1,638931,
892,WO3,P4/ncc,130,Triv.,no,,,"b,s",,,,4,673314 50732 50733 88366,
893,Ca5Ge3,P4/ncc,130,TI,no,,,,NM,,,7,181075 67018 15865 56390 68812 68813 68814,67018(s) 68812(s) 68813(s) 68814(s)
894,CuBi2O4,P4/ncc,130,SM,no,,,b,FM,SC,HQ,7,68815 69307 69308 71313 69746 69747 202994,68815(s) 69307(s) 69308(s) 71313(s) 202994(s)
895,PdBi2O4,P4/ncc,130,Triv.,no,,,b,NM,,HQ,1,200145,
896,Na2PdCl4,P4/ncc,130,Triv.,no,,,b,NM,,HQ,1,202971,
897,Sr3(SiO4)O,P4/ncc,130,Triv.,no,,,,NM,,,3,418933 18151 28534,418933(b)
898,CaNiN,P42/mmc,131,SM,no,,,b,NM,,,2,69044 656846,
899,KCuC2,P42/mmc,131,Triv.,no,,,,NM,,HQ,2,412037 412038,
900,RbCuC2,P42/mmc,131,Triv.,no,,,,NM,,HQ,2,412039 412040,
901,IrN,P42/mmc,131,Triv.,no,,,,NM,,,1,187717,
902,SiO2,P42/mcm,132,Triv.,no,,,"b,s",NM,,,1,170500,
903,Pb3O4,P42/mbc,135,Triv.,no,,,b,NM,,,5,4106 22325 36253 42484 647270,
904,Cu(As2O4),P42/mbc,135,SM,yes,Fig. 33,33,b,FM,,HQ,2,4287 16829,
905,FeO(Sb2O3),P42/mbc,135,Triv.,no,,,b,FM,,HQ,11,4459 61466 61467 61468 61469 61470 61471 61472 61473 155151 182798,
906,FeSb2O4,P42/mbc,135,SM,no,,,b,FM,,,2,30350 158916,
907,Pb3O4,P42/mbc,135,SM,no,,,"b,s",NM,,,1,647261,
908,LiSr2(CoN2),P42/mnm,136,SM,no,,,b,FM,,HQ,1,72387,
909,MoO2,P42/mnm,136,Triv.,no,,,b,,,,3,670200 99714 644069,
910,Li2S2,P42/mnm,136,Triv.,no,,,,,,,1,671853,
911,VF2,P42/mnm,136,SM,no,,,b,,,,0,,
912,CoF2,P42/mnm,136,SM,no,,,b,,,,15,673336 32552 38069 62768 62769 201245 674847 9167 14144 26604 53987 73460 98785 98786 280604,
913,Hf2Cu2In,P42/mnm,136,SM,no,,,,,,,1,130032,
914,IrIn3,P42/mnm,136,SM,no,,,,NM,,HQ,2,407548 639819,
915,RhIn3,P42/mnm,136,SM,no,,,,NM,SC,HQ,2,407549 640336,
916,RhGa3,P42/mnm,136,SM,no,,,,NM,,,1,635208,
917,ZrNi4P2,P42/mnm,136,SM,no,,,,,SC,HQ,2,40435 76681,
918,KPd(PS4),P42/mnm,136,Triv.,no,,,"b,s",NM,,HQ,1,165315,
919,Li3(BN2),P42/mnm,136,Triv.,no,,,b,NM,,,1,71085,
920,WOI3,P42/mnm,136,Triv.,no,,,"b,s",FM,,HQ,1,65183,
921,WOCl3,P42/mnm,136,Triv.,no,,,"b,s",FM,,HQ,1,416393,
922,K2Na4(Be2O5),P42/mnm,136,Triv.,no,,,b,NM,,HQ,1,33849,
923,MnO2,P42/mnm,136,SM,yes,Fig. 33,33,b,AFM,,HQ,0,,
924,VO2,P42/mnm,136,SM,no,,,b,FM,,HQ,36,393 20229 56006 73716 246888 643186 643187 643197 670198 670366 1504 4110 10141 24926 27482 34418 34420 34421 56003 66665 237337 647613 647637 9169 14146 26606 53981 76270 184219 280605 9423 28711 35327 43461 43739 155831,9423(b) 28711(b) 43461(b) 43739(b) 155831(b)
925,ZnF2,P42/mnm,136,Triv.,no,,,b,NM,,HQ,0,,
926,CrO2,P42/mnm,136,Triv.,no,,,,FM,,HQ,21,166021 166022 166023 166024 166025 166026 166027 166028 166485 167237 185885 186836 202835 202836 202837 202838 246898 246899 246900 246901 246902,166021(b) 166022(b) 166023(b) 166024(b) 166025(b) 166026(b) 166027(b) 166028(b) 166485(b) 167237(b) 185885(b) 186836(b) 202835(b) 202836(b) 202837(b) 202838(b) 246898(b) 246899(b) 246900(b) 246901(b) 246902(b)
927,RuO2,P42/mnm,136,Triv.,no,,,b,NM,,HQ,19,626487 670197 15071 23961 51159 56007 84575 84618 108861 172178 236962 236963 290496 647373 647376 647377 670201 670735 671872,626487(b) 670197(b)
928,Mg2C,P42/mnm,136,TI,no,,,b,,,,1,671332,
929,Zn(Sb2O6),P42/mnm,136,Triv.,no,,,b,NM,,,2,30409 96612,
930,Fe(Sb2O6),P42/mnm,136,SM,no,,,b,AFM,,,1,40344,
931,Ni(Ta2O6),P42/mnm,136,Triv.,yes,Fig. 34,34,b,FM,,HQ,2,61198 247807,
932,NiSb2O6,P42/mnm,136,Triv.,no,,,b,AFM,,,2,80802 426852,
933,Cu(Ta2O6),P42/mnm,136,SM,yes,Fig. 34,34,b,FM,,,1,83367,
934,Cu(Sb2O6),P42/mnm,136,SM,no,,,b,FM,,HQ,1,84789,
935,Co(Ta2O6),P42/mnm,136,SM,no,,,b,AFM,,,4,166673 166674 203095 247812,
936,Pb2F2O,P42/nmc,137,Triv.,no,,,b,NM,,HQ,1,10416,
937,Pb2(ZnF6),P42/ncm,138,Triv.,no,,,"b,s",NM,,,2,162073 162074,
938,Ba2CuWO6,I4/mmm,139,SM,no,,,"b,s",FM,,,1,33569,
939,Cs2CuO2,I4/mmm,139,SM,no,,,"b,s,l",FM,,HQ,1,39535,
940,K4Al2Nb11O20F,I4/mmm,139,Triv.,no,,,b,NM,,,1,65738,
941,Ba2Cu2(Si4O12),I4/mmm,139,TI,no,,,b,FM,,HQ,1,71535,
942,CsFe2As2,I4/mmm,139,SM,no,,,,FM,SC,,1,74877,
943,CrNbF6,I4/mmm,139,SM,no,,,"b,s",FM,,HQ,1,75384,
944,Sr2Cu2MnO2S2,I4/mmm,139,SM,no,,,"b,s,l",AFM,SC,HQ,1,84734,
945,V4Zn5,I4/mmm,139,SM,no,,,,NM,,,2,106213 653404,
946,LaF3,I4/mmm,139,Triv.,no,,,,NM,,,10,167555 155554 164056 96133 96134 190717 190718 190719 182761 190716,
947,C,I4/mmm,139,Triv.,no,,,,NM,,,0,,
948,CaO2,I4/mmm,139,Triv.,no,,,,,,,3,671324 619462 20275,
949,Cu3Ti2,I4/mmm,139,SM,no,,,,FM,,,3,103132 629380 629398,
950,Al3Nb,I4/mmm,139,SM,no,,,,NM,SC,,18,58015 107857 186000 608658 608663 608670 608672 608682 608686 608690 670156 670759 58201 151104 167811 609613 609617 670975,
951,Al3V,I4/mmm,139,SM,yes,Fig. 34,34,,NM,SC,,0,,
952,InPd3,I4/mmm,139,TI,no,,,,NM,,,3,247188 247189 420251,
953,TlPd3,I4/mmm,139,TI,no,,,,NM,,HQ,3,247272 649056 649063,
954,CrSi2,I4/mmm,139,SM,no,,,,NM,,,1,71499,
955,Ag2Sc,I4/mmm,139,SM,no,,,,NM,,,2,605791 605793,
956,Au2Hf,I4/mmm,139,SM,no,,,,NM,,,1,611956,
957,Ba2Cu3O4Br2,I4/mmm,139,SM,no,,,b,NM,,,2,36128 75576,
958,Ba2(ZnF6),I4/mmm,139,Triv.,no,,,"b,s,l",NM,,,1,21054,
959,TlCo2Se2,I4/mmm,139,SM,no,,,,FM,,,0,,
960,KCo2Se2,I4/mmm,139,SM,no,,,,FM,,,17,67362 95138 95139 95140 95141 625007 674509 67370 182837 182838 623961 89575 203088 615832 615834 615837 670743,
961,BaCu2S2,I4/mmm,139,Triv.,no,,,,NM,,HQ,0,,
962,TlCo2S2,I4/mmm,139,SM,no,,,,FM,,HQ,2,100438 624879,
963,KFe2S2,I4/mmm,139,SM,no,,,,NM,SC∗,,1,186572,
964,KNi2Se2,I4/mmm,139,SM,no,,,,FM,SC,HQ,2,424686 641276,
965,KNi2S2,I4/mmm,139,SM,no,,,,,SC,,2,431754 641273,
966,Co2KS2,I4/mmm,139,SM,yes,Fig. 34,34,,FM,,,1,623956,
967,Co2RbS2,I4/mmm,139,SM,no,,,,FM,,,1,624795,
968,Sr2CoO2Cl2,I4/mmm,139,SM,no,,,"b,s,l",AFM,,HQ,3,59697 151787 151788,
969,Sr2CoO2Br2,I4/mmm,139,SM,no,,,"b,s,l",AFM,,HQ,3,59698 151789 151790,
970,Sr3(Co2O5Cl2),I4/mmm,139,TI,yes,Fig. 34,34,"b,s",FM,,HQ,2,90123 91749,
971,KO2,I4/mmm,139,SM,no,,,,FM,,HQ,4,38245 180563 196755 38138,
972,CsO2,I4/mmm,139,SM,no,,,,FM,,,3,38247 627060 627062,
973,BaC2,I4/mmm,139,Triv.,no,,,,NM,,,7,56160 88098 88101 168410 186575 615792 615794,
974,RbO2,I4/mmm,139,SM,no,,,,FM,,,3,180564 196756 647338,
975,CoO,I4/mmm,139,SM,no,,,,AFM,,,2,53059 174027,
976,MnN,I4/mmm,139,SM,no,,,,FM,,,1,106932,
977,Sr2FeMoO6,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s",,,,4,169377 94079 151617 184911,169377(k)
978,Ba2(FeReO6),I4/mmm,139,SM,yes,Fig. 34,34,"k∗,b,s",FM,,HQ,1,155174,
979,Sr2VZrO6,I4/mmm,139,SM,yes,Fig. 34,34,"k∗,b,s",FM,,,1,191359,
980,Sr2VHfO6,I4/mmm,139,SM,yes,Fig. 34,34,"k∗,b,s",FM,,,1,191360,
981,Sr2CoHfO6,I4/mmm,139,SM,no,,,"k∗,b,s",FM,,,1,191364,
982,Sr2FeZrO6,I4/mmm,139,Triv.,no,,,,,,,1,191365,
983,Sr2FeHfO6,I4/mmm,139,Triv.,no,,,"k∗,b,s",AFM,,,1,191366,
984,Ba2Fe(MoO6),I4/mmm,139,Triv.,yes,Fig. 35,35,"k∗,b,s",FM,,HQ,4,246541 246542 246543 246544,
985,Pb2Co(TeO6),I4/mmm,139,SM,no,,,"k∗,b,s",FM,,HQ,1,405782,
986,BaBi2Zn,I4/mmm,139,Triv.,no,,,,NM,,,1,58638,
987,Bi2CdSr,I4/mmm,139,Triv.,no,,,,NM,,HQ,1,58764,
988,K2CuF4,I4/mmm,139,SM,no,,,"b,s,l",FM,,HQ,2,15372 31688,
989,Cs2AgF4,I4/mmm,139,SM,yes,Fig. 35,35,"b,s,l",FM,,,1,16254,
990,Cs2CdCl4,I4/mmm,139,Triv.,no,,,"b,s,l",,,,1,16576,
991,(SrO)2TiO2,I4/mmm,139,Triv.,no,,,"b,s,l",NM,SC∗,,9,20293 157402 194713 194714 194715 194716 194717 194718 194719,
992,K2MnF4,I4/mmm,139,SM,no,,,"b,s,l",FM,,,3,23183 23184 33521,
993,Sr2(MnO4),I4/mmm,139,SM,no,,,"b,s,l",FM,,,3,26560 26561 50794,
994,Sr2SnO4,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,,6,27114 84245 150387 150388 150389 150390,
995,Sr4P2O,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,1,33903,
996,Rb2CaH4,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s,l",NM,,,1,65196,
997,K2MgH4,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s,l",NM,,,1,68358,
998,K4OBr2,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,1,68505,
999,Ba2(ZrS4),I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,2,69853 80651,
1000,Cs2HgF4,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,,1,72353,
1001,Cs2MgH4,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s,l",NM,,,1,162261,
1002,Sr2(CrO4),I4/mmm,139,TI,no,,,"b,s,l",FM,,HQ,1,245595,
1003,Sr2(CoO4),I4/mmm,139,SM,no,,,"b,s,l",AFM,,HQ,1,246483,
1004,Rb4Br2O,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,1,411954,
1005,K4(Ru2Cl10O),I4/mmm,139,Triv.,no,,,,NM,,HQ,1,8054,
1006,ScLaSb,I4/mmm,139,TI,no,,,,NM,,HQ,1,427126,
1007,YNi2B2C,I4/mmm,139,SM,no,,,b,NM,SC,,5,41549 75816 79574 83231 89142,
1008,Li2Sr(Ta2O7),I4/mmm,139,Triv.,no,,,b,NM,,HQ,3,88464 154175 246278,
1009,KCuO,I4/mmm,139,Triv.,no,,,,NM,,HQ,1,40158,
1010,RbCuO,I4/mmm,139,Triv.,no,,,,NM,,HQ,1,40159,
1011,Cs(AuO),I4/mmm,139,Triv.,no,,,,NM,,HQ,1,409553,
1012,Pd3Tl,I4/mmm,139,SM,yes,Fig. 35,35,,NM,,,1,105729,
1013,InPd3,I4/mmm,139,SM,yes,Fig. 35,35,,NM,,,3,247194 247195 420250,
1014,K2NiO2,I4/mmm,139,Triv.,no,,,b,FM,,,2,21069 201891,
1015,Na2(HgO2),I4/mmm,139,Triv.,no,,,b,NM,,,2,25511 27409,
1016,Rb2(NiO2),I4/mmm,139,Triv.,no,,,b,AFM,,HQ,1,66277,
1017,Sr2(ZnN2),I4/mmm,139,Triv.,no,,,b,NM,,HQ,2,80376 670402,
1018,La2PdO4,I4/mmm,139,TI,no,,,"b,s,l",NM,,,1,40262,
1019,Cs2(PdCl4)I2,I4/mmm,139,SM,no,,,,NM,,HQ,1,240484,
1020,Rb3(TlF6),I4/mmm,139,Triv.,no,,,,NM,,,1,19075,
1021,Cs3TlF6,I4/mmm,139,Triv.,no,,,,NM,,,1,19076,
1022,Rb3YF6,I4/mmm,139,Triv.,yes,Fig. 36,36,,NM,,,1,19077,
1023,Cs3YF6,I4/mmm,139,Triv.,no,,,,NM,,,1,19078,
1024,RbNa2NiO2,I4/mmm,139,SM,no,,,b,FM,,HQ,1,73209,
1025,CsK2(CoO2),I4/mmm,139,Triv.,no,,,b,AFM,,HQ,1,74889,
1026,Co,I4/mmm,139,SM,no,,,,,,,1,671035,
1027,PbF4,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,,2,16795 78895,
1028,(Cu2S2)(Sr2NiO2),I4/mmm,139,TI,no,,,"b,s,l",FM,,HQ,1,88424,
1029,K3Zn2F7,I4/mmm,139,Triv.,no,,,"b,s,l∗",NM,,,2,9925 100299,
1030,K3Cu2F7,I4/mmm,139,Triv.,no,,,"b,s,l∗",FM,,HQ,1,15373,
1031,(SrO)3(TiO2)2,I4/mmm,139,Triv.,yes,Fig. 36,36,"b,s,l∗",NM,,,3,20294 34629 63704,
1032,Sr3V2O7,I4/mmm,139,TI,no,,,"b,s,l∗",FM,,HQ,2,71320 71451,
1033,K2Sr(Ta2O7),I4/mmm,139,Triv.,no,,,"b,s",NM,,HQ,1,93492,
1034,CaCo2Ge2,I4/mmm,139,TI,no,,,,NM,,,2,406 81751,
1035,CaCo2P2,I4/mmm,139,TI,no,,,,FM,SC∗,HQ,0,,
1036,Co2YB2,I4/mmm,139,SM,no,,,,NM,SC,HQ,0,,
1037,LaCo2B2,I4/mmm,139,SM,yes,Fig. 36,36,,NM,,HQ,23,10462 85890 85891 85892 619210 23653 55298 602345 613409 613423 41787 55297 181185 182572 182573 423045 613135 44667 181768 181769 188326 600299 641030,
1038,Ir2YSi2,I4/mmm,139,SM,no,,,,NM,SC,,0,,
1039,CaRh2P2,I4/mmm,139,TI,yes,Fig. 36,36,,NM,SC,HQ,1,50185,
1040,SrRh2P2,I4/mmm,139,TI,no,,,,NM,,HQ,1,50186,
1041,LaCo2Si2,I4/mmm,139,SM,yes,Fig. 36,36,,NM,,,2,52999 90777,
1042,Co2YSi2,I4/mmm,139,SM,no,,,,NM,,,3,53088 427109 625128,
1043,LaRh2Ge2,I4/mmm,139,SM,yes,Fig. 36,36,,NM,,,3,55926 81759 636847,
1044,YCo2Ge2,I4/mmm,139,SM,no,,,,NM,SC,HQ,2,81748 623662,
1045,LaCo2Ge2,I4/mmm,139,SM,no,,,,FM,,HQ,3,81750 291377 623460,
1046,LaCo2P2,I4/mmm,139,SM,no,,,,FM,,,4,87581 87582 87583 624010,
1047,SrRh2As2,I4/mmm,139,TI,no,,,,NM,,,1,165120,
1048,CaFe2As2,I4/mmm,139,TI,no,,,,AFM,,,8,166016 182277 182278 182279 182276 192309 192310 192311,
1049,CaFe2As2,I4/mmm,139,TI,no,,,,AFM,SC,,0,,
1050,SrRh2As2,I4/mmm,139,TI,no,,,,NM,,HQ,1,417002,
1051,CaCo2Si2,I4/mmm,139,TI,no,,,,NM,,HQ,1,420974,
1052,CaFe2Si2,I4/mmm,139,SM,no,,,,FM,,HQ,1,425467,
1053,LaRh2Si2,I4/mmm,139,SM,no,,,,NM,,,7,601417 601614 603880 604623 641747 641750 641752,
1054,CaCo2As2,I4/mmm,139,TI,no,,,,FM,,,1,609899,
1055,Co2LaAs2,I4/mmm,139,SM,no,,,,FM,,,1,610073,
1056,CsCo2S2,I4/mmm,139,SM,no,,,,FM,,,1,622529,
1057,CsCo2Se2,I4/mmm,139,SM,no,,,,FM,,,1,622533,
1058,Co2RbSe2,I4/mmm,139,SM,no,,,,FM,,,1,624798,
1059,Co2ScSi2,I4/mmm,139,SM,no,,,,NM,,,2,624957 624959,
1060,Al8Fe4Y,I4/mmm,139,SM,yes,Fig. 37,37,,FM,,,5,57842 240140 240141 607728 607735,
1061,Be12Pd,I4/mmm,139,SM,no,,,,NM,SC,,1,109314,
1062,ScFe4Al8,I4/mmm,139,SM,no,,,,FM,,HQ,3,240138 240139 607626,
1063,Al8Fe4Hf,I4/mmm,139,TI,yes,Fig. 36,36,,FM,,,1,607535,
1064,Al8Fe4Zr,I4/mmm,139,TI,yes,Fig. 36,36,,FM,,,1,607756,
1065,K(BrF4),I4/mcm,140,Triv.,no,,,,FM,,,3,16633 10326 16700,
1066,(K(HF2))(IF5)2,I4/mcm,140,Triv.,no,,,,NM,,,1,71583,
1067,Li5(VO)(PO4)2,I4/mcm,140,TI,no,,,b,FM,,,1,245847,
1068,Hf2Ge,I4/mcm,140,SM,no,,,,NM,,,1,636554,
1069,FeSn2,I4/mcm,140,SM,yes,Fig. 37,37,,FM,SC,,15,24570 102800 103636 247483 409909 604017 633753 633760 633761 24571 102799 171198 247482 643736 643742,
1070,MnSn2,I4/mcm,140,SM,no,,,,FM,SC,,0,,
1071,Zr2Si,I4/mcm,140,TI,no,,,,NM,SC,,3,24717 42522 652618,
1072,FeGe2,I4/mcm,140,SM,yes,Fig. 37,37,,FM,SC,,7,42519 77313 195131 631984 631999 632023 632024,
1073,SiHf2,I4/mcm,140,TI,no,,,,NM,SC,,2,42523 638912,
1074,Hf2Ge,I4/mcm,140,TI,no,,,,NM,SC,,3,42524 636547 636548,
1075,CoSn2,I4/mcm,140,SM,no,,,,NM,SC,,7,102672 108319 247484 409910 625260 625263 625269,
1076,RuSn2,I4/mcm,140,SM,no,,,,NM,,,1,105993,
1077,FeSb2,I4/mcm,140,TI,no,,,,FM,,,6,186636 186638 186639 186640 186641 186642,
1078,Zr2Si,I4/mcm,140,SM,no,,,,NM,,,1,652615,
1079,Ca5Ge3,I4/mcm,140,SM,yes,Fig. 37,37,,NM,,,3,42139 93704 181074,
1080,Ca5Si3,I4/mcm,140,SM,yes,Fig. 37,37,,NM,,HQ,1,93699,
1081,Ba3O(SiO4),I4/mcm,140,Triv.,no,,,,NM,,HQ,1,1449,
1082,Tl3CoCl5,I4/mcm,140,SM,no,,,"b,s",FM,,,1,10137,
1083,Sr3(AlO4)F,I4/mcm,140,Triv.,no,,,b,NM,,HQ,3,50736 195183 195184,
1084,CsSn2Br5,I4/mcm,140,Triv.,no,,,b,NM,,HQ,2,93792 151987,
1085,AgTlI2,I4/mcm,140,Triv.,no,,,"b,s",NM,,,1,26318,
1086,RbAuF4,I4/mcm,140,Triv.,no,,,,NM,,,2,9907 33952,
1087,CaPdF4,I4/mcm,140,Triv.,no,,,b,NM,,,1,32674,
1088,CdCuF4,I4/mcm,140,SM,no,,,b,FM,,HQ,1,73478,
1089,BaPdF4,I4/mcm,140,Triv.,no,,,,NM,,,1,108991,
1090,PbPdF4,I4/mcm,140,Triv.,no,,,,NM,,,1,108992,
1091,Sr(ZrO3),I4/mcm,140,Triv.,yes,Fig. 37,37,"b,s",NM,,HQ,19,1522 89356 89357 89358 89359 89360 89362 89363 89361 89364 188451 290620 674924 56718 182762 182247 182763 182764 248380,89362(l) 89363(l) 89364(l) 56718(l) 182762(l) 182763(l) 182764(l) 248380(l)
1092,Sr(TiO3),I4/mcm,140,Triv.,no,,,"b,s",NM,,,0,,
1093,Ca(TiO3),I4/mcm,140,Triv.,no,,,"b,s",NM,,HQ,8,290619 673335 153173 162919 162920 162921 162922 162923,290619(l) 153173(l)
1094,Sr(TcO3),I4/mcm,140,SM,no,,,"b,s,l∗",NM,,HQ,1,183452,
1095,Ca(SiO3),I4/mcm,140,Triv.,no,,,"b,s",NM,,,8,240414 240415 240416 240417 240418 240419 240420 240421,
1096,Ca5Sn3H,I4/mcm,140,SM,no,,,,NM,,HQ,1,165190,
1097,SrCu2(BO3)2,I4/mcm,140,TI,no,,,b,FM,,,3,92953 247207 247208,
1098,PbSe2,I4/mcm,140,Triv.,no,,,,NM,,HQ,1,174577,
1099,Cl2O,I41/amd,141,Triv.,no,,,,NM,,HQ,13,407768 9852 9853 9854 9855 24276 31064 44882 63711 76173 92363 93098 94566,9852(b) 9853(b) 9854(b) 9855(b) 24276(b) 31064(b) 44882(b) 63711(b) 76173(b) 92363(b) 93098(b) 94566(b)
1100,TiO2,I41/amd,141,Triv.,no,,,,NM,,HQ,24,96946 154601 154602 154603 154604 154607 154608 154609 154610 156838 159910 161908 172914 172916 183767 184368 189318 190785 193265 193267 193269 193271 200392 202242,96946(b) 154601(b) 154602(b) 154603(b) 154604(b) 154607(b) 154608(b) 154609(b) 154610(b) 156838(b) 159910(b) 161908(b) 172914(b) 172916(b) 183767(b) 184368(b) 189318(b) 190785(b) 193265(b) 193267(b) 193269(b) 193271(b) 200392(b) 202242(b)
1101,Rb4(SbBr6)2,I41/amd,141,Triv.,no,,,,NM,,,9,202243 237000 242104 242105 242106 671957 674666 673140 26058,202243(b) 237000(b) 242104(b) 242105(b) 242106(b) 671957(b) 674666(b)
1102,Cs2(SbCl6),I41/amd,141,Triv.,no,,,,NM,,,3,49707 49708 49706,49707(b) 49708(b)
1103,Fe2(PO4)O,I41/amd,141,SM,no,,,b,FM,,HQ,4,80554 80555 108812 108813,
1104,Li3(BN2),I41/amd,141,Triv.,yes,Fig. 37,37,"b,s",NM,,HQ,2,155126 155127,
1105,YCrO4,I41/amd,141,SM,no,,,b,FM,,,3,26989 95971 157933,
1106,BaGeGe3O9,P3,143,Triv.,no,,,"b,s",NM,,,1,15674,
1107,Ba3Si6O9N4,P3,143,Triv.,no,,,b,NM,,HQ,1,415918,
1108,Na3(ReO5),P31,144,Triv.,no,,,,,,HQ,1,36637,
1109,CsCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95536,
1110,RbCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95537,
1111,KCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95538,
1112,TlCd(NO2)3,R3,146,Triv.,no,,,,NM,,HQ,1,95539,
1113,K2Pb2Ge2O7,P3̄,147,Triv.,no,,,"b,s",NM,,,1,30247,
1114,Zr3O5(SO4),P3̄,147,Triv.,no,,,b,NM,,,1,68335,
1115,Zr(HPO3)2,P3̄,147,Triv.,no,,,b,NM,,HQ,1,74463,
1116,Ba(CoPO4)2,P3̄,147,Triv.,no,,,b,FM,,HQ,1,250709,
