num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels
1960,Rh3YB,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",NM,,,2,44568 615341,
1961,K(CdF3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,44788,
1962,CsCdF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,5,49582 290343 290344 290345 674681,
1963,CsFeF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",FM,,,1,49583,
1964,RbMgF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,49585,
1965,RbFeF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",FM,,,2,49586 671396,
1966,RbCdF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,49587,
1967,Ca(SnO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,3,56095 181086 181087,
1968,NaVF3,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,60611,
1969,Sr(RuO3),Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,HQ,7,69360 82981 82982 82983 82984 162777 187484,
1970,Rb3AuO,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,2,75499 79087,
1971,Mn3NiN,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,76056,
1972,Mn3ZnN,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,2,76070 237710,
1973,Fe3ZnC,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,76763,
1974,Co3MgC,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,76790,
1975,Co3ScC,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,76793,
1976,Co3ZnC,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,76797,
1977,Fe3SnC,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,76842,
1978,Sr(CoO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,2,77142 184078,
1979,Mn3SnC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,4,77153 194052 618271 618272,
1980,Mn3ZnC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,3,77154 150829 618284,
1981,Rb3BrO,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,77196,
1982,CsCaBr3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,77242,
1983,YRh3C,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",NM,,,1,77389,
1984,K3AuO,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,79086,
1985,Sr(VO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,HQ,0,,
1986,La(AlO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,36,88982 96291 108826 672730 673312 90550 90551 90552 90553 90554 90555 90556 92561 92562 153831 153832 153833 153834 153835 153836 170772 191414 191415 191416 191417 191424 191425 191426 191427 191428 191429 191464 672200 673133 673339 674095,
1987,SrFeO3,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,HQ,3,91062 92335 163228,
1988,CaPd3C,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,108128,
1989,Co3SnC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,108129,
1990,Sr(CrO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,2,108903 245834,
1991,Sr(TcO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",NM,,,0,,
1992,Pb(TiO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,12,109076 183453 671084 671085 153406 162043 162047 187295 187505 262090 672655 673003,
1993,KCaF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,3,154073 154074 670413,
1994,BiAlO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,157549 158756,
1995,BiGaO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,157550 158757,
1996,Bi(InO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,158758,
1997,Bi(ScO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,7,158759 181115 181116 181117 181118 181119 181120,
1998,Pb(CrO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,HQ,2,160196 194155,
1999,Pb(HfO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,161702,
2000,Ca(MnO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,,5,168902 168903 168905 181782 673449,
2001,NaMgF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,2,171813 193089,
2002,Pb(GeO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,9,185693 185694 185695 185696 185697 185698 185699 185700 185701,
2003,Pb(VO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,,1,187637,
2004,Sr(MnO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",AFM,,,2,188415 236949,
2005,K(NbO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,2,190920 673080,
2006,Ba(VO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,HQ,2,191203 673477,
2007,SrGeO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,3,195084 672202 674088,
2008,RbCaF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,3,201252 201253 670414,
2009,CaLiF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,236756 236757,
2010,InNCo3,Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,HQ,1,247066,
2011,TlPd3H,Pm3̄m,221,TI,no,,,"k,b,s,l",NM,,HQ,1,247273,
2012,PbZrO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,12,262104 262105 290872 290873 290874 290875 290876 290877 290878 290879 672047 673004,
2013,CdCo3N,Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,HQ,1,422858,
2014,YPd3H,Pm3̄m,221,SM,no,,,"k,b,s,l",,,,1,670902,
2015,CaTcO3,Pm3̄m,221,SM,yes,Fig. 57,57,"k,b,s,l",,,,2,671082 671083,
2016,BaTcO3,Pm3̄m,221,SM,yes,Fig. 57,57,"k,b,s,l",,,,2,671086 671087,
2017,YBiO3,Pm3̄m,221,SM,no,,,"k,b,s,l",,,,1,672990,
2018,ZnSnO3,Pm3̄m,221,SM,yes,Fig. 57,57,"k,b,s,l",,,,1,673496,
2019,BaRuO3,Pm3̄m,221,SM,no,,,"k,b,s,l",,,,1,673893,
2020,BaHfO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",,,,1,674059,
2021,KSbO3,Pm3̄m,221,Triv.,yes,Fig. 57,57,"k,b,s,l",,,,1,674060,
2022,LiSrF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",,,,1,674527,
2023,ReO3,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,6,16810 77679 105546 647350 647352 671107,
2024,NbF3,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,2,25596 60246,
2025,MoF3,Pm3̄m,221,SM,yes,Fig. 57,57,"k,b,s,l",FM,,,1,30612,
2026,ScF3,Pm3̄m,221,Triv.,yes,Fig. 58,58,"k,b,s,l",NM,,,48,77071 194248 194249 194250 194273 261067 261068 261069 261070 261071 261072 261073 261074 261075 261076 261077 261078 261079 261080 261081 261082 261083 261084 261085 261086 261087 261088 261089 261090 261091 261092 261093 261094 261095 671108 673424 673425 673426 673427 673428 673429 673430 673431 673432 673433 673434 673435 673436,
2027,WO3,Pm3̄m,221,Triv.,yes,Fig. 58,58,"k,b,s,l",NM,SC∗,,3,108651 183408 674843,
2028,AlF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,130021,
2029,Na3N,Pm3̄m,221,SM,yes,Fig. 57,57,"k,b,s,l",NM,,,12,165988 249566 412313 421109 421110 421111 421112 421113 421115 421116 421117 421118,
2030,MgO,Pm3̄n,223,Triv.,yes,Fig. 58,58,,NM,,,1,181465,
2031,AuTa3,Pm3̄n,223,SM,no,,,,NM,,,1,58599,
2032,AuV3,Pm3̄n,223,SM,no,,,,FM,SC,,4,58612 612451 612456 612459,
2033,PdV3,Pm3̄n,223,SM,no,,,,NM,SC,,2,105739 649092,
2034,Al3Mo,Pm3̄n,223,SM,no,,,,,,,1,672120,
2035,SiC2N4,Pn3̄m,224,Triv.,yes,Fig. 58,58,b,NM,,,1,93543,
2036,MoZn7,Fm3̄m,225,SM,no,,,k,NM,,,2,130003 644500,
2037,LiPd7,Fm3̄m,225,SM,no,,,k,NM,,,1,642266,
2038,Co9S8,Fm3̄m,225,SM,no,,,k∗,NM,,HQ,7,23929 31753 40046 600664 624834 657415 660368,
2039,Cs2Mn(Mn(CN)6),Fm3̄m,225,Triv.,no,,,,FM,,HQ,1,248046,
2040,Cs2NaBiCl6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,2,2738 59195,
2041,Ba2Mn(ReO6),Fm3̄m,225,Triv.,yes,Fig. 59,59,"k∗,b,s",FM,,,2,4169 109256,
2042,K2Na(AlF6),Fm3̄m,225,Triv.,yes,Fig. 59,59,,NM,,HQ,3,22109 40886 6027,22109(b) 40886(b)
2043,KTl2MoF6,Fm3̄m,225,SM,yes,Fig. 58,58,b,FM,,,1,15775,
2044,NaTl2MoF6,Fm3̄m,225,SM,yes,Fig. 58,58,"k∗,b,s",FM,,,1,15776,
2045,K2NaCuF6,Fm3̄m,225,SM,no,,,b,FM,,,1,22111,
2046,K2NaScF6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,,2,22112 65730,
2047,K2NaInF6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,,2,22113 23430,
2048,K2NaTlF6,Fm3̄m,225,Triv.,yes,Fig. 59,59,"k∗,b,s",NM,,,1,22114,
2049,Cs2NaTlF6,Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",NM,,,1,22118,
2050,Ba2MgWO6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,,10,24982 152572 152573 183771 262318 423033 243794 24983 185847 423034,"243794(k,s) 423034(k,s)"
2051,Ba2ZnWO6,Fm3̄m,225,Triv.,no,,,b,NM,,,0,,
2052,Ba2NiWO6,Fm3̄m,225,SM,no,,,"k∗,b,s",AFM,,,0,,
2053,Ba2CaWO6,Fm3̄m,225,Triv.,no,,,b,NM,,,10,24984 27426 28342 243798 60499 76436 24985 245599 246111 195954,"60499(k,s) 76436(k,s) 245599(k,s) 246111(k,s)"
2054,Ba2LaReO6,Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,,1,25392,
2055,Sr2YReO6,Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,,1,25404,
2056,Ba2CoWO6,Fm3̄m,225,SM,yes,Fig. 58,58,"k∗,b,s",FM,,,4,27425 97029 195130 672551,
2057,Sr2Ni(WO6),Fm3̄m,225,SM,no,,,,AFM,,,2,28597 109165,"28597(k,b,s)"
2058,Sr2Co(WO6),Fm3̄m,225,SM,yes,Fig. 58,58,"k∗,b,s",FM,,,1,28598,
2059,Sr2Ni(MoO6),Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,,3,28600 155733 157027,
2060,Sr2Co(MoO6),Fm3̄m,225,SM,yes,Fig. 59,59,"k∗,b,s",AFM,,,2,28601 153543,
2061,Sr2Ca(WO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,,1,36459,
2062,Rb2K(CoF6),Fm3̄m,225,Triv.,no,,,b,NM,,,1,42147,
2063,Rb2Na(CoF6),Fm3̄m,225,Triv.,no,,,b,NM,,,1,42148,
2064,Rb2Na(NiF6),Fm3̄m,225,SM,no,,,b,FM,,,1,42150,
2065,K2Na(NiF6),Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,,1,42151,
2066,K3WF6,Fm3̄m,225,SM,no,,,,FM,,HQ,1,51264,
2067,Ba2MnWO6,Fm3̄m,225,SM,no,,,"k∗,b,s",AFM,,HQ,7,51607 51608 51609 51610 51611 51612 51613,
2068,Cs2KScCl6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,1,59196,
2069,Cs2LiYCl6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,1,65731,
2070,Cs2NaYCl6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,3,65732 245353 245354,
2071,Pb2Mg(WO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,1,67880,
2072,Sr2Ca(MoO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,1,72815,
2073,Ba2Ca(IrO6),Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,HQ,1,74029,
2074,Pb2(ScTaO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,,1,77739,
2075,(NH4)2NaInF6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,1,79099,
2076,Ca2Fe(WO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",FM,,,1,81203,
2077,Ca2TiSiO6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,1,83455,
2078,Ba2(YSbO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,0,,
2079,YBa2(ReO6),Fm3̄m,225,SM,no,,,b,FM,,HQ,16,84650 155253 155346 163373 94216 168215 94215 168216 96688 99063 184909 190613 190614 191681 246545 246546,"94216(k,s) 168215(k,s)"
2080,Ba2FeMoO6,Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",FM,,,0,,
2081,Ba2(CoMoO6),Fm3̄m,225,SM,yes,Fig. 59,59,"k∗,b,s",AFM,,HQ,3,97028 184910 672550,
2082,Ba2NiMoO6,Fm3̄m,225,SM,no,,,"k∗,b,s",AFM,,HQ,1,98192,
2083,Ba2(MnMoO6),Fm3̄m,225,SM,no,,,"k∗,b,s",AFM,,HQ,2,98739 99090,
2084,Ba2(FeWO6),Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",AFM,,HQ,2,99061 672159,
2085,Ba2(InNbO6),Fm3̄m,225,Triv.,no,,,b,NM,,,3,99698 172166 109162,"99698(k,s) 172166(k,s)"
2086,Ba2Ni(ReO6),Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,,1,109251,
2087,Ba2Fe(ReO6),Fm3̄m,225,SM,yes,Fig. 59,59,"k∗,b,s",FM,,,2,109252 155175,
2088,Ba2Co(ReO6),Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,,3,109254 672552 674903,
2089,Ba2Zn(ReO6),Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,,1,109255,
2090,Ba2Li(ReO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,,2,109259 418994,
2091,Ba2Na(ReO6),Fm3̄m,225,Triv.,no,,,b,NM,,,3,109260 200876 418993,"109260(k,s)"
2092,Sr2Mg(WO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,2,152575 152576,
2093,Ba2YIrO6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",FM,,HQ,2,152679 427064,
2094,Sr2(GaSbO6),Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",NM,,HQ,4,157016 157017 157018 157019,
2095,Sr2(FeMoO6),Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",AFM,,HQ,3,157603 181752 248459,
2096,Sr2Y(SbO6),Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",NM,,,2,157886 157887,
2097,Ba2YTaO6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,10,160172 171172 171173 171174 171175 261453 171988 171989 192844 192845,
2098,Ba2CaOsO6,Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,HQ,0,,
2099,Ba2BiIrO6,Fm3̄m,225,Triv.,no,,,b,FM,,HQ,1,174289,
2100,Sr2CrZrO6,Fm3̄m,225,SM,no,,,"k∗,b,s",AFM,,,1,181750,
2101,Sr2MnNbO6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",FM,,,1,181751,
2102,Pb2MnReO6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",FM,,HQ,1,182001,
2103,Ba2MgTeO6,Fm3̄m,225,Triv.,no,,,"k∗,b,s",,,HQ,1,191563,
2104,Pb2MnWO6,Fm3̄m,225,SM,no,,,"k∗,b,s",AFM,,,1,239438,
2105,Ba2CaTeO6,Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",NM,,HQ,1,246112,
2106,Sr2Li(ReO6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,,2,246731 418992,
2107,(NH4)2Na(AlF6),Fm3̄m,225,Triv.,no,,,,NM,,HQ,1,249157,
2108,Sr2FeOsO6,Fm3̄m,225,SM,yes,Fig. 59,59,"k∗,b,s",AFM,,,1,251068,
2109,Cs2InAgCl6,Fm3̄m,225,Triv.,yes,Fig. 60,60,"k∗,b,s",,,,1,257115,
2110,K3AlF6,Fm3̄m,225,Triv.,no,,,b,NM,,HQ,1,262078,
2111,Rb2Na(AlF6),Fm3̄m,225,Triv.,no,,,b,NM,,HQ,1,290318,
2112,K2Li(AlF6),Fm3̄m,225,Triv.,no,,,"k∗,b,s",NM,,HQ,1,408553,
2113,Ba2Li(OsO6),Fm3̄m,225,SM,no,,,"k∗,b,s",FM,,HQ,1,412142,
2114,Ba2Na(OsO6),Fm3̄m,225,SM,no,,,b,FM,,HQ,1,412143,
2115,Rb2K(GaF6),Fm3̄m,225,Triv.,no,,,b,NM,,HQ,1,416605,
2116,(NH4)2Na(GaF6),Fm3̄m,225,Triv.,no,,,,NM,,HQ,1,418737,
2117,Pb2NaIO6,Fm3̄m,225,SM,yes,Fig. 59,59,"k∗,b,s",NM,,HQ,1,427115,
2118,PbF2,Fm3̄m,225,Triv.,no,,,,NM,,,0,,
2119,K2S,Fm3̄m,225,Triv.,yes,Fig. 61,61,,NM,,,31,5270 5271 20597 24523 53984 60013 60014 60372 76420 180950 180951 180952 180953 181557 201113 201114 201115 26735 60439 183837 641321 55115 55116 55117 55131 55132 55133 55134 55135 55136 182743,
2120,Rb2Te,Fm3̄m,225,Triv.,no,,,,NM,,,0,,
2121,Na2O,Fm3̄m,225,Triv.,no,,,,NM,,,3,60435 180570 644917,
2122,K2Se,Fm3̄m,225,Triv.,yes,Fig. 61,61,,NM,,,3,60440 168448 196758,
2123,K2Te,Fm3̄m,225,Triv.,yes,Fig. 61,61,,NM,,,5,60441 96739 182742 631721 641376,
2124,CrO2,Fm3̄m,225,SM,no,,,,FM,,,1,186838,
2125,Ca2Pb,Fm3̄m,225,Triv.,no,,,,NM,,,1,191749,
2126,LiCo2Ge,Fm3̄m,225,SM,yes,Fig. 62,62,,NM,,,1,25324,
2127,LiPd2Ge,Fm3̄m,225,SM,no,,,,NM,,,1,42130,
2128,K3Sb,Fm3̄m,225,Triv.,no,,,,NM,,,2,44677 246648,
2129,LiNi2Si,Fm3̄m,225,SM,no,,,,NM,,,1,44819,
2130,InMgNi2,Fm3̄m,225,SM,no,,,,NM,,,1,51982,
2131,InMnNi2,Fm3̄m,225,SM,no,,,,FM,,,6,51984 51985 639954 639955 639956 639958,
2132,InMnPd2,Fm3̄m,225,SM,no,,,,FM,,,1,51988,
2133,CoFe2Ge,Fm3̄m,225,SM,yes,Fig. 62,62,,FM,,,1,52954,
2134,Co2FeSi,Fm3̄m,225,SM,no,,,,FM,,,0,,
2135,Co2MnGe,Fm3̄m,225,SM,no,,,,FM,,,14,52958 247649 622985 672918 675045 52971 623489 623490 623496 672229 674762 675071 675072 675073,
2136,Co2ZnGe,Fm3̄m,225,SM,yes,Fig. 62,62,,FM,,,1,52994,
2137,Co2MnSb,Fm3̄m,225,SM,no,,,,FM,,,2,53002 624129,
2138,Co2MnSi,Fm3̄m,225,SM,no,,,,FM,,,18,53007 624141 624143 624144 624157 659021 672228 672940 673044 675047 675075 675076 675077 53080 53081 185969 189222 625083,
2139,Co2TiSi,Fm3̄m,225,SM,yes,Fig. 62,62,,FM,,,0,,
2140,Co2VSi,Fm3̄m,225,SM,yes,Fig. 62,62,,FM,,,2,53086 659022,
2141,CsK2Sb,Fm3̄m,225,Triv.,no,,,,NM,,,1,53237,
2142,Fe3Ge,Fm3̄m,225,Triv.,no,,,,FM,,,2,53462 672765,
2143,FeRu2Si,Fm3̄m,225,Triv.,yes,Fig. 65,65,,FM,,,3,53525 633245 633246,
2144,Fe3Si,Fm3̄m,225,SM,no,,,,FM,,,14,53545 56281 157941 412838 600519 633528 633531 633534 633535 633537 633545 633552 658523 672766,
2145,Fe2VSi,Fm3̄m,225,SM,yes,Fig. 62,62,,FM,,,3,53555 633623 659019,
2146,MnNi2Ge,Fm3̄m,225,SM,no,,,,FM,,,2,53687 192566,
2147,MnPd2Ge,Fm3̄m,225,SM,no,,,,FM,,,1,53705,
2148,MnRh2Ge,Fm3̄m,225,SM,no,,,,FM,,,3,53706 637070 637071,
2149,ZrNi2In,Fm3̄m,225,SM,yes,Fig. 62,62,,NM,,HQ,2,54546 59460,
2150,HfNi2In,Fm3̄m,225,SM,yes,Fig. 63,63,,NM,,,1,54595,
2151,TiNi2In,Fm3̄m,225,SM,no,,,,NM,SC,,3,54596 59451 59452,
2152,AlCo2Cr,Fm3̄m,225,SM,no,,,,FM,,,4,57600 291940 672915 675041,
2153,Co2HfAl,Fm3̄m,225,SM,no,,,,FM,,,3,57611 110809 606590,
2154,AlCo2Mn,Fm3̄m,225,TI,no,,,,FM,,,7,57618 606611 606614 672231 675063 675064 675065,
2155,AlCo2Nb,Fm3̄m,225,SM,no,,,,FM,,,2,57620 606622,
2156,AlCo2Ta,Fm3̄m,225,SM,no,,,,FM,,,2,57634 606667,
2157,AlCo2V,Fm3̄m,225,SM,no,,,,FM,,,9,57643 188397 606704 606705 674449 57648 606733 606737 606738,
2158,AlCo2Zr,Fm3̄m,225,SM,no,,,,FM,,,0,,
2159,AlCrFe2,Fm3̄m,225,SM,yes,Fig. 63,63,,FM,,,2,57654 184446,
2160,AlFe3,Fm3̄m,225,SM,yes,Fig. 63,63,,FM,,,5,57793 607482 607484 607485 672764,
2161,AlFe2Mo,Fm3̄m,225,SM,yes,Fig. 63,63,,FM,,,1,57807,
2162,AlFe2V,Fm3̄m,225,Triv.,no,,,,NM,,,3,57832 57833 107814,
2163,AlMnPt2,Fm3̄m,225,SM,no,,,,FM,,,1,57985,
2164,AlMnRh2,Fm3̄m,225,TI,no,,,,FM,,,1,57986,
2165,AlNi2Sc,Fm3̄m,225,SM,no,,,,NM,,,1,58050,
2166,AlNi2Ti,Fm3̄m,225,SM,no,,,,NM,SC,,2,58063 165902,
2167,BiK3,Fm3̄m,225,SM,no,,,,NM,SC,,1,58793,
2168,BiRb3,Fm3̄m,225,SM,no,,,,NM,,,1,58849,
2169,InNi2Sc,Fm3̄m,225,SM,no,,,,NM,,,1,59446,
2170,MnNi2Sb,Fm3̄m,225,TI,no,,,,FM,,,3,76080 643107 643114,
2171,Pd2MnSb,Fm3̄m,225,SM,no,,,,FM,,,8,76100 643311 643312 643318 76227 643616 643621 643647,
2172,Mn3Si,Fm3̄m,225,SM,yes,Fig. 63,63,,FM,SC,,0,,
2173,Co2CrGa,Fm3̄m,225,SM,no,,,,FM,,,2,102318 675042,
2174,CoFe2Ga,Fm3̄m,225,TI,yes,Fig. 61,61,,FM,,,1,102385,
2175,Co2FeGa,Fm3̄m,225,SM,no,,,,FM,,,2,102386 247653,
2176,Co2HfGa,Fm3̄m,225,SM,yes,Fig. 63,63,,FM,,,2,102433 623080,
2177,Co2MnGa,Fm3̄m,225,TI,no,,,,FM,,,8,102438 623116 623118 623121 672230 675067 675068 675069,
2178,Co2GaNb,Fm3̄m,225,TI,no,,,,FM,,,2,102441 623126,
2179,Co2GaTa,Fm3̄m,225,TI,no,,,,FM,,,1,102451,
2180,Co2GaTi,Fm3̄m,225,SM,no,,,,FM,,,0,,
2181,Co2GaV,Fm3̄m,225,TI,no,,,,FM,,,0,,
2182,Co2HfSn,Fm3̄m,225,TI,yes,Fig. 61,61,,FM,,,30,102453 102454 623206 623207 623209 623211 102456 623228 623230 674450 102483 108295 291934 623806 659656 102531 102532 624165 624166 624169 624171 624172 624173 624177 672407 102554 102555 190615 624326 624333,
2183,Co2MnSn,Fm3̄m,225,SM,no,,,,FM,,,0,,
2184,Co2NbSn,Fm3̄m,225,SM,no,,,,FM,,,0,,
2185,Co2ScSn,Fm3̄m,225,SM,no,,,,FM,,,1,102646,
2186,Co2SnTi,Fm3̄m,225,TI,yes,Fig. 61,61,,FM,,,0,,
2187,Co2SnV,Fm3̄m,225,SM,no,,,,FM,,,19,102682 102683 625282 625285 625286 625289 625291 625292 672408 102684 102685 625303 625306 102687 108321 190131 625312 625314 625318,
2188,Co2SnZr,Fm3̄m,225,TI,yes,Fig. 61,61,,FM,,,0,,
2189,CrFe2Ga,Fm3̄m,225,SM,yes,Fig. 63,63,,FM,,,2,102755 184448,
2190,Cu2MnIn,Fm3̄m,225,TI,yes,Fig. 61,61,,FM,,,3,102996 102997 628019,
2191,CuRh2Sn,Fm3̄m,225,SM,no,,,,NM,,,1,103092,
2192,Fe2GaV,Fm3̄m,225,Triv.,yes,Fig. 65,65,,NM,,,3,103473 103474 631850,
2193,Fe2SnTi,Fm3̄m,225,SM,yes,Fig. 63,63,,NM,,,4,103641 103642 186058 633766,
2194,Fe2SnV,Fm3̄m,225,SM,yes,Fig. 64,64,,FM,,,2,103644 291933,
2195,GaHfNi2,Fm3̄m,225,SM,no,,,,NM,SC,,2,103734 634320,
2196,GaNi2Sc,Fm3̄m,225,SM,no,,,,NM,,,1,103874,
2197,GaNi2Ti,Fm3̄m,225,SM,no,,,,NM,,,1,103886,
2198,MnNi2Sn,Fm3̄m,225,SM,yes,Fig. 64,64,,FM,,,12,104926 104927 191631 291935 643152 643153 643156 643157 643158 643159 643161 674344,
2199,MnPbRh2,Fm3̄m,225,SM,no,,,,FM,,,3,104936 104937 643290,
2200,MnPd2Sn,Fm3̄m,225,SM,no,,,,FM,,,10,104945 104946 643324 643325 643327 104964 104965 643424 643427 643428,
2201,MnRh2Sn,Fm3̄m,225,SM,no,,,,FM,,,0,,
2202,Mn2WSn,Fm3̄m,225,TI,no,,,,NM,,,1,104980,
2203,NiRh2Sn,Fm3̄m,225,TI,yes,Fig. 62,62,,FM,,,1,105327,
2204,Ni2ScSn,Fm3̄m,225,SM,yes,Fig. 64,64,,NM,,HQ,2,105339 657254,
2205,Ni3Sn,Fm3̄m,225,SM,no,,,,NM,,,3,105354 671093 671334,
2206,Ni2SnV,Fm3̄m,225,SM,no,,,,FM,SC,,3,105376 105377 646810,
2207,Rh2SnV,Fm3̄m,225,SM,no,,,,FM,,,1,105933,
2208,AsMnPd2,Fm3̄m,225,SM,no,,,,FM,,,1,107955,
2209,Fe3Ga,Fm3̄m,225,SM,yes,Fig. 64,64,,FM,,,2,108436 672763,
2210,Cu2CoSn,Fm3̄m,225,SM,no,,,,FM,,,1,151207,
2211,Co2TiGe,Fm3̄m,225,SM,yes,Fig. 64,64,,FM,,,4,169468 169469 623633 623637,
