num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels,material_id,verification,icsd_ids_verified,n_icsd_verified,site_formula,site_space_group_number
1848,Ni3Sn,Pm3̄m,221,TI,yes,Fig. 52,52,k,NM,,,2,105353 671094,,105353,matched,105353 671094,2,Ni3 Sn1,221
1849,Pd3Sc,Pm3̄m,221,SM,no,,,k,NM,,,10,105673 105674 648807 659956 105689 105690 648912 648916 648921 672133,,105673,matched,105673 105674 648807 659956,4,Pd3 Sc1,221
1850,Pd3Sn,Pm3̄m,221,SM,yes,Fig. 53,53,k,NM,,,0,,,105689,matched,105689 105690 648912 648916 648921 672133,6,Pd3 Sn1,221
1851,Pd3Ti,Pm3̄m,221,SM,no,,,k,NM,,,3,105724 167655 185637,,105724,matched,105724 167655 185637,3,Pd3 Ti1,221
1852,GeNb3,Pm3̄m,221,SM,no,,,k,NM,,,2,108521 672135,,108521,matched,108521 672135,2,Ge1 Nb3,221
1853,Nb3Si,Pm3̄m,221,SM,no,,,k,NM,SC,,2,108629 645435,,108629,matched,108629 645435,2,Nb3 Si1,221
1854,MgPd3,Pm3̄m,221,SM,no,,,k,NM,,,1,153055,,153055,matched,153055,1,Mg1 Pd3,221
1855,Co3W,Pm3̄m,221,SM,yes,Fig. 53,53,k,FM,,,3,187963 187987 671175,,187963,matched,187963 187987 671175,3,Co3 W1,221
1856,Co3V,Pm3̄m,221,TI,no,,,k,NM,,,2,187965 187988,,187965,matched,187965 187988,2,Co3 V1,221
1857,Co3Nb,Pm3̄m,221,TI,no,,,k,NM,,,2,187966 671177,,187966,matched,187966 671177,2,Co3 Nb1,221
1858,Co3Mo,Pm3̄m,221,SM,yes,Fig. 53,53,k,FM,,,2,187969 671173,,187969,matched,187969 671173,2,Co3 Mo1,221
1859,MgNi3,Pm3̄m,221,SM,yes,Fig. 52,52,k,FM,SC∗,,1,193569,,193569,matched,193569,1,Mg1 Ni3,221
1860,InPd3,Pm3̄m,221,SM,yes,Fig. 53,53,k,NM,,,2,247193 247197,,247193,matched,247193 247197,2,In1 Pd3,221
1861,Cu3Ni,Pm3̄m,221,SM,yes,Fig. 53,53,k,,,,1,670622,,670622,matched,670622,1,Cu3 Ni1,221
1862,CuNi3,Pm3̄m,221,SM,yes,Fig. 53,53,k,,,,1,670623,,670623,matched,670623,1,Cu1 Ni3,221
1863,Ni3Pd,Pm3̄m,221,SM,no,,,k,,,,1,670625,,670625,matched,670625,1,Ni3 Pd1,221
1864,CuPd3,Pm3̄m,221,SM,yes,Fig. 54,54,k,,,,2,670626 675018,,670626,matched,670626 675018,2,Cu1 Pd3,221
1865,Ni3Zr1,Pm3̄m,221,SM,no,,,k,,,,1,671414,,671414,matched,671414,1,Ni3 Zr1,221
1866,KCl,Pm3̄m,221,Triv.,no,,,,NM,,,41,31232 60402 61557 290513 290514 290515 290516 290517 290518 290519 290520 290521 290522 290523 290524 290525 290526 290527 290528 290529 290530 290531 290532 290533 290534 290535 290536 290537 290538 290539 290540 290541 290542 290543 290544 290545 290546 290547 290548 671476 674957,,31232,matched,31232 60402 61557 290513 290514 290515 290516 290517 290518 290519 290520 290521 290522 290523 290524 290525 290526 290527 290528 290529 290530 290531 290532 290533 290534 290535 290536 290537 290538 290539 290540 290541 290542 290543 290544 290545 290546 290547 290548 671476 674957,41,Cl1 K1,221
1867,RhSi,Pm3̄m,221,SM,no,,,,NM,,,2,44385 182507,,44385,matched,44385 182507,2,Rh1 Si1,221
1868,RbI,Pm3̄m,221,Triv.,no,,,,NM,,,4,44619 61523 61559 674967,,44619,matched,44619 61523 61559 674967,4,I1 Rb1,221
1869,FeAl,Pm3̄m,221,SM,no,,,,FM,,,0,,,55601,matched,55601 57791 165164 165165 169548 169549 607481 607487 658488 671099,10,Al1 Fe1,221
1870,CoFe,Pm3̄m,221,SM,no,,,,FM,,,21,165165 169548 169549 607481 607487 658488 671099 56273 155839 187982 622884 57596 187973 606532 606533 606535 657493 58693 150619 616204 616206,,56273,matched,56273 155839 187982 622884,4,Co1 Fe1,221
1871,AlCo,Pm3̄m,221,TI,no,,,,NM,,,0,,,57596,matched_ambiguous,57596 187973 606532 606533 606535 657493,6,Al1 Co1,221
1872,BeCo,Pm3̄m,221,SM,no,,,,FM,,,0,,,58693,matched,58693 150619 616204 616206,4,Be1 Co1,221
1873,BeNi,Pm3̄m,221,TI,no,,,,FM,,,3,58726 616363 616367,,58726,matched,58726 616363 616367,3,Be1 Ni1,221
1874,CaCd,Pm3̄m,221,SM,no,,,,NM,,,2,58874 619188,,58874,matched,58874 619188,2,Ca1 Cd1,221
1875,InRh,Pm3̄m,221,SM,no,,,,NM,SC,,2,59515 59516,,59515,matched,59515 59516,2,In1 Rh1,221
1876,RbBr,Pm3̄m,221,Triv.,no,,,,NM,,,3,61522 61560 674964,,61522,matched,61522 61560 674964,3,Br1 Rb1,221
1877,KBr,Pm3̄m,221,Triv.,no,,,,NM,,,31,61556 290554 290555 290556 290557 290558 290559 290560 290561 290562 290563 290564 290565 290566 290567 290568 290569 290570 290571 290572 290573 290574 290575 290576 290577 290578 290579 290580 290581 290582 674956,,61556,matched,61556 290554 290555 290556 290557 290558 290559 290560 290561 290562 290563 290564 290565 290566 290567 290568 290569 290570 290571 290572 290573 290574 290575 290576 290577 290578 290579 290580 290581 290582 674956,31,Br1 K1,221
1878,PbS,Pm3̄m,221,TI,no,,,,NM,,,1,77865,,77865,matched,77865,1,Pb1 S1,221
1879,TiFe,Pm3̄m,221,TI,no,,,,NM,,,0,,,96139,matched_ambiguous,96139 150938 189111 189112,4,Fe1 Ti1,221
1880,FeTi,Pm3̄m,221,TI,no,,,,NM,SC,HQ,13,96139 150938 189111 189112 100533 103660 103661 190972 633925 633930 633937 633946 633950,,100533,matched_by_icsd,100533 103660 103661 190972 633925 633930 633937 633946 633950,9,Fe1 Ti1,221
1881,CdSc,Pm3̄m,221,SM,no,,,,NM,,,3,102061 620407 670253,,102061,matched,102061 620407 670253,3,Cd1 Sc1,221
1882,CoGa,Pm3̄m,221,SM,no,,,,FM,,,7,102423 603022 623049 623050 623053 623057 657494,,102423,matched,102423 603022 623049 623050 623053 623057 657494,7,Co1 Ga1,221
1883,CoSc,Pm3̄m,221,TI,no,,,,FM,SC,,2,102642 624932,,102642,matched,102642 624932,2,Co1 Sc1,221
1884,CoTi,Pm3̄m,221,SM,no,,,,FM,SC,,0,,,102705,matched,102705 108322 150937 187975 189225 625473 625477 625488 670727,9,Co1 Ti1,221
1885,CoZr,Pm3̄m,221,SM,no,,,,FM,SC,,32,102705 108322 150937 187975 189225 625473 625477 625488 670727 102737 102738 189944 625667 625675 625704 670613 670728 103142 163697 185944 629426 629433 629435 672101 103681 103682 634034 670598 670599 670600 670601 670602,,102737,matched,102737 102738 189944 625667 625675 625704 670613 670728,8,Co1 Zr1,221
1886,CuY,Pm3̄m,221,SM,no,,,,NM,SC,,0,,,103142,matched,103142 163697 185944 629426 629433 629435 672101,7,Cu1 Y1,221
1887,FeV,Pm3̄m,221,SM,no,,,,FM,,,0,,,103681,matched,103681 103682 634034 670598 670599 670600 670601 670602,8,Fe1 V1,221
1888,GaRh,Pm3̄m,221,SM,no,,,,NM,,,2,103948 657338,,103948,matched,103948 657338,2,Ga1 Rh1,221
1889,GaRu,Pm3̄m,221,SM,no,,,,NM,,,1,103950,,103950,matched,103950,1,Ga1 Ru1,221
1890,HgLa,Pm3̄m,221,SM,no,,,,NM,,,3,104305 639065 670252,,104305,matched,104305 639065 670252,3,Hg1 La1,221
1891,IrSc,Pm3̄m,221,TI,no,,,,NM,SC,,4,104557 640974 657998 670271,,104557,matched,104557 640974 657998 670271,4,Ir1 Sc1,221
1892,LiPd,Pm3̄m,221,SM,no,,,,NM,,,3,104769 642255 642257,,104769,matched,104769 642255 642257,3,Li1 Pd1,221
1893,MgPd,Pm3̄m,221,TI,no,,,,NM,,,4,104847 104848 163195 642749,,104847,matched,104847 104848 163195 642749,4,Mg1 Pd1,221
1894,MgRh,Pm3̄m,221,SM,yes,Fig. 54,54,,NM,,,2,104859 656818,,104859,matched,104859 656818,2,Mg1 Rh1,221
1895,MnRh,Pm3̄m,221,TI,no,,,,FM,,,2,104960 643391,,104960,matched,104960 643391,2,Mn1 Rh1,221
1896,MnZn,Pm3̄m,221,SM,no,,,,FM,,,1,105017,,105017,matched,105017,1,Mn1 Zn1,221
1897,NiZn,Pm3̄m,221,SM,no,,,,NM,,,2,105470 647135,,105470,matched,105470 647135,2,Ni1 Zn1,221
1898,RhY,Pm3̄m,221,TI,no,,,,NM,SC,,11,105972 105973 650527 650530 650535 650536 650541 106004 106005 650737 650738,,105972,matched,105972 105973 650527 650530 650535 650536 650541,7,Rh1 Y1,221
1899,RuTi,Pm3̄m,221,TI,no,,,,NM,SC,,0,,,106004,matched_ambiguous,106004 106005 650737 650738,4,Ru1 Ti1,221
1900,RuZr,Pm3̄m,221,TI,no,,,,NM,SC,,2,106022 650789,,106022,matched,106022 650789,2,Ru1 Zr1,221
1901,TlY,Pm3̄m,221,SM,no,,,,NM,,,1,106195,,106195,matched,106195,1,Tl1 Y1,221
1902,YZn,Pm3̄m,221,SM,no,,,,NM,SC,,7,106225 106226 653454 653455 653460 653464 653468,,106225,matched,106225 106226 653454 653455 653460 653464 653468,7,Y1 Zn1,221
1903,RhZn,Pm3̄m,221,SM,no,,,,NM,,HQ,1,107574,,107574,matched,107574,1,Rh1 Zn1,221
1904,MgSc,Pm3̄m,221,SM,no,,,,NM,,,2,108583 161737,,108583,matched,108583 161737,2,Mg1 Sc1,221
1905,AuMn,Pm3̄m,221,SM,no,,,,FM,,,1,109348,,109348,matched,109348,1,Au1 Mn1,221
1906,TiRu,Pm3̄m,221,TI,no,,,,NM,,,1,150936,,150936,matched,150936,1,Ru1 Ti1,221
1907,CoSi,Pm3̄m,221,SM,no,,,,FM,,,3,155928 670610 672131,,155928,matched,155928 670610 672131,3,Co1 Si1,221
1908,ZnO,Pm3̄m,221,Triv.,no,,,,NM,,,3,163382 182360 670357,,163382,matched,163382 182360 670357,3,O1 Zn1,221
1909,PdN,Pm3̄m,221,SM,no,,,,NM,,,2,169396 191243,,169396,matched,169396 191243,2,N1 Pd1,221
1910,ZrRu,Pm3̄m,221,TI,no,,,,NM,,,2,181289 672519,,181289,matched,181289 672519,2,Ru1 Zr1,221
1911,PbS,Pm3̄m,221,Triv.,no,,,,NM,,,1,183242,,183242,matched,183242,1,Pb1 S1,221
1912,MgNi,Pm3̄m,221,TI,no,,,,NM,,,1,187256,,187256,matched,187256,1,Mg1 Ni1,221
1913,CoMn,Pm3̄m,221,TI,no,,,,FM,,,1,187981,,187981,matched,187981,1,Co1 Mn1,221
1914,CoNi,Pm3̄m,221,SM,no,,,,FM,,,1,187983,,187983,matched,187983,1,Co1 Ni1,221
1915,MnSn,Pm3̄m,221,SM,yes,Fig. 54,54,,FM,,,1,191170,,191170,matched,191170,1,Mn1 Sn1,221
1916,FeN,Pm3̄m,221,SM,no,,,,FM,,,2,236829 236830,,236829,matched,236829 236830,2,Fe1 N1,221
1917,CoN,Pm3̄m,221,SM,no,,,,FM,,,2,236831 236832,,236831,matched,236831 236832,2,Co1 N1,221
1918,CuN,Pm3̄m,221,SM,no,,,,NM,,,2,236835 236836,,236835,matched,236835 236836,2,Cu1 N1,221
1919,ZnN,Pm3̄m,221,SM,no,,,,NM,,,3,236837 236838 670709,,236837,matched,236837 236838 670709,3,N1 Zn1,221
1920,RuTa,Pm3̄m,221,SM,no,,,,FM,,,1,650690,,650690,matched,650690,1,Ru1 Ta1,221
1921,CoAl,Pm3̄m,221,TI,no,,,,,,,2,670160 671171,,670160,matched,670160 671171,2,Al1 Co1,221
1922,PdCu,Pm3̄m,221,SM,no,,,,,,,2,670618 670621,,670618,matched,670618 670621,2,Cu1 Pd1,221
1923,KSe,Pm3̄m,221,SM,no,,,,,,,1,675033,,675033,matched,675033,1,K1 Se1,221
1924,Rb(HgF3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,15169,,15169,matched,15169,1,F3 Hg1 Rb1,221
1925,K(CoF3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,HQ,0,,,15246,matched,15246 15425 44785 189368,4,Co1 F3 K1,221
1926,KMnF3,Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,0,,,15423,matched,15423 37254 43721 44783 75409 75410 75411 189367 201254 201255,10,F3 K1 Mn1,221
1927,KFeF3,Pm3̄m,221,Triv.,yes,Fig. 57,57,"k,b,s,l",FM,,,55,15246 15425 44785 189368 15423 37254 43721 44783 75409 75410 75411 189367 201254 201255 15424 37262 44784 107514 23076 27045 56092 56717 65088 65089 65090 76186 80871 80872 80873 80874 91899 94573 184455 184921 186725 186895 187296 187480 187619 191828 192314 201256 248379 262269 290370 290617 671735 672571 673179 673390 673418 673419 673892 674457 675010,,15424,matched,15424 37262 44784 107514,4,F3 Fe1 K1,221
1928,Sr(TiO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,SC,HQ,0,,,23076,matched,23076 27045 56092 56717 65088 65089 65090 76186 80871 80872 80873 80874 91899 94573 184455 184921 186725 186895 187296 187480 187619 191828 192314 201256 248379 262269 290370 290617 671735 672571 673179 673390 673418 673419 673892 674457 675010,37,O3 Sr1 Ti1,221
1929,Tl(MnCl3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,23167,,23167,matched,23167,1,Cl3 Mn1 Tl1,221
1930,GaMn3C,Pm3̄m,221,SM,no,,,"k,b,s,l",AFM,,,5,23586 76845 617912 617913 617914,,23586,matched,23586 76845 617912 617913 617914,5,C1 Ga1 Mn3,221
1931,Cs(HgBr3),Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",NM,,,1,24479,,24479,matched,24479,1,Br3 Cs1 Hg1,221
1932,Cs(HgCl3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,24482,,24482,matched,24482,1,Cl3 Cs1 Hg1,221
1933,Sr(ZrO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,9,27046 29153 89365 89366 187481 188448 191829 290618 671952,,27046,matched,27046 29153 89365 89366 187481 188448 191829 290618 671952,9,O3 Sr1 Zr1,221
1934,Sr(SnO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,3,27047 181089 674084,,27047,matched,27047 181089 674084,3,O3 Sn1 Sr1,221
1935,Ba(ZrO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,29,27048 43136 90049 97459 97460 97461 97462 290002 671502 672709 672997 673866 674065 674771 27049 43138 180138 181091 184338 185615 186899 188149 190601 239582 424820 670659 672199 674074 674772,,27048,matched,27048 43136 90049 97459 97460 97461 97462 290002 671502 672709 672997 673866 674065 674771,14,Ba1 O3 Zr1,221
1936,Ba(SnO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,0,,,27049,matched,27049 43138 180138 181091 184338 185615 186899 188149 190601 239582 424820 670659 672199 674074 674772,15,Ba1 O3 Sn1,221
1937,Ca(SnO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,27777,,27777,matched,27777,1,Ca1 O3 Sn1,221
1938,BaTiO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,36,27970 27971 27972 27973 27975 27976 27977 28848 28849 28850 28851 28852 28853 28854 29147 43125 56093 67518 95437 99736 154344 166225 185374 186437 187291 190924 252562 290019 670888 670895 670904 671088 671604 672744 673178 674385,,27970,matched,27970 27971 27972 27973 27975 27976 27977 28848 28849 28850 28851 28852 28853 28854 29147 43125 56093 67518 95437 99736 154344 166225 185374 186437 187291 190924 252562 290019 670888 670895 670904 671088 671604 672744 673178 674385,36,Ba1 O3 Ti1,221
1939,KVF3,Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,1,28145,,28145,matched,28145,1,F3 K1 V1,221
1940,RbVF3,Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,1,28146,,28146,matched,28146,1,F3 Rb1 V1,221
1941,Na(NbO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,0,,,28588,matched,28588 28589 28590 31867 192407 192408 236890 252485,8,Na1 Nb1 O3,221
1942,Na(TaO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,24,28588 28589 28590 31867 192407 192408 236890 252485 28617 28618 28619 88378 239693 28930 29120 41061 673194 28949 40476 40477 56096 94089 192409 674545,,28617,matched,28617 28618 28619 88378 239693,5,Na1 O3 Ta1,221
1943,La(CrO3),Pm3̄m,221,SM,yes,Fig. 54,54,"k,b,s,l",FM,,,0,,,28930,matched,28930 29120 41061 673194,4,Cr1 La1 O3,221
1944,KMgF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,0,,,28949,matched,28949 40476 40477 56096 94089 192409 674545,7,F3 K1 Mg1,221
1945,AgZnF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,28950 673278,,28950,matched,28950 673278,2,Ag1 F3 Zn1,221
1946,Ca(ZrO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,29003 56094,,29003,matched,29003 56094,2,Ca1 O3 Zr1,221
1947,BaFeO3,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,4,29096 262131 262132 672484,,29096,matched,29096 262131 262132 672484,4,Ba1 Fe1 O3,221
1948,La(FeO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,3,29118 673197 674500,,29118,matched,29118 673197 674500,3,Fe1 La1 O3,221
1949,La(MnO3),Pm3̄m,221,Triv.,yes,Fig. 57,57,"k,b,s,l",FM,,,0,,,29119,matched,29119 188401 673199 674501 674623 674779,6,La1 Mn1 O3,221
1950,Sr(HfO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,20,29119 188401 673199 674501 674623 674779 29154 89386 161593 164620 184791 673486 31865 77060 153174 162924 162925 162926 165076 187293,,29154,matched,29154 89386 161593 164620 184791 673486,6,Hf1 O3 Sr1,221
1951,Ca(TiO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,SC,,0,,,31865,matched,31865 77060 153174 162924 162925 162926 165076 187293,8,Ca1 O3 Ti1,221
1952,Sr(ZrO3),Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,33666,,33666,matched,33666,1,O3 Sr1 Zr1,221
1953,K3OBr,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,33920,,33920,matched,33920,1,Br1 K3 O1,221
1954,K3OI,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,36512,,36512,matched,36512,1,I1 K3 O1,221
1955,K(TaO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,SC∗,HQ,7,39673 39905 56439 56440 184922 280424 674515,,39673,matched,39673 39905 56439 56440 184922 280424 674515,7,K1 O3 Ta1,221
1956,Rb(MnF3),Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,43722,,43722,matched,43722,1,F3 Mn1 Rb1,221
1957,AlCo3C,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,43847,,43847,matched,43847,1,C1 Al1 Co3,221
1958,AlFe3C,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,3,43853 656541 672402,,43853,matched,43853 656541 672402,3,C1 Al1 Fe3,221
1959,Mn3GeC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,44351,,44351,matched,44351,1,C1 Ge1 Mn3,221
1960,Rh3YB,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",NM,,,2,44568 615341,,44568,matched,44568 615341,2,B1 Rh3 Y1,221
1961,K(CdF3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,44788,,44788,matched,44788,1,Cd1 F3 K1,221
1962,CsCdF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,5,49582 290343 290344 290345 674681,,49582,matched,49582 290343 290344 290345 674681,5,Cd1 Cs1 F3,221
1963,CsFeF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",FM,,,1,49583,,49583,matched,49583,1,Cs1 F3 Fe1,221
1964,RbMgF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,49585,,49585,matched,49585,1,F3 Mg1 Rb1,221
1965,RbFeF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",FM,,,2,49586 671396,,49586,matched,49586 671396,2,F3 Fe1 Rb1,221
1966,RbCdF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,49587,,49587,matched,49587,1,Cd1 F3 Rb1,221
1967,Ca(SnO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,3,56095 181086 181087,,56095,matched,56095 181086 181087,3,Ca1 O3 Sn1,221
1968,NaVF3,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,60611,,60611,matched,60611,1,F3 Na1 V1,221
1969,Sr(RuO3),Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,HQ,7,69360 82981 82982 82983 82984 162777 187484,,69360,matched,69360 82981 82982 82983 82984 162777 187484,7,O3 Ru1 Sr1,221
1970,Rb3AuO,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,2,75499 79087,,75499,matched,75499 79087,2,Au1 O1 Rb3,221
1971,Mn3NiN,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,76056,,76056,matched,76056,1,Mn3 N1 Ni1,221
1972,Mn3ZnN,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,2,76070 237710,,76070,matched,76070 237710,2,Mn3 N1 Zn1,221
1973,Fe3ZnC,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,76763,,76763,matched,76763,1,C1 Fe3 Zn1,221
1974,Co3MgC,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,76790,,76790,matched,76790,1,C1 Co3 Mg1,221
1975,Co3ScC,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,76793,,76793,matched,76793,1,C1 Co3 Sc1,221
1976,Co3ZnC,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",FM,,,1,76797,,76797,matched,76797,1,C1 Co3 Zn1,221
1977,Fe3SnC,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,76842,,76842,matched,76842,1,C1 Fe3 Sn1,221
1978,Sr(CoO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,2,77142 184078,,77142,matched,77142 184078,2,Co1 O3 Sr1,221
1979,Mn3SnC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,4,77153 194052 618271 618272,,77153,matched,77153 194052 618271 618272,4,C1 Mn3 Sn1,221
1980,Mn3ZnC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,3,77154 150829 618284,,77154,matched,77154 150829 618284,3,C1 Mn3 Zn1,221
1981,Rb3BrO,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,77196,,77196,matched,77196,1,Br1 O1 Rb3,221
1982,CsCaBr3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,77242,,77242,matched,77242,1,Br3 Ca1 Cs1,221
1983,YRh3C,Pm3̄m,221,SM,yes,Fig. 55,55,"k,b,s,l",NM,,,1,77389,,77389,matched,77389,1,C1 Rh3 Y1,221
1984,K3AuO,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,79086,,79086,matched,79086,1,Au1 K3 O1,221
1985,Sr(VO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,HQ,0,,,88982,matched,88982 96291 108826 672730 673312,5,O3 Sr1 V1,221
1986,La(AlO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,36,88982 96291 108826 672730 673312 90550 90551 90552 90553 90554 90555 90556 92561 92562 153831 153832 153833 153834 153835 153836 170772 191414 191415 191416 191417 191424 191425 191426 191427 191428 191429 191464 672200 673133 673339 674095,,90550,matched,90550 90551 90552 90553 90554 90555 90556 92561 92562 153831 153832 153833 153834 153835 153836 170772 191414 191415 191416 191417 191424 191425 191426 191427 191428 191429 191464 672200 673133 673339 674095,31,Al1 La1 O3,221
1987,SrFeO3,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,HQ,3,91062 92335 163228,,91062,matched,91062 92335 163228,3,Fe1 O3 Sr1,221
1988,CaPd3C,Pm3̄m,221,SM,no,,,"k,b,s,l",NM,,,1,108128,,108128,matched,108128,1,C1 Ca1 Pd3,221
1989,Co3SnC,Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,1,108129,,108129,matched,108129,1,C1 Co3 Sn1,221
1990,Sr(CrO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,,2,108903 245834,,108903,matched,108903 245834,2,Cr1 O3 Sr1,221
1991,Sr(TcO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",NM,,,0,,,109076,matched,109076 183453 671084 671085,4,O3 Sr1 Tc1,221
1992,Pb(TiO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,12,109076 183453 671084 671085 153406 162043 162047 187295 187505 262090 672655 673003,,153406,matched,153406 162043 162047 187295 187505 262090 672655 673003,8,O3 Pb1 Ti1,221
1993,KCaF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,3,154073 154074 670413,,154073,matched,154073 154074 670413,3,Ca1 F3 K1,221
1994,BiAlO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,157549 158756,,157549,matched,157549 158756,2,Al1 Bi1 O3,221
1995,BiGaO3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,2,157550 158757,,157550,matched,157550 158757,2,Bi1 Ga1 O3,221
1996,Bi(InO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,1,158758,,158758,matched,158758,1,Bi1 In1 O3,221
1997,Bi(ScO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,7,158759 181115 181116 181117 181118 181119 181120,,158759,matched,158759 181115 181116 181117 181118 181119 181120,7,Bi1 O3 Sc1,221
1998,Pb(CrO3),Pm3̄m,221,SM,no,,,"k,b,s,l",FM,,HQ,2,160196 194155,,160196,matched,160196 194155,2,Cr1 O3 Pb1,221
1999,Pb(HfO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,1,161702,,161702,matched,161702,1,Hf1 O3 Pb1,221
2000,Ca(MnO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,,5,168902 168903 168905 181782 673449,,168902,matched,168902 168903 168905 181782 673449,5,Ca1 Mn1 O3,221
2001,NaMgF3,Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,HQ,2,171813 193089,,171813,matched,171813 193089,2,F3 Mg1 Na1,221
2002,Pb(GeO3),Pm3̄m,221,Triv.,no,,,"k,b,s,l",NM,,,9,185693 185694 185695 185696 185697 185698 185699 185700 185701,,185693,matched,185693 185694 185695 185696 185697 185698 185699 185700 185701,9,Ge1 O3 Pb1,221
2003,Pb(VO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",FM,,,1,187637,,187637,matched,187637,1,O3 Pb1 V1,221
2004,Sr(MnO3),Pm3̄m,221,SM,yes,Fig. 56,56,"k,b,s,l",AFM,,,2,188415 236949,,188415,matched,188415 236949,2,Mn1 O3 Sr1,221
