num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels,material_id,verification,icsd_ids_verified,n_icsd_verified,site_formula,site_space_group_number
847,CoGeLa,P4/nmm,129,TI,no,,,,FM,,,1,106471,,106471,matched,106471,1,Co1 Ge1 La1,129
848,PbFI,P4/nmm,129,Triv.,no,,,,NM,,,6,150194 150195 56667 150193 155012 279599,,56667,matched,56667 150193 150194 150195 155012 279599,6,F1 I1 Pb1,129
849,NaFeAs,P4/nmm,129,SM,no,,,,FM,SC,,2,163143 163144,,163143,matched,163143 163144,2,As1 Fe1 Na1,129
850,KMnBi,P4/nmm,129,SM,no,,,,FM,,,1,601586,,601586,matched,601586,1,Bi1 K1 Mn1,129
851,KMgAs,P4/nmm,129,Triv.,no,,,,NM,,,1,610753,,610753,matched,610753,1,As1 K1 Mg1,129
852,CsMnBi,P4/nmm,129,SM,no,,,,FM,,,1,616575,,616575,matched,616575,1,Bi1 Cs1 Mn1,129
853,RbMnBi,P4/nmm,129,SM,no,,,,FM,,,1,616824,,616824,matched,616824,1,Bi1 Mn1 Rb1,129
854,CoLaSi,P4/nmm,129,Triv.,no,,,,FM,,,1,624027,,624027,matched,624027,1,Co1 La1 Si1,129
855,CoPdP,P4/nmm,129,TI,no,,,b,NM,,,1,624599,,624599,matched,624599,1,Co1 P1 Pd1,129
856,CoLaSi,P4/nmm,129,SM,no,,,,FM,,,1,658265,,658265,matched,658265,1,Co1 La1 Si1,129
857,BaSnF4,P4/nmm,129,Triv.,no,,,"b,s",NM,,,2,166207 673273,,166207,matched,166207 673273,2,Ba1 F4 Sn1,129
858,CsMnAs,P4/nmm,129,SM,no,,,,FM,,,3,40572 40573 610293,,40572,matched,40572 40573 610293,3,As1 Cs1 Mn1,129
859,CsMnP,P4/nmm,129,SM,no,,,,FM,,,3,89598 89599 627022,,89598,matched,89598 89599 627022,3,Cs1 Mn1 P1,129
860,SrFI,P4/nmm,129,Triv.,no,,,,NM,,,2,155009 159280,,155009,matched,155009 159280,2,F1 I1 Sr1,129
861,(Fe2As2)(Sr4Sc2O6),P4/nmm,129,Triv.,no,,,"b,s",FM,SC,,1,180528,,180528,matched,180528,1,As2 Fe2 O6 Sc2 Sr4,129
862,(Co2As2)(Sr4Sc2O6),P4/nmm,129,SM,no,,,"b,s",,,,1,262356,,262356,matched,262356,1,As2 Co2 O6 Sc2 Sr4,129
863,(Co2P2)(Sr4Sc2O6),P4/nmm,129,SM,no,,,"b,s",FM,,,1,262357,,262357,matched,262357,1,Co2 O6 P2 Sc2 Sr4,129
864,NaKLaNbO5,P4/nmm,129,Triv.,no,,,b,NM,,,1,94743,,94743,matched,94743,1,K1 La1 Na1 Nb1 O5,129
865,LaKNaTaO5,P4/nmm,129,Triv.,no,,,b,NM,,,1,419855,,419855,matched,419855,1,K1 La1 Na1 O5 Ta1,129
866,YOF,P4/nmm,129,Triv.,no,,,,NM,,,1,76426,,76426,matched,76426,1,F1 O1 Y1,129
867,LaOF,P4/nmm,129,Triv.,no,,,,NM,,,2,430270 76427,430270(b),76427,matched,76427 430270,2,F1 La1 O1,129
868,BiCuSeO,P4/nmm,129,Triv.,no,,,,NM,,,5,74475 75128 189174 262598 674374,,74475,matched,74475 75128 189174 262598 674374,5,Bi1 Cu1 O1 Se1,129
869,LaCoPO,P4/nmm,129,SM,no,,,,FM,,,3,80203 161910 161911,,80203,matched,80203 161910 161911,3,Co1 La1 O1 P1,129
870,LaAgSb2,P4/nmm,129,TI,no,,,,NM,,,4,95220 95221 95222 95223,,95220,matched,95220 95221 95222 95223,4,Ag1 La1 Sb2,129
871,SrCuFS,P4/nmm,129,Triv.,no,,,,NM,,,1,157433,,157433,matched,157433,1,Cu1 F1 S1 Sr1,129
872,LaFePO,P4/nmm,129,Triv.,no,,,,FM,,,3,162724 391428 420381,,162724,matched,162724 391428 420381,3,Fe1 La1 O1 P1,129
873,SrFeAsF,P4/nmm,129,Triv.,no,,,,FM,SC,,3,162808 163915 168775,,162808,matched,162808 163915 168775,3,As1 F1 Fe1 Sr1,129
874,LaFeAsO,P4/nmm,129,Triv.,no,,,,AFM,,,12,163496 163497 163835 163868 173432 180438 180439 180440 184645 192739 421998 602489,,163496,matched,163496 163497 163835 163868 173432 180438 180439 180440 184645 192739 421998 602489,12,As1 Fe1 La1 O1,129
875,SrCuFS,P4/nmm,129,TI,no,,,,NM,,,1,172796,,172796,matched,172796,1,Cu1 F1 S1 Sr1,129
876,BaFCuS,P4/nmm,129,Triv.,no,,,,NM,,,1,183712,,183712,matched,183712,1,Ba1 Cu1 F1 S1,129
877,SrFMnP,P4/nmm,129,SM,no,,,,FM,,,1,189939,,189939,matched,189939,1,F1 Mn1 P1 Sr1,129
878,SrFMnAs,P4/nmm,129,SM,no,,,,,,,1,189940,,189940,matched,189940,1,As1 F1 Mn1 Sr1,129
879,SrFMnSb,P4/nmm,129,SM,no,,,,FM,,,1,189941,,189941,matched,189941,1,F1 Mn1 Sb1 Sr1,129
880,CrLaAsO,P4/nmm,129,Triv.,no,,,,AFM,,,2,237385 237387,,237385,matched,237385 237387,2,As1 Cr1 La1 O1,129
881,CrLaAsO,P4/nmm,129,TI,no,,,,AFM,,,1,237386,,237386,matched,237386,1,As1 Cr1 La1 O1,129
882,BaMnSbF,P4/nmm,129,SM,no,,,,FM,,,2,248364 248366,,248364,matched,248364 248366,2,Ba1 F1 Mn1 Sb1,129
883,BaMnAsF,P4/nmm,129,SM,no,,,,,,,1,248365,,248365,matched,248365,1,As1 Ba1 F1 Mn1,129
884,LaMnSbO,P4/nmm,129,SM,no,,,,FM,,,1,419355,,419355,matched,419355,1,La1 Mn1 O1 Sb1,129
885,BaMnBiF,P4/nmm,129,SM,no,,,,,,,1,426033,,426033,matched,426033,1,Ba1 Bi1 F1 Mn1,129
886,LaFeSb2,P4/nmm,129,SM,no,,,,FM,,,2,657914 657985,,657914,matched,657914 657985,2,Fe1 La1 Sb2,129
887,LaCoSb2,P4/nmm,129,SM,no,,,,FM,,,2,657919 657990,,657919,matched,657919 657990,2,Co1 La1 Sb2,129
888,VZrSi,P4/nmm,129,SM,no,,,,NM,,,2,42337 652544,,42337,matched,42337 652544,2,Si1 V1 Zr1,129
889,LaTiGe,P4/nmm,129,SM,no,,,,NM,,,1,107617,,107617,matched,107617,1,Ge1 La1 Ti1,129
890,HfVGe,P4/nmm,129,SM,no,,,,NM,,,1,636594,,636594,matched,636594,1,Ge1 Hf1 V1,129
891,HfVSi,P4/nmm,129,SM,no,,,,NM,,,1,638931,,638931,matched,638931,1,Hf1 Si1 V1,129
892,WO3,P4/ncc,130,Triv.,no,,,"b,s",,,,4,673314 50732 50733 88366,,50732,matched,50732 50733 88366 673314,4,O3 W1,130
893,Ca5Ge3,P4/ncc,130,TI,no,,,,NM,,,7,181075 67018 15865 56390 68812 68813 68814,67018(s) 68812(s) 68813(s) 68814(s),181075,matched,181075,1,Ca5 Ge3,130
894,CuBi2O4,P4/ncc,130,SM,no,,,b,FM,SC,HQ,7,68815 69307 69308 71313 69746 69747 202994,68815(s) 69307(s) 69308(s) 71313(s) 202994(s),15865,matched,15865 56390 67018 68812 68813 68814 68815 69307 69308 69746 69747 71313 202994,13,Bi2 Cu1 O4,130
895,PdBi2O4,P4/ncc,130,Triv.,no,,,b,NM,,HQ,1,200145,,200145,matched,200145,1,Bi2 O4 Pd1,130
896,Na2PdCl4,P4/ncc,130,Triv.,no,,,b,NM,,HQ,1,202971,,202971,matched,202971,1,Cl4 Na2 Pd1,130
897,Sr3(SiO4)O,P4/ncc,130,Triv.,no,,,,NM,,,3,418933 18151 28534,418933(b),18151,matched,18151 28534 418933,3,O5 Si1 Sr3,130
898,CaNiN,P42/mmc,131,SM,no,,,b,NM,,,2,69044 656846,,69044,matched,69044 656846,2,Ca1 N1 Ni1,131
899,KCuC2,P42/mmc,131,Triv.,no,,,,NM,,HQ,2,412037 412038,,412037,matched,412037 412038,2,C2 Cu1 K1,131
900,RbCuC2,P42/mmc,131,Triv.,no,,,,NM,,HQ,2,412039 412040,,412039,matched,412039 412040,2,C2 Cu1 Rb1,131
901,IrN,P42/mmc,131,Triv.,no,,,,NM,,,1,187717,,187717,matched,187717,1,Ir1 N1,131
902,SiO2,P42/mcm,132,Triv.,no,,,"b,s",NM,,,1,170500,,170500,matched,170500,1,O2 Si1,132
903,Pb3O4,P42/mbc,135,Triv.,no,,,b,NM,,,5,4106 22325 36253 42484 647270,,4106,matched,4106 22325 36253 42484 647270,5,O4 Pb3,135
904,Cu(As2O4),P42/mbc,135,SM,yes,Fig. 33,33,b,FM,,HQ,2,4287 16829,,4287,matched,4287 16829,2,As2 Cu1 O4,135
905,FeO(Sb2O3),P42/mbc,135,Triv.,no,,,b,FM,,HQ,11,4459 61466 61467 61468 61469 61470 61471 61472 61473 155151 182798,,4459,matched,4459 61466 61467 61468 61469 61470 61471 61472 61473 155151 182798,11,Fe1 O4 Sb2,135
906,FeSb2O4,P42/mbc,135,SM,no,,,b,FM,,,2,30350 158916,,30350,matched,30350 158916,2,Fe1 O4 Sb2,135
907,Pb3O4,P42/mbc,135,SM,no,,,"b,s",NM,,,1,647261,,647261,matched,647261,1,O4 Pb3,135
908,LiSr2(CoN2),P42/mnm,136,SM,no,,,b,FM,,HQ,1,72387,,72387,matched,72387,1,Co1 Li1 N2 Sr2,136
909,MoO2,P42/mnm,136,Triv.,no,,,b,,,,3,670200 99714 644069,,99714,matched,99714 644069 670200,3,Mo1 O2,136
910,Li2S2,P42/mnm,136,Triv.,no,,,,,,,1,671853,,671853,matched,671853,1,Li2 S2,136
911,VF2,P42/mnm,136,SM,no,,,b,,,,0,,,32552,matched,32552 38069 62768 62769 201245 673336,6,F2 V1,136
912,CoF2,P42/mnm,136,SM,no,,,b,,,,15,673336 32552 38069 62768 62769 201245 674847 9167 14144 26604 53987 73460 98785 98786 280604,,9167,matched,9167 14144 26604 53987 73460 98785 98786 280604 674847,9,Co1 F2,136
913,Hf2Cu2In,P42/mnm,136,SM,no,,,,,,,1,130032,,130032,matched,130032,1,Cu2 Hf2 In1,136
914,IrIn3,P42/mnm,136,SM,no,,,,NM,,HQ,2,407548 639819,,407548,matched,407548 639819,2,In3 Ir1,136
915,RhIn3,P42/mnm,136,SM,no,,,,NM,SC,HQ,2,407549 640336,,407549,matched,407549 640336,2,In3 Rh1,136
916,RhGa3,P42/mnm,136,SM,no,,,,NM,,,1,635208,,635208,matched,635208,1,Ga3 Rh1,136
917,ZrNi4P2,P42/mnm,136,SM,no,,,,,SC,HQ,2,40435 76681,,40435,matched,40435 76681,2,Ni4 P2 Zr1,136
918,KPd(PS4),P42/mnm,136,Triv.,no,,,"b,s",NM,,HQ,1,165315,,165315,matched,165315,1,K1 P1 Pd1 S4,136
919,Li3(BN2),P42/mnm,136,Triv.,no,,,b,NM,,,1,71085,,71085,matched,71085,1,B1 Li3 N2,136
920,WOI3,P42/mnm,136,Triv.,no,,,"b,s",FM,,HQ,1,65183,,65183,matched,65183,1,I3 O1 W1,136
921,WOCl3,P42/mnm,136,Triv.,no,,,"b,s",FM,,HQ,1,416393,,416393,matched,416393,1,Cl3 O1 W1,136
922,K2Na4(Be2O5),P42/mnm,136,Triv.,no,,,b,NM,,HQ,1,33849,,33849,matched,33849,1,Be2 K2 Na4 O5,136
923,MnO2,P42/mnm,136,SM,yes,Fig. 33,33,b,AFM,,HQ,0,,,393,matched,393 20229 56006 73716 246888 643186 643187 643197 670198 670366,10,Mn1 O2,136
924,VO2,P42/mnm,136,SM,no,,,b,FM,,HQ,36,393 20229 56006 73716 246888 643186 643187 643197 670198 670366 1504 4110 10141 24926 27482 34418 34420 34421 56003 66665 237337 647613 647637 9169 14146 26606 53981 76270 184219 280605 9423 28711 35327 43461 43739 155831,9423(b) 28711(b) 43461(b) 43739(b) 155831(b),1504,matched,1504 4110 10141 24926 27482 34418 34420 34421 56003 66665 237337 647613 647637,13,O2 V1,136
925,ZnF2,P42/mnm,136,Triv.,no,,,b,NM,,HQ,0,,,9169,matched,9169 14146 26606 53981 76270 184219 280605,7,F2 Zn1,136
926,CrO2,P42/mnm,136,Triv.,no,,,,FM,,HQ,21,166021 166022 166023 166024 166025 166026 166027 166028 166485 167237 185885 186836 202835 202836 202837 202838 246898 246899 246900 246901 246902,166021(b) 166022(b) 166023(b) 166024(b) 166025(b) 166026(b) 166027(b) 166028(b) 166485(b) 167237(b) 185885(b) 186836(b) 202835(b) 202836(b) 202837(b) 202838(b) 246898(b) 246899(b) 246900(b) 246901(b) 246902(b),9423,matched,9423 28711 35327 43461 43739 155831 166021 166022 166023 166024 166025 166026 166027 166028 166485 167237 185885 186836 202835 202836 202837 202838 246898 246899 246900 246901 246902 626487 670197,29,Cr1 O2,136
927,RuO2,P42/mnm,136,Triv.,no,,,b,NM,,HQ,19,626487 670197 15071 23961 51159 56007 84575 84618 108861 172178 236962 236963 290496 647373 647376 647377 670201 670735 671872,626487(b) 670197(b),15071,matched,15071 23961 51159 56007 84575 84618 108861 172178 236962 236963 290496 647373 647376 647377 670201 670735 671872,17,O2 Ru1,136
928,Mg2C,P42/mnm,136,TI,no,,,b,,,,1,671332,,671332,matched,671332,1,C1 Mg2,136
929,Zn(Sb2O6),P42/mnm,136,Triv.,no,,,b,NM,,,2,30409 96612,,30409,matched,30409 96612,2,O6 Sb2 Zn1,136
930,Fe(Sb2O6),P42/mnm,136,SM,no,,,b,AFM,,,1,40344,,40344,matched,40344,1,Fe1 O6 Sb2,136
931,Ni(Ta2O6),P42/mnm,136,Triv.,yes,Fig. 34,34,b,FM,,HQ,2,61198 247807,,61198,matched,61198 247807,2,Ni1 O6 Ta2,136
932,NiSb2O6,P42/mnm,136,Triv.,no,,,b,AFM,,,2,80802 426852,,80802,matched,80802 426852,2,Ni1 O6 Sb2,136
933,Cu(Ta2O6),P42/mnm,136,SM,yes,Fig. 34,34,b,FM,,,1,83367,,83367,matched,83367,1,Cu1 O6 Ta2,136
934,Cu(Sb2O6),P42/mnm,136,SM,no,,,b,FM,,HQ,1,84789,,84789,matched,84789,1,Cu1 O6 Sb2,136
935,Co(Ta2O6),P42/mnm,136,SM,no,,,b,AFM,,,4,166673 166674 203095 247812,,166673,matched,166673 166674 203095 247812,4,Co1 O6 Ta2,136
936,Pb2F2O,P42/nmc,137,Triv.,no,,,b,NM,,HQ,1,10416,,10416,matched,10416,1,F2 O1 Pb2,137
937,Pb2(ZnF6),P42/ncm,138,Triv.,no,,,"b,s",NM,,,2,162073 162074,,162073,matched,162073 162074,2,F6 Pb2 Zn1,138
938,Ba2CuWO6,I4/mmm,139,SM,no,,,"b,s",FM,,,1,33569,,33569,matched,33569,1,Ba2 Cu1 O6 W1,139
939,Cs2CuO2,I4/mmm,139,SM,no,,,"b,s,l",FM,,HQ,1,39535,,39535,matched,39535,1,Cs2 Cu1 O2,139
940,K4Al2Nb11O20F,I4/mmm,139,Triv.,no,,,b,NM,,,1,65738,,65738,matched,65738,1,Al2 F1 K4 Nb11 O20,139
941,Ba2Cu2(Si4O12),I4/mmm,139,TI,no,,,b,FM,,HQ,1,71535,,71535,matched,71535,1,Ba2 Cu2 O12 Si4,139
942,CsFe2As2,I4/mmm,139,SM,no,,,,FM,SC,,1,74877,,74877,matched,74877,1,As2 Cs1 Fe2,139
943,CrNbF6,I4/mmm,139,SM,no,,,"b,s",FM,,HQ,1,75384,,75384,matched,75384,1,Cr1 F6 Nb1,139
944,Sr2Cu2MnO2S2,I4/mmm,139,SM,no,,,"b,s,l",AFM,SC,HQ,1,84734,,84734,matched,84734,1,Cu2 Mn1 O2 S2 Sr2,139
945,V4Zn5,I4/mmm,139,SM,no,,,,NM,,,2,106213 653404,,106213,matched,106213 653404,2,V4 Zn5,139
946,LaF3,I4/mmm,139,Triv.,no,,,,NM,,,10,167555 155554 164056 96133 96134 190717 190718 190719 182761 190716,,96133,matched,96133 96134 155554 164056 167555,5,F3 La1,139
947,C,I4/mmm,139,Triv.,no,,,,NM,,,0,,,182761,matched,182761 190716 190717 190718 190719,5,C1,139
948,CaO2,I4/mmm,139,Triv.,no,,,,,,,3,671324 619462 20275,,20275,matched,20275 619462 671324,3,Ca1 O2,139
949,Cu3Ti2,I4/mmm,139,SM,no,,,,FM,,,3,103132 629380 629398,,103132,matched,103132 629380 629398,3,Cu3 Ti2,139
950,Al3Nb,I4/mmm,139,SM,no,,,,NM,SC,,18,58015 107857 186000 608658 608663 608670 608672 608682 608686 608690 670156 670759 58201 151104 167811 609613 609617 670975,,58015,matched,58015 107857 186000 608658 608663 608670 608672 608682 608686 608690 670156 670759,12,Al3 Nb1,139
951,Al3V,I4/mmm,139,SM,yes,Fig. 34,34,,NM,SC,,0,,,58201,matched,58201 151104 167811 609613 609617 670975,6,Al3 V1,139
952,InPd3,I4/mmm,139,TI,no,,,,NM,,,3,247188 247189 420251,,247188,matched,247188 247189 420251,3,In1 Pd3,139
953,TlPd3,I4/mmm,139,TI,no,,,,NM,,HQ,3,247272 649056 649063,,247272,matched,247272 649056 649063,3,Pd3 Tl1,139
954,CrSi2,I4/mmm,139,SM,no,,,,NM,,,1,71499,,71499,matched,71499,1,Cr1 Si2,139
955,Ag2Sc,I4/mmm,139,SM,no,,,,NM,,,2,605791 605793,,605791,matched,605791 605793,2,Ag2 Sc1,139
956,Au2Hf,I4/mmm,139,SM,no,,,,NM,,,1,611956,,611956,matched,611956,1,Au2 Hf1,139
957,Ba2Cu3O4Br2,I4/mmm,139,SM,no,,,b,NM,,,2,36128 75576,,36128,matched,36128 75576,2,Ba2 Br2 Cu3 O4,139
958,Ba2(ZnF6),I4/mmm,139,Triv.,no,,,"b,s,l",NM,,,1,21054,,21054,matched,21054,1,Ba2 F6 Zn1,139
959,TlCo2Se2,I4/mmm,139,SM,no,,,,FM,,,0,,,67362,matched,67362 95138 95139 95140 95141 625007 674509,7,Co2 Se2 Tl1,139
960,KCo2Se2,I4/mmm,139,SM,no,,,,FM,,,17,67362 95138 95139 95140 95141 625007 674509 67370 182837 182838 623961 89575 203088 615832 615834 615837 670743,,67370,matched,67370 182837 182838 623961,4,Co2 K1 Se2,139
961,BaCu2S2,I4/mmm,139,Triv.,no,,,,NM,,HQ,0,,,89575,matched,89575 203088 615832 615834 615837 670743,6,Ba1 Cu2 S2,139
962,TlCo2S2,I4/mmm,139,SM,no,,,,FM,,HQ,2,100438 624879,,100438,matched,100438 624879,2,Co2 S2 Tl1,139
963,KFe2S2,I4/mmm,139,SM,no,,,,NM,SC∗,,1,186572,,186572,matched,186572,1,Fe2 K1 S2,139
964,KNi2Se2,I4/mmm,139,SM,no,,,,FM,SC,HQ,2,424686 641276,,424686,matched,424686 641276,2,K1 Ni2 Se2,139
965,KNi2S2,I4/mmm,139,SM,no,,,,,SC,,2,431754 641273,,431754,matched,431754 641273,2,K1 Ni2 S2,139
966,Co2KS2,I4/mmm,139,SM,yes,Fig. 34,34,,FM,,,1,623956,,623956,matched,623956,1,Co2 K1 S2,139
967,Co2RbS2,I4/mmm,139,SM,no,,,,FM,,,1,624795,,624795,matched,624795,1,Co2 Rb1 S2,139
968,Sr2CoO2Cl2,I4/mmm,139,SM,no,,,"b,s,l",AFM,,HQ,3,59697 151787 151788,,59697,matched,59697 151787 151788,3,Cl2 Co1 O2 Sr2,139
969,Sr2CoO2Br2,I4/mmm,139,SM,no,,,"b,s,l",AFM,,HQ,3,59698 151789 151790,,59698,matched,59698 151789 151790,3,Br2 Co1 O2 Sr2,139
970,Sr3(Co2O5Cl2),I4/mmm,139,TI,yes,Fig. 34,34,"b,s",FM,,HQ,2,90123 91749,,90123,matched,90123 91749,2,Cl2 Co2 O5 Sr3,139
971,KO2,I4/mmm,139,SM,no,,,,FM,,HQ,4,38245 180563 196755 38138,,38138,matched,38138 38245 180563 196755,4,K1 O2,139
972,CsO2,I4/mmm,139,SM,no,,,,FM,,,3,38247 627060 627062,,38247,matched,38247 627060 627062,3,Cs1 O2,139
973,BaC2,I4/mmm,139,Triv.,no,,,,NM,,,7,56160 88098 88101 168410 186575 615792 615794,,56160,matched,56160 88098 88101 168410 186575 615792 615794,7,C2 Ba1,139
974,RbO2,I4/mmm,139,SM,no,,,,FM,,,3,180564 196756 647338,,180564,matched,180564 196756 647338,3,O2 Rb1,139
975,CoO,I4/mmm,139,SM,no,,,,AFM,,,2,53059 174027,,53059,matched,53059 174027,2,Co1 O1,139
976,MnN,I4/mmm,139,SM,no,,,,FM,,,1,106932,,106932,matched,106932,1,Mn1 N1,139
977,Sr2FeMoO6,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s",,,,4,169377 94079 151617 184911,169377(k),94079,matched,94079 151617 169377 184911,4,Fe1 Mo1 O6 Sr2,139
978,Ba2(FeReO6),I4/mmm,139,SM,yes,Fig. 34,34,"k∗,b,s",FM,,HQ,1,155174,,155174,matched,155174,1,Ba2 Fe1 O6 Re1,139
979,Sr2VZrO6,I4/mmm,139,SM,yes,Fig. 34,34,"k∗,b,s",FM,,,1,191359,,191359,matched,191359,1,O6 Sr2 V1 Zr1,139
980,Sr2VHfO6,I4/mmm,139,SM,yes,Fig. 34,34,"k∗,b,s",FM,,,1,191360,,191360,matched,191360,1,Hf1 O6 Sr2 V1,139
981,Sr2CoHfO6,I4/mmm,139,SM,no,,,"k∗,b,s",FM,,,1,191364,,191364,matched,191364,1,Co1 Hf1 O6 Sr2,139
982,Sr2FeZrO6,I4/mmm,139,Triv.,no,,,,,,,1,191365,,191365,matched,191365,1,Fe1 O6 Sr2 Zr1,139
983,Sr2FeHfO6,I4/mmm,139,Triv.,no,,,"k∗,b,s",AFM,,,1,191366,,191366,matched,191366,1,Fe1 Hf1 O6 Sr2,139
984,Ba2Fe(MoO6),I4/mmm,139,Triv.,yes,Fig. 35,35,"k∗,b,s",FM,,HQ,4,246541 246542 246543 246544,,246541,matched,246541 246542 246543 246544,4,Ba2 Fe1 Mo1 O6,139
985,Pb2Co(TeO6),I4/mmm,139,SM,no,,,"k∗,b,s",FM,,HQ,1,405782,,405782,matched,405782,1,Co1 O6 Pb2 Te1,139
986,BaBi2Zn,I4/mmm,139,Triv.,no,,,,NM,,,1,58638,,58638,matched,58638,1,Ba1 Bi2 Zn1,139
987,Bi2CdSr,I4/mmm,139,Triv.,no,,,,NM,,HQ,1,58764,,58764,matched,58764,1,Bi2 Cd1 Sr1,139
988,K2CuF4,I4/mmm,139,SM,no,,,"b,s,l",FM,,HQ,2,15372 31688,,15372,matched,15372 31688,2,Cu1 F4 K2,139
989,Cs2AgF4,I4/mmm,139,SM,yes,Fig. 35,35,"b,s,l",FM,,,1,16254,,16254,matched,16254,1,Ag1 Cs2 F4,139
990,Cs2CdCl4,I4/mmm,139,Triv.,no,,,"b,s,l",,,,1,16576,,16576,matched,16576,1,Cd1 Cl4 Cs2,139
991,(SrO)2TiO2,I4/mmm,139,Triv.,no,,,"b,s,l",NM,SC∗,,9,20293 157402 194713 194714 194715 194716 194717 194718 194719,,20293,matched,20293 157402 194713 194714 194715 194716 194717 194718 194719,9,O4 Sr2 Ti1,139
992,K2MnF4,I4/mmm,139,SM,no,,,"b,s,l",FM,,,3,23183 23184 33521,,23183,matched,23183 23184 33521,3,F4 K2 Mn1,139
993,Sr2(MnO4),I4/mmm,139,SM,no,,,"b,s,l",FM,,,3,26560 26561 50794,,26560,matched,26560 26561 50794,3,Mn1 O4 Sr2,139
994,Sr2SnO4,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,,6,27114 84245 150387 150388 150389 150390,,27114,matched,27114 84245 150387 150388 150389 150390,6,O4 Sn1 Sr2,139
995,Sr4P2O,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,1,33903,,33903,matched,33903,1,O1 P2 Sr4,139
996,Rb2CaH4,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s,l",NM,,,1,65196,,65196,matched,65196,1,H4 Ca1 Rb2,139
997,K2MgH4,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s,l",NM,,,1,68358,,68358,matched,68358,1,H4 K2 Mg1,139
998,K4OBr2,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,1,68505,,68505,matched,68505,1,Br2 K4 O1,139
999,Ba2(ZrS4),I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,2,69853 80651,,69853,matched,69853 80651,2,Ba2 S4 Zr1,139
1000,Cs2HgF4,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,,1,72353,,72353,matched,72353,1,Cs2 F4 Hg1,139
1001,Cs2MgH4,I4/mmm,139,Triv.,yes,Fig. 35,35,"b,s,l",NM,,,1,162261,,162261,matched,162261,1,H4 Cs2 Mg1,139
1002,Sr2(CrO4),I4/mmm,139,TI,no,,,"b,s,l",FM,,HQ,1,245595,,245595,matched,245595,1,Cr1 O4 Sr2,139
1003,Sr2(CoO4),I4/mmm,139,SM,no,,,"b,s,l",AFM,,HQ,1,246483,,246483,matched,246483,1,Co1 O4 Sr2,139
1004,Rb4Br2O,I4/mmm,139,Triv.,no,,,"b,s,l",NM,,HQ,1,411954,,411954,matched,411954,1,Br2 O1 Rb4,139
1005,K4(Ru2Cl10O),I4/mmm,139,Triv.,no,,,,NM,,HQ,1,8054,,8054,matched,8054,1,Cl10 K4 O1 Ru2,139
1006,ScLaSb,I4/mmm,139,TI,no,,,,NM,,HQ,1,427126,,427126,matched,427126,1,La1 Sb1 Sc1,139
1007,YNi2B2C,I4/mmm,139,SM,no,,,b,NM,SC,,5,41549 75816 79574 83231 89142,,41549,matched,41549 75816 79574 83231 89142,5,C1 B2 Ni2 Y1,139
1008,Li2Sr(Ta2O7),I4/mmm,139,Triv.,no,,,b,NM,,HQ,3,88464 154175 246278,,88464,matched,88464 154175 246278,3,Li2 O7 Sr1 Ta2,139
1009,KCuO,I4/mmm,139,Triv.,no,,,,NM,,HQ,1,40158,,40158,matched,40158,1,Cu1 K1 O1,139
1010,RbCuO,I4/mmm,139,Triv.,no,,,,NM,,HQ,1,40159,,40159,matched,40159,1,Cu1 O1 Rb1,139
1011,Cs(AuO),I4/mmm,139,Triv.,no,,,,NM,,HQ,1,409553,,409553,matched,409553,1,Au1 Cs1 O1,139
1012,Pd3Tl,I4/mmm,139,SM,yes,Fig. 35,35,,NM,,,1,105729,,105729,matched,105729,1,Pd3 Tl1,139
1013,InPd3,I4/mmm,139,SM,yes,Fig. 35,35,,NM,,,3,247194 247195 420250,,247194,matched,247194 247195 420250,3,In1 Pd3,139
1014,K2NiO2,I4/mmm,139,Triv.,no,,,b,FM,,,2,21069 201891,,21069,matched,21069 201891,2,K2 Ni1 O2,139
1015,Na2(HgO2),I4/mmm,139,Triv.,no,,,b,NM,,,2,25511 27409,,25511,matched,25511 27409,2,Hg1 Na2 O2,139
1016,Rb2(NiO2),I4/mmm,139,Triv.,no,,,b,AFM,,HQ,1,66277,,66277,matched,66277,1,Ni1 O2 Rb2,139
1017,Sr2(ZnN2),I4/mmm,139,Triv.,no,,,b,NM,,HQ,2,80376 670402,,80376,matched,80376 670402,2,N2 Sr2 Zn1,139
1018,La2PdO4,I4/mmm,139,TI,no,,,"b,s,l",NM,,,1,40262,,40262,matched,40262,1,La2 O4 Pd1,139
1019,Cs2(PdCl4)I2,I4/mmm,139,SM,no,,,,NM,,HQ,1,240484,,240484,matched,240484,1,Cl4 Cs2 I2 Pd1,139
1020,Rb3(TlF6),I4/mmm,139,Triv.,no,,,,NM,,,1,19075,,19075,matched,19075,1,F6 Rb3 Tl1,139
1021,Cs3TlF6,I4/mmm,139,Triv.,no,,,,NM,,,1,19076,,19076,matched,19076,1,Cs3 F6 Tl1,139
