num,formula,space_group_symbol,space_group_number,topology_at_Ef,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels
326,(Pt(CO)2Cl2),P21/c,14,Triv.,,NM,,,1,82803,
327,Na2(Pd(NO3)4),P21/c,14,Triv.,,NM,,,1,92625,
328,(NH4)(Sn(C2O4)F),P21/c,14,Triv.,,NM,,,1,109889,
329,((CH3)2NH)2SnBr4,P21/c,14,Triv.,,NM,,,1,110028,
330,Mo2(HCOO)4,P21/c,14,Triv.,,NM,,,1,151313,
331,Rb2(Pd(NO3)4),P21/c,14,Triv.,,NM,,,1,158878,
332,K2(Pd(NO3)4),P21/c,14,Triv.,,NM,,,1,166766,
333,SnCl4(NH(CH3)2)2,P21/c,14,Triv.,,NM,,,1,170799,
334,Cu(IO3)2(H2O)2,P21/c,14,SM,,FM,,HQ,1,200326,
335,BaCu(SeO3)2,P21/c,14,TI,b,FM,,,1,202387,
336,LiNH2BH3(NH2NH2),P21/c,14,Triv.,,NM,,,1,238484,
337,Na2Cu(C2O4)2,P21/c,14,SM,,,,,1,242098,
338,CuCl2(C2H4N4)2,P21/c,14,SM,,,,,1,250269,
339,Sr2Pt(OH)8,P21/c,14,Triv.,,NM,,,1,251043,
340,((NH4)2(Cu(C2O4)2)),P21/c,14,SM,,,,,1,253556,
341,Rb2Cu(VO2)2(PO4)2,P21/c,14,SM,b,FM,,,1,260010,
342,Cu(H2PO2)2,P21/c,14,SM,,FM,,HQ,2,280917 280918,
343,((CH3)2(H3B)P2(BH3)(CH3)2),P21/c,14,Triv.,,NM,,,1,281782,
344,Cu(C2N3)2(NH3)2,P21/c,14,SM,,FM,,,1,290326,
345,CuMg2(V2O8),P21/c,14,SM,b,FM,,HQ,1,404851,
346,(F3CSO3SiH2)2,P21/c,14,Triv.,,NM,,,1,409803,
347,SnAl2OCl6,P21/c,14,Triv.,,NM,,,1,411777,
348,Na2(Cu(NO3)4),P21/c,14,SM,,FM,,,1,413267,
349,((Co(H2O)2)Cl2)(H2SeO3)2,P21/c,14,SM,,FM,,,1,415462,
350,K2(C2)(NH3)2,P21/c,14,Triv.,,NM,,HQ,1,425116,
351,Na2AgF4,P21/c,14,SM,b,FM,,HQ,1,425149,
352,Pd(HS2O7)2,P21/c,14,Triv.,,FM,,,1,426138,
353,KNO3,P21/c,14,Triv.,,,,HQ,1,428909,
354,SrCrO4,P21/c,14,Triv.,,,,,4,670010 40922 159266 160793,
355,Na3MnF6,P21/c,14,Triv.,b,,,,2,673330 66315,
356,(COOH)2(H2O)2,P21/c,14,Triv.,,NM,,HQ,2,246777 246778,
357,Cu(AlCl4)2,P21/c,14,SM,"b,s",FM,,HQ,2,14107 80107,
358,C14H8O2,P21/c,14,Triv.,,NM,,,2,58089 58090,
359,Ba2(TiO4),P21/c,14,Triv.,,NM,,HQ,2,2625 15450,2625(b)
360,Sr2(GeO4),P21/c,14,Triv.,,NM,,HQ,1,56382,
361,Ni(PO2(OH)2)2(H2O)2,P21/c,14,Triv.,,FM,,,2,417429 417430,
362,CsHSeO4,P21/c,14,Triv.,,NM,,HQ,3,290644 290645 411282,
363,Na2Cu(CO3)2,P21/c,14,SM,b,FM,,HQ,3,10355 60858 426579,
364,Sr2Cu(BO3)2,P21/c,14,SM,b,FM,,HQ,1,202934,
365,Cu(ZrF6)(H2O)4,P21/c,14,SM,,FM,,,1,2618,
366,(Cu(H2O)4)(SiF6),P21/c,14,SM,,FM,,,1,165385,
367,FeY2Be2Si2O10,P21/c,14,Triv.,"b,s",FM,,,2,109310 109343,
368,(NH2NH3)(NO3),P21/c,14,Triv.,,NM,,,2,162750 170796,
369,Rb2(CO3),P21/c,14,Triv.,,NM,,,2,14155 414123,
370,K2(Pd(CN)4),P21/c,14,Triv.,,NM,,,1,413899,
371,K(HCO3),P21/c,14,Triv.,,NM,,HQ,4,2074 2075 2076 43015,
372,Ni(IO3)2(H2O)4,P21/c,14,Triv.,,FM,,,1,10243,
373,Co(IO3)2(H2O)4,P21/c,14,SM,,FM,,,2,408060 411878,
374,Al4Co(BO4)2O2,P21/c,14,SM,b,FM,,,1,1975,
375,Na2(C2O4),P21/c,14,Triv.,,NM,,HQ,3,56906 171458 171459,
376,Na2(Cu(H2O)2)(V2O4F6),P21/c,14,SM,,FM,,,1,424346,
377,Na2(CuF4),P21/c,14,SM,b,FM,,,1,34602,
378,K2(AgF4),P21/c,14,SM,b,FM,,HQ,1,421461,
379,Li2PtF6,P21/c,14,Triv.,"b,s",NM,,,1,26168,
380,Cs(HCO3),P21/c,14,Triv.,,NM,,HQ,1,300259,
381,Rb2(Pt(CN)4Br2),P21/c,14,Triv.,,NM,,HQ,1,852,
382,K2(Pt(CN)4Br2),P21/c,14,Triv.,,NM,,HQ,1,413705,
383,Na2Cu(SO4)2(H2O)2,P21/c,14,SM,,FM,,,2,1915 422593,
384,(KrF)(AsF6),P21/c,14,Triv.,,NM,,,1,279624,
385,Sr2Zn(OH)6,P21/c,14,Triv.,,NM,,HQ,1,66971,
386,Sr2(Cu(OH)6),P21/c,14,SM,b,FM,,HQ,1,260446,
387,(XeF)(AsF6),P21/c,14,Triv.,,NM,,,2,1691 260951,
388,Au(AuF4)2,P21/c,14,SM,"b,s",FM,,HQ,1,89620,
389,K2(P2O5F2),C2/c,15,Triv.,,NM,,HQ,1,1659,
390,Na2Cu(PO3)4,C2/c,15,SM,b,FM,,,1,2822,
391,S10,C2/c,15,Triv.,,NM,,HQ,1,38263,
392,Ni(NH2NHCO2)2(H2O)2,C2/c,15,Triv.,,FM,,,1,48155,
393,K2(SeO4)(Te(OH)6),C2/c,15,Triv.,b,NM,,,3,56856 154512 170043,
394,Cs4(PbCl6),C2/c,15,Triv.,"b,s",NM,,HQ,1,62351,
395,Be2Rb(P3O10),C2/c,15,Triv.,"b,s",NM,,,1,72985,
396,Na2O2(H2O)8,C2/c,15,Triv.,,NM,,,1,79693,
397,Cd((H3CO)CS2)2,C2/c,15,Triv.,,NM,,,1,110011,
398,Na2(C4O4)(H2O)3,C2/c,15,Triv.,,NM,,,1,151153,
399,CrF(NC(CH3))2(BF4),C2/c,15,Triv.,,,,,1,169664,
400,Li2Pb2(CuB4O10),C2/c,15,SM,b,FM,,,1,180108,
401,Co(C4O4)(H2O)4,C2/c,15,SM,,FM,,,1,180990,
402,Bi2(SO4)3,C2/c,15,Triv.,,NM,,,1,193352,
403,((CH3)NH3)2SiF6,C2/c,15,Triv.,,NM,,,1,240237,
404,Sn(CH3)2(Au(CN)2)2,C2/c,15,Triv.,,,,,1,249795,
405,(C(NH2)3)(C(NO2)3)(H2O),C2/c,15,Triv.,,NM,,,1,417769,
406,Cu(C(CN)3)2(NH3)2,C2/c,15,SM,,,,,1,428562,
407,Ca(CO3)(H2O)6,C2/c,15,Triv.,,NM,,,8,16070 31305 151488 195903 195904 195905 195906 195907,
408,Ca(MnF5),C2/c,15,Triv.,b,FM,,HQ,1,69632,
409,Co(AlCl4)2,C2/c,15,SM,"b,s",FM,,,1,22143,
410,V(AlCl4)2,C2/c,15,SM,"b,s",FM,,HQ,1,415951,
411,Ni(GaCl4)2,C2/c,15,TI,"b,s",FM,,HQ,1,417870,
412,Ni(AlCl4)2,C2/c,15,TI,"b,s",FM,,HQ,1,417872,
413,Mn(NO)(CO)4,C2/c,15,Triv.,,NM,,HQ,1,15221,
414,Zn(C2O4)(H2O)2,C2/c,15,Triv.,,NM,,HQ,1,56466,
415,K2(NH(SO3)2),C2/c,15,Triv.,,NM,,,1,15880,
416,Co(HSeO3)2(H2O)4,C2/c,15,SM,,,,,1,79091,
417,Ni(HSeO3)2(H2O)4,C2/c,15,Triv.,,FM,,,1,79092,
418,Pb3(PO4)2,C2/c,15,Triv.,,NM,,HQ,21,92582 4263 8092 8093 8094 14247 38007 38008 38009 38010 66379 93440 93441 93442 93443 93444 93445 16641 34627 35191 44802,
419,(Na2(CO3))(Na(HCO3))(H2O)2,C2/c,15,Triv.,,NM,,,0,,
420,Cs(SbO2),C2/c,15,Triv.,"b,s",NM,,HQ,1,59329,
421,S(NSO)2,C2/c,15,Triv.,,NM,,HQ,3,14197 15795 41538,
422,NaCu(SO4)F,C2/c,15,SM,b,FM,,HQ,1,262273,
423,S10S6,C2/c,15,Triv.,,NM,,,1,38264,
424,(VO)(H2PO2)2(H2O),C2/c,15,SM,,FM,,HQ,1,75435,
425,(NH4)2(C2O4)(H2O),P21212,18,Triv.,,NM,,,5,64925 64927 64934 64935 64938,
426,(Sr6N)(CoN2)(CN2)2,P21212,18,Triv.,,FM,,,1,162927,
427,(Sr6N)(FeN2)(CN2)2,P21212,18,SM,,FM,,,1,409974,
428,K(Al(NH2)4),C2221,20,Triv.,,NM,,HQ,1,2538,
429,Cs3(VCl2(H2O)4)Cl4,I222,23,Triv.,,,,HQ,1,150082,
430,(Pd(NH3)4)(Ni(C2O4)2(H2O)2)(H2O)2,I222,23,Triv.,,FM,,,1,417562,
431,(Pt(NH3)4)(Ni(C2O4)2(H2O)2)(H2O)2,I222,23,Triv.,,FM,,,1,417564,
432,(Pt(NH3)4)(Co(C2O4)2(H2O)2)(H2O)2,I222,23,SM,,FM,,,1,420437,
433,(Pt(NH3)4)(Zn(C2O4)2(H2O)2)(H2O)2,I222,23,Triv.,,NM,,,1,417565,
434,NaRb2(NO3)3,Pmc21,26,Triv.,,NM,,HQ,1,195082,
435,KF(H2O)2,Pmc21,26,Triv.,,NM,,HQ,3,165371 165372 165373,
436,Na2(CO3)(H2O),Pca21,29,Triv.,,NM,,,4,15959 1852 6293 34886,
437,(NH4)F(NH3),Pca21,29,Triv.,,NM,,,1,419918,
438,Cl(CO)SNSO,Pca21,29,Triv.,,NM,,HQ,2,91453 410061,
439,HF2N,Pca21,29,Triv.,,NM,,HQ,1,404200,
440,Na2(HPO3)(H2O)5,Pmn21,31,Triv.,,NM,,,2,1602 16138,
441,(VO)(SO4)(H2O)5,Pmn21,31,SM,,FM,,,2,23308 92978,
442,MoO2Cl2(H2O),Pmn21,31,Triv.,,NM,,HQ,1,25031,
443,Pb2(NO2)(NO3)(SeO3),Pmn21,31,Triv.,,NM,,HQ,1,60893,
444,K3((SnCl3)IrCl5),Pmn21,31,Triv.,b,NM,,HQ,1,69143,
445,(N(CH3)4)(OCN),Pmn21,31,Triv.,,NM,,,1,150997,
446,(NH3)(BH3),Pmn21,31,Triv.,,NM,,,5,180547 182301 159678 182300 187303,
447,BaCl(BF4),Pmn21,31,Triv.,,NM,,HQ,1,188654,
448,Au2(SeO3)2O,Pba2,32,Triv.,b,NM,,HQ,1,37009,
449,CuNa2(OH)4,Pna21,33,SM,,FM,,,1,65649,
450,Be(HPO4)(H2O),Pna21,33,Triv.,,NM,,,1,83835,
451,Zn(OH)(NO3),Pna21,33,Triv.,b,NM,,HQ,1,415537,
452,(H3O)(NO3),Pna21,33,Triv.,,NM,,,2,1900 1901,
453,KBePO4,Pna21,33,Triv.,b,NM,,,2,202603 4255,202603(s)
454,LiH2PO4,Pna21,33,Triv.,,NM,,,3,100200 182308 182309,
455,(NH4)Li(SeO4),Pna21,33,Triv.,,NM,,,1,300031,
456,OsOF5,Pna21,33,SM,,FM,,HQ,1,240332,
457,Na3(ON(SO3)2)(H2O)3,Cmc21,36,Triv.,,NM,,,1,4288,
458,K2(OsNCl5),Cmc21,36,Triv.,,,,,1,43729,
459,(NH4)3Cr(O2)4,Cmc21,36,SM,,FM,,,2,237784 261390,
460,(Cl3CCN)(NbCl5),Cmc21,36,Triv.,,NM,,HQ,1,402856,
461,H2F3P,Cmc21,36,Triv.,,NM,,HQ,2,406359 51680,
462,ClN3,Cmc21,36,Triv.,,NM,,HQ,1,424502,
463,K2S3,Cmc21,36,Triv.,,NM,,HQ,1,1263,
464,K2Se3,Cmc21,36,Triv.,,NM,,HQ,1,1264,
465,Rb2S3,Cmc21,36,Triv.,,NM,,HQ,1,14092,
466,Rb2Se3,Cmc21,36,Triv.,,NM,,HQ,2,14093 650051,
467,Cs2S3,Cmc21,36,Triv.,,NM,,HQ,1,14094,
468,K3(Pd((SO3)2H)Cl2),Cmc21,36,Triv.,,NM,,HQ,1,49686,
469,Li2(PO2N),Cmc21,36,Triv.,,NM,,,2,188493 188494,
470,Cs2Li(MnO4),Cmc21,36,Triv.,"b,s",AFM,,HQ,1,72361,
471,((CH3)4N)(OsFO4),Aem2,39,Triv.,,NM,,,1,110743,
472,Cs(B3H8),Ama2,40,Triv.,,NM,,HQ,1,65947,
473,CrO3,Ama2,40,Triv.,,NM,,HQ,4,16031 24043 38125 109366,
474,NaCa4B3O9,Ama2,40,Triv.,,NM,,,1,239001,
475,IF7,Aea2,41,Triv.,,NM,,,2,18191 31691,
476,(NH4)3(AlF6),Aea2,41,Triv.,,NM,,,1,96591,
477,(NH4)4(H2(CO3)3)(H2O),Fmm2,42,Triv.,,NM,,,1,281534,
478,(CH3)2(SO4),Fdd2,43,Triv.,,NM,,HQ,1,171689,
479,(C2F5)2GeH2,Fdd2,43,Triv.,,NM,,,1,196449,
