icsd,formula,space_group_number,space_group_symbol,point_group,material_id,curated_flatband,best_flatband,atomic_flatband,high_quality,topology_soc,topology_nosoc,superconductor,nonzero_magnetisation,theory_entry,n_electrons,structure_type,a,b,c,alpha,beta,gamma,n_kagome,n_pyrochlore,n_lieb,n_bipartite,n_split,materials_project,cif_file,cif_symmetry_ops
421261,In1 O9 P3,9,Cc,<i>m</i>,39710,0,0,1,1,Trivial,Trivial,0,1,0,144,V(PO3)3,13.55263,6.53995,9.66724,90,127.1969,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/421261,cif/421261.cif,4
421295,Cs3 I9 Nb2,194,P63/mmc,6/<i>mmm</i>,421295,1,0,0,1,Trivial,ESFD (SM),0,0,0,232,Cs3Cr2Cl9,8.2463,8.2463,19.5419,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421295,cif/421295.cif,24
421461,Ag1 F4 K2,14,P21/c,2/<i>m</i>,421461,0,0,1,1,ESFD (SM),ESFD (SM),0,1,0,114,Na2CuF4,3.7174,10.2736,6.3856,90,91.745,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/421461,cif/421461.cif,4
421479,Cl1 Li6 O5 P1,216,F-43m,-43<i>m</i>,421479,1,0,0,1,Trivial,Trivial,0,1,0,48,Li6AsS5Br,8.2234,8.2234,8.2234,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/421479,cif/421479.cif,96
421480,Br1 Li6 O5 P1,216,F-43m,-43<i>m</i>,421480,1,0,0,1,Trivial,Trivial,0,1,0,48,Li6AsS5Br,8.2971,8.2971,8.2971,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/421480,cif/421480.cif,96
421481,Br1 Li6 O5 P1,216,F-43m,-43<i>m</i>,421480,1,0,0,1,Trivial,Trivial,0,1,0,48,Li6AsS5Br,8.3335,8.3335,8.3335,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/421481,cif/421481.cif,96
421489,C2 K2 Pd1,164,P-3m1,-3<i>m</i>,421489,1,0,0,1,Trivial,Trivial,0,0,0,36,NaPdC2,5.10575,5.10575,5.28211,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421489,cif/421489.cif,12
421490,C2 K2 Pd1,164,P-3m1,-3<i>m</i>,421489,1,0,0,1,Trivial,Trivial,0,0,0,36,NaPdC2,5.07646,5.07646,5.29392,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421490,cif/421490.cif,12
421491,C2 K2 Pt1,164,P-3m1,-3<i>m</i>,421491,1,0,0,1,Trivial,Trivial,0,0,0,36,NaPdC2,5.12322,5.12322,5.2181,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421491,cif/421491.cif,12
421492,C2 K2 Pt1,164,P-3m1,-3<i>m</i>,421491,1,0,0,1,Trivial,Trivial,0,0,0,36,NaPdC2,5.0941,5.0941,5.2269,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421492,cif/421492.cif,12
421493,C2 Pd1 Rb2,164,P-3m1,-3<i>m</i>,94394,1,0,0,1,Trivial,Trivial,0,0,0,36,NaPdC2,5.35675,5.35675,5.28888,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421493,cif/421493.cif,12
421494,C2 Pd1 Rb2,164,P-3m1,-3<i>m</i>,94394,1,0,0,1,Trivial,Trivial,0,0,0,36,NaPdC2,5.32288,5.32288,5.29932,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421494,cif/421494.cif,12
421507,C6 H18 Co1 Fe1 N12,148,R-3,-3,411630,0,0,1,0,ESFD (SM),ESFD (SM),0,1,0,119,Co(NH3)6Cr(H2O)6,10.9804,10.9804,10.8224,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421507,cif/421507.cif,18
421532,Cl4 Os1 Sc4,15,C2/c,2/<i>m</i>,421532,1,0,0,1,Trivial,Trivial,0,0,0,96,Y4OsBr4,11.311,11.301,6.136,90,90.438,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/421532,cif/421532.cif,8
421609,Br8 Nb3,166,R-3m,-3<i>m</i>,25766,1,1,0,1,Trivial,Trivial,0,0,0,190,Nb3Br8,7.0787,7.0787,38.957,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421609,cif/421609.cif,36
421673,C4 I2 N4 Pt1 Rb2,14,P21/c,2/<i>m</i>,421673,1,0,0,1,Trivial,Trivial,0,0,0,156,Rb2Pt(CN)4Br2,7.4232,9.2468,9.1165,90,107.24,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/421673,cif/421673.cif,4
421708,Ca2 O4 Si1,14,P21/c,2/<i>m</i>,963,1,0,0,1,Trivial,Trivial,0,0,0,128,Ca2SiO4,5.5051,6.7551,9.3108,90,94.513,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/421708,cif/421708.cif,4
421806,H8 Cu1 O16 P4 Rb2,2,P-1,-1,421806,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,153,Tl2Ni(H2P2O7)2(H2O)2,6.97,7.488,7.923,83.6,71.78,85.39,0,0,0,1,0,https://materialsproject.org/materials/icsd/421806,cif/421806.cif,2
421807,H8 Co1 O16 P4 Rb2,2,P-1,-1,421807,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,151,Tl2Ni(H2P2O7)2(H2O)2,6.98,7.37,7.816,81.74,70.35,86.34,0,0,0,1,0,https://materialsproject.org/materials/icsd/421807,cif/421807.cif,2
421808,H8 Ni1 O16 P4 Rb2,2,P-1,-1,421808,0,0,1,0,Trivial,Trivial,0,0,0,152,Tl2Ni(H2P2O7)2(H2O)2,6.966,7.318,7.762,82.02,70.34,86.37,0,0,0,1,0,https://materialsproject.org/materials/icsd/421808,cif/421808.cif,2
421861,H8 F12 O4 Pt1 Sb2,2,P-1,-1,421861,0,0,1,1,Trivial,Trivial,0,0,0,136,,5.0365,7.834,8.5414,69.03,83.359,75.881,0,0,0,0,0,https://materialsproject.org/materials/icsd/421861,cif/421861.cif,2
421914,H6 O10 V3,100,P4bm,4<i>mm</i>,421914,0,0,1,0,ESFD (SM),ESFD (SM),0,1,0,162,,8.8996,8.8996,5.577,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/421914,cif/421914.cif,8
421915,Cl14 Sn2 W3,173,P63,6,421915,0,0,1,0,Trivial,Trivial,0,1,0,248,,9.598,9.598,11.903,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/421915,cif/421915.cif,6
421998,As1 Fe1 La1 O1,129,P4/nmm,4/<i>mmm</i>,163496,1,0,0,0,Trivial,ES (SM),0,0,0,60,ZrCuSiAs-CuHfSi2,4.0367,4.0367,8.7218,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/421998,cif/421998.cif,16
422033,Cu1 N4 O10,11,P21/m,2/<i>m</i>,422033,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,182,,4.659,11.1173,7.007,90,100.697,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/422033,cif/422033.cif,4
422058,I6 In1 O18 Rb3,2,P-1,-1,422058,0,0,1,1,Trivial,Trivial,0,0,0,180,,7.076,7.091,10.728,88.222,71.488,72.749,0,0,0,1,0,https://materialsproject.org/materials/icsd/422058,cif/422058.cif,2
422132,Ag2 Ba1 Cu1 O8 V2,2,P-1,-1,422132,0,0,1,1,NLC (TI),NLC-SM (SM),0,1,0,202,,5.448,5.632,14.393,94.038,90.347,118.195,0,0,0,7,0,https://materialsproject.org/materials/icsd/422132,cif/422132.cif,2
422191,H6 Li1 O7 Tc1,186,P63mc,6<i>mm</i>,422191,1,0,0,1,Trivial,Trivial,0,0,0,112,LiClO4(H2O)3,7.8604,7.8604,5.4164,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/422191,cif/422191.cif,12
422270,Cl17 P1 W6,44,Imm2,<i>mm</i>2,422270,1,0,0,1,Trivial,ES (SM),0,1,0,160,,6.7835,15.8762,10.0727,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/422270,cif/422270.cif,8
422328,Ni3 S2 Tl2,166,R-3m,-3<i>m</i>,422328,1,0,0,1,SEBR (TI),ES (SM),0,0,0,48,Ni3Pb2S2,5.471,5.471,13.8499,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/422328,cif/422328.cif,36
422591,C1 H4 N3 Rb1,62,Pnma,<i>mmm</i>,422591,0,0,1,0,Trivial,Trivial,0,0,0,128,CsCN3H4,6.93699,7.00094,7.50868,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/422591,cif/422591.cif,8
422593,H4 Cu1 Na2 O10 S2,14,P21/c,2/<i>m</i>,1915,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,178,Roselite,5.518,12.666,5.808,90,108.45,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/422593,cif/422593.cif,4
422686,Ag1 Au1 F7,62,Pnma,<i>mmm</i>,422686,1,0,0,0,ES (SM),ESFD (SM),0,0,0,284,,7.1706,7.6167,10.1361,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/422686,cif/422686.cif,8
422707,F4 K1 Mo1 Na1 O2,129,P4/nmm,4/<i>mmm</i>,422707,0,0,1,0,Trivial,Trivial,0,0,0,112,KNaMoF4O2,5.86,5.86,8.4596,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/422707,cif/422707.cif,16
422709,F4 K1 Na1 O2 W1,129,P4/nmm,4/<i>mmm</i>,422709,0,0,1,0,Trivial,Trivial,0,0,0,112,,5.8635,5.8635,8.4907,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/422709,cif/422709.cif,16
422725,C2 H2 Fe1 N4,58,Pnnm,<i>mmm</i>,419222,1,0,0,1,Trivial,Trivial,0,0,0,76,Ni(HNCN)2,6.6655,8.7923,3.3304,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/422725,cif/422725.cif,8
422858,Cd1 Co3 N1,221,Pm-3m,<i>m</i>-3<i>m</i>,422858,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,44,Perovskite-CaTiO3,3.8419,3.8419,3.8419,90,90,90,1,0,1,3,0,https://materialsproject.org/materials/icsd/422858,cif/422858.cif,48
422862,B4 Cd3 O12 Pb3,176,P63/m,6/<i>m</i>,422862,1,0,0,0,Trivial,Trivial,0,0,0,264,,9.946,9.946,7.003,90,90,120,1,0,0,0,0,https://materialsproject.org/materials/icsd/422862,cif/422862.cif,12
422884,Ge1 O6 Se2,205,Pa-3,<i>m</i>-3,422884,1,0,0,0,Trivial,Trivial,0,0,0,208,,7.761,7.761,7.761,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/422884,cif/422884.cif,24
422962,F6 O1 Xe2,87,I4/m,4/<i>m</i>,422962,0,0,1,1,Trivial,Trivial,0,0,0,128,XeIF7,7.5024,7.5024,11.193,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/422962,cif/422962.cif,16
422982,Mn1 O3 Y1,194,P63/mmc,6/<i>mmm</i>,73361,1,0,0,1,SEBR (TI),ES (SM),0,0,0,72,Be3N2,3.624789,3.624789,11.33965,90,90,120,0,0,0,1,0,https://materialsproject.org/materials/icsd/422982,cif/422982.cif,24
422990,Mn1 O3 Y1,194,P63/mmc,6/<i>mmm</i>,73361,1,0,0,1,SEBR (TI),ES (SM),0,0,0,72,Be3N2,3.622166,3.622166,11.33955,90,90,120,0,0,0,1,0,https://materialsproject.org/materials/icsd/422990,cif/422990.cif,24
423033,Ba2 Mg1 O6 W1,225,Fm-3m,<i>m</i>-3<i>m</i>,24982,1,0,0,1,Trivial,Trivial,0,0,0,64,Elpasolite-K2NaAlF6,8.1046,8.1046,8.1046,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/423033,cif/423033.cif,192
423034,Ba2 O6 W1 Zn1,225,Fm-3m,<i>m</i>-3<i>m</i>,24983,1,0,0,1,Trivial,Trivial,0,0,0,74,Elpasolite-K2NaAlF6,8.1362,8.1362,8.1362,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/423034,cif/423034.cif,192
423045,B2 Co2 La1,139,I4/mmm,4/<i>mmm</i>,41787,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,35,ThCr2Si2,3.6108,3.6108,10.2051,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/423045,cif/423045.cif,32
423230,As1 Cu1 Mn1,129,P4/nmm,4/<i>mmm</i>,423230,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,46,Cu2Sb,3.8004,3.8004,6.3218,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/423230,cif/423230.cif,16
423350,Ba2 Co1 Ge2 O7,113,P-421m,-42<i>m</i>,290483,1,0,0,1,ESFD (SM),ESFD (SM),0,1,0,158,Melilite-Ca2MgSi2O7,8.3845,8.3845,5.5497,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/423350,cif/423350.cif,8
423351,Ba2 Co1 Ge2 O7,113,P-421m,-42<i>m</i>,290483,1,0,0,1,ESFD (SM),ESFD (SM),0,1,0,158,Melilite-Ca2MgSi2O7,8.3802,8.3802,5.5435,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/423351,cif/423351.cif,8
423459,Co3 In2 S2,166,R-3m,-3<i>m</i>,5436,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,45,Ni3Pb2S2,5.315,5.315,13.659,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/423459,cif/423459.cif,36
423614,Al2 Ge1 La2,63,Cmcm,<i>mmm</i>,423614,1,0,0,1,SEBR (TI),ES (SM),0,0,0,64,NdSi1+x,4.1669,27.197,4.5046,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/423614,cif/423614.cif,16
423682,H6 O12 P4 Rb2,2,P-1,-1,423682,0,0,1,1,Trivial,Trivial,0,0,0,116,,7.2597,7.3899,7.5875,89.365,64.164,62.952,0,0,0,2,0,https://materialsproject.org/materials/icsd/423682,cif/423682.cif,2
423683,H6 Cs2 O12 P4,2,P-1,-1,423683,0,0,1,1,Trivial,Trivial,0,0,0,116,,7.4304,7.585,7.7726,88.536,64.879,61.57,0,0,0,2,0,https://materialsproject.org/materials/icsd/423683,cif/423683.cif,2
423828,Cl3 Cs1 Ni1,194,P63/mmc,6/<i>mmm</i>,59371,1,0,0,1,ES (SM),ESFD (SM),0,0,0,80,BaNiO3,7.1185,7.1185,5.9085,90,90,120,0,0,0,4,0,https://materialsproject.org/materials/icsd/423828,cif/423828.cif,24
423829,Br3 Cs1 Ni1,194,P63/mmc,6/<i>mmm</i>,423829,1,0,0,1,ES (SM),ESFD (SM),0,0,0,80,BaNiO3,7.4312,7.4312,6.2023,90,90,120,0,0,0,4,0,https://materialsproject.org/materials/icsd/423829,cif/423829.cif,24
423830,Cs1 I3 Ni1,194,P63/mmc,6/<i>mmm</i>,423830,1,0,0,1,ES (SM),ESFD (SM),0,0,0,80,BaNiO3,7.9469,7.9469,6.6575,90,90,120,0,0,0,5,0,https://materialsproject.org/materials/icsd/423830,cif/423830.cif,24
423923,Cs2 Ni1 O2,139,I4/mmm,4/<i>mmm</i>,423923,0,0,1,1,Trivial,ESFD (SM),0,0,0,40,Na2HgO2,4.4069,4.4069,13.561,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/423923,cif/423923.cif,32
423939,Cd1 Ni4 Y1,216,F-43m,-43<i>m</i>,423939,1,1,0,1,ESFD (SM),ESFD (SM),0,1,0,63,AuBe5,7.031,7.031,7.031,90,90,90,0,1,0,0,0,https://materialsproject.org/materials/icsd/423939,cif/423939.cif,96
423982,Cs2 Mo1 O2 S2,15,C2/c,2/<i>m</i>,423982,1,0,0,1,Trivial,Trivial,0,0,0,96,Cs2MoO2S2,11.7745,7.6707,9.9511,90,119.001,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/423982,cif/423982.cif,8
423983,Cs2 Mo1 O2 S2,15,C2/c,2/<i>m</i>,423982,1,0,0,1,Trivial,Trivial,0,0,0,96,Cs2MoO2S2,11.7958,7.6879,9.9611,90,119.045,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/423983,cif/423983.cif,8
423990,H8 Mo1 N2 O2 S2,15,C2/c,2/<i>m</i>,41688,1,0,0,1,Trivial,Trivial,0,0,0,96,(NH4)2MoO2S2,11.391,7.3033,9.4313,90,117.484,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/423990,cif/423990.cif,8
423992,Mo1 O2 Rb2 S2,15,C2/c,2/<i>m</i>,423992,1,0,0,1,Trivial,Trivial,0,0,0,96,Cs2MoO2S2,11.4432,7.326,9.7899,90,120.324,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/423992,cif/423992.cif,8
424067,As2 O9 V3,100,P4bm,4<i>mm</i>,424067,1,1,0,1,ESFD (SM),ESFD (SM),0,1,0,158,,8.946,8.946,4.6091,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/424067,cif/424067.cif,8
424150,B1 F3 Na2 O4 S1,2,P-1,-1,424150,1,0,0,1,Trivial,Trivial,0,0,0,112,,6.60326,6.63275,6.63493,84.5424,84.4579,65.7623,0,0,0,0,0,https://materialsproject.org/materials/icsd/424150,cif/424150.cif,2
424249,H12 F6 Fe1 N3 O3,161,R3c,3<i>m</i>,424249,0,0,1,0,ESFD (SM),ESFD (SM),0,1,0,190,,11.4154,11.4154,11.572,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/424249,cif/424249.cif,18
424345,H4 F6 Na2 Ni1 O6 V2,14,P21/c,2/<i>m</i>,424345,1,0,0,0,Trivial,Trivial,0,1,0,208,Na2Co(H2O)2V2O4F6,8.1669,5.2403,10.245,90,90.094,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424345,cif/424345.cif,4
424346,H4 Cu1 F6 Na2 O6 V2,14,P21/c,2/<i>m</i>,424346,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,210,Na2Co(H2O)2V2O4F6,8.119,5.3362,10.1166,90,90.684,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424346,cif/424346.cif,4
424349,Fe2 Na1 O3,164,P-3m1,-3<i>m</i>,200009,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,35,Ti3PO2,3.057957,3.057957,7.798066,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/424349,cif/424349.cif,12
424468,I10 Pt1 Y6,2,P-1,-1,424468,0,0,1,1,Trivial,Trivial,0,0,0,146,Y6RuI10,9.5497,9.5704,7.6047,97.106,105.148,107.616,0,0,0,5,0,https://materialsproject.org/materials/icsd/424468,cif/424468.cif,2
424502,Cl1 N3,36,Cmc21,<i>mm</i>2,424502,0,0,1,1,Trivial,Trivial,0,1,0,44,,5.6456,11.7515,4.3077,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424502,cif/424502.cif,8
424511,O9 P2 Zr2,12,C2/m,2/<i>m</i>,416014,0,0,1,1,Trivial,Trivial,0,0,0,144,Zr2P2O9,10.2783,6.5953,10.117,90,95.5025,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/424511,cif/424511.cif,8
424513,O9 P2 Zr2,12,C2/m,2/<i>m</i>,416014,0,0,1,1,Trivial,Trivial,0,0,0,144,Zr2P2O9,10.28391,6.59626,10.1364,90,95.505,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/424513,cif/424513.cif,8
424514,O9 P2 Zr2,12,C2/m,2/<i>m</i>,416014,0,0,1,1,Trivial,Trivial,0,0,0,144,Zr2P2O9,10.29278,6.59801,10.1562,90,95.5001,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/424514,cif/424514.cif,8
424515,O9 P2 Zr2,12,C2/m,2/<i>m</i>,416014,0,0,1,1,Trivial,Trivial,0,0,0,144,Zr2P2O9,10.30079,6.5976,10.1811,90,95.4936,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/424515,cif/424515.cif,8
424548,H6 Co1 N1 O5 P1,62,Pnma,<i>mmm</i>,424548,1,0,0,0,ES (SM),ESFD (SM),0,0,0,220,,17.543,5.6104,4.7763,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424548,cif/424548.cif,8
424553,H6 N1 Ni1 O5 P1,31,Pmn21,<i>mm</i>2,424553,1,0,0,1,Trivial,ES (SM),0,1,0,112,NH4CoPO4H2O,5.5701,8.7707,4.7465,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424553,cif/424553.cif,4
424578,Cs3 Ni1 O2,136,P42/mnm,4/<i>mmm</i>,424578,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,98,,6.4336,6.4336,8.0844,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/424578,cif/424578.cif,16
424579,Ni1 O2 Rb3,136,P42/mnm,4/<i>mmm</i>,424579,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,98,,6.275,6.275,7.5088,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/424579,cif/424579.cif,16
424671,Fe2 K1 Se3,63,Cmcm,<i>mmm</i>,424671,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,86,CsCu2Cl3,9.3,11.41,5.6,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424671,cif/424671.cif,16
424672,Fe2 K1 Se3,63,Cmcm,<i>mmm</i>,424671,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,86,CsCu2Cl3,9.364,11.52,5.622,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424672,cif/424672.cif,16
424686,K1 Ni2 Se2,139,I4/mmm,4/<i>mmm</i>,424686,1,0,0,1,ESFD (SM),ESFD (SM),1,0,0,41,BaZn2P2,3.9089,3.9089,13.4142,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424686,cif/424686.cif,32
424818,H2 Ba1 Cu2 Ge3 O10,63,Cmcm,<i>mmm</i>,424818,1,0,0,0,SEBR (TI),ES (SM),0,0,0,212,,5.5593,10.8606,13.5409,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/424818,cif/424818.cif,16
424820,Ba1 O3 Sn1,221,Pm-3m,<i>m</i>-3<i>m</i>,27049,1,0,0,1,Trivial,Trivial,0,0,0,32,Perovskite-CaTiO3,4.11443,4.11443,4.11443,90,90,90,1,0,1,4,0,https://materialsproject.org/materials/icsd/424820,cif/424820.cif,48
425116,C2 H6 K2 N2,14,P21/c,2/<i>m</i>,425116,0,0,1,1,Trivial,Trivial,0,0,0,84,,7.1658,5.581,8.333,90,113.881,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/425116,cif/425116.cif,4
425117,C2 H6 N2 Rb2,12,C2/m,2/<i>m</i>,425117,0,0,1,1,Trivial,Trivial,0,0,0,84,,10.864,4.9543,11.568,90,99.93,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/425117,cif/425117.cif,8
425119,C2 H13 Li1 N4,85,P4/n,4/<i>m</i>,425119,0,0,1,0,Trivial,Trivial,0,0,0,84,,8.4019,8.4019,5.041,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/425119,cif/425119.cif,8
425136,Co3 In1 S2 Sn1,166,R-3m,-3<i>m</i>,5437,1,1,0,1,Trivial,Trivial,0,0,0,46,Ni3Pb2S2,5.3141,5.3141,13.483,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/425136,cif/425136.cif,36
425137,Co3 In1 S2 Sn1,166,R-3m,-3<i>m</i>,425137,1,1,0,1,ES (SM),ESFD (SM),0,0,0,46,Ni3Pb2S2,5.3141,5.3141,13.483,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/425137,cif/425137.cif,36
425149,Ag1 F4 Na2,14,P21/c,2/<i>m</i>,425149,0,0,1,1,ESFD (SM),ESFD (SM),0,1,0,82,,3.3416,10.4012,6.07607,90,65.971,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/425149,cif/425149.cif,4
425311,B4 Fe1,58,Pnnm,<i>mmm</i>,196424,1,0,0,0,Trivial,ES (SM),0,0,1,40,,4.52114,5.28383,3.00557,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/425311,cif/425311.cif,8
425466,H2 Ba2 O34 Pd1 S10,2,P-1,-1,425466,0,0,1,0,Trivial,Trivial,0,0,0,296,,8.8418,9.2768,9.3877,60.473,80.266,87.746,0,0,0,0,0,https://materialsproject.org/materials/icsd/425466,cif/425466.cif,2
425467,Ca1 Fe2 Si2,139,I4/mmm,4/<i>mmm</i>,425467,1,0,0,1,ES (SM),ESFD (SM),0,0,0,26,ThCr2Si2,3.9385,3.9385,10.185,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/425467,cif/425467.cif,32
425536,O5 P1 V1,85,P4/n,4/<i>m</i>,77598,1,0,0,1,Trivial,Trivial,0,0,0,80,AgFBF4,6.0156,6.0156,4.4375,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/425536,cif/425536.cif,8
425697,H4 Cl1 Na1 O6,2,P-1,-1,425697,0,0,1,1,Trivial,Trivial,0,1,0,96,,6.0882,7.0704,7.5622,63.721,84.308,68.7,0,0,0,0,0,https://materialsproject.org/materials/icsd/425697,cif/425697.cif,2
425783,H6 N2 Se4 Zn1,4,P21,2,425783,0,0,1,1,Trivial,Trivial,0,1,0,104,,5.8073,11.347,6.3967,90,113.929,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/425783,cif/425783.cif,2
425834,H6 Cl2 Cu3 O6 Zn1,166,R-3m,-3<i>m</i>,425834,1,1,0,1,ESFD (SM),ESFD (SM),0,1,0,101,Cu2(OH)3Cl,6.834,6.834,14.075,90,90,120,1,0,0,2,0,https://materialsproject.org/materials/icsd/425834,cif/425834.cif,36
425869,Ag1 Ge2 O12 P3,148,R-3,-3,425869,0,0,1,0,Trivial,Trivial,0,0,0,212,NaGeTi(PO4)3,8.0634,8.0634,21.8385,90,90,120,0,0,0,2,0,https://materialsproject.org/materials/icsd/425869,cif/425869.cif,18
425912,Cs2 F6 Tc1,164,P-3m1,-3<i>m</i>,425912,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,67,K2GeF6,6.24,6.24,4.98,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/425912,cif/425912.cif,12
425914,F6 K2 Tc1,164,P-3m1,-3<i>m</i>,425914,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,67,K2GeF6,5.796,5.796,4.6135,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/425914,cif/425914.cif,12
425915,F6 Na2 Tc1,164,P-3m1,-3<i>m</i>,425915,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,51,K2GeF6,5.958,5.958,4.757,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/425915,cif/425915.cif,12
425918,F6 Rb2 Tc1,164,P-3m1,-3<i>m</i>,425918,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,67,K2GeF6,5.949,5.949,4.759,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/425918,cif/425918.cif,12
425942,C1 H4 N3 Rb1,62,Pnma,<i>mmm</i>,422591,0,0,1,0,Trivial,Trivial,0,0,0,128,CsCN3H4,6.952,7.02,7.532,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/425942,cif/425942.cif,8
426033,Ba1 Bi1 F1 Mn1,129,P4/nmm,4/<i>mmm</i>,426033,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,58,ZrCuSiAs-CuHfSi2,4.5198,4.5198,9.875,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/426033,cif/426033.cif,16
