icsd,formula,space_group_number,space_group_symbol,point_group,material_id,curated_flatband,best_flatband,atomic_flatband,high_quality,topology_soc,topology_nosoc,superconductor,nonzero_magnetisation,theory_entry,n_electrons,structure_type,a,b,c,alpha,beta,gamma,n_kagome,n_pyrochlore,n_lieb,n_bipartite,n_split,materials_project,cif_file,cif_symmetry_ops
416650,H8 Co1 O16 P4 Tl2,2,P-1,-1,416650,0,0,1,0,ESFD (SM),ESFD (SM),0,1,0,139,Tl2Ni(H2P2O7)2(H2O)2,6.9767,7.3634,7.769,81.421,71.114,86.424,0,0,0,1,0,https://materialsproject.org/materials/icsd/416650,cif/416650.cif,2
416651,H8 Ni1 O16 P4 Tl2,2,P-1,-1,416651,0,0,1,0,Trivial,Trivial,0,1,0,140,Tl2Ni(H2P2O7)2(H2O)2,6.9658,7.3079,7.7016,81.801,71.185,86.528,0,0,0,1,0,https://materialsproject.org/materials/icsd/416651,cif/416651.cif,2
416653,Cl2 Cu2 O6 Sr1 Te2,4,P21,2,416653,1,0,0,1,Trivial,ES (SM),0,1,0,188,BaCu2Cl2Te2O6,7.215,7.2759,8.239,90,96.56,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/416653,cif/416653.cif,2
416669,Br2 Nb1 O1,5,C2,2,416669,1,1,0,1,Trivial,Trivial,0,1,0,66,NbI2O,13.833,3.9079,7.023,90,105.026,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/416669,cif/416669.cif,4
416931,Ag4 Cu1 O6 Te1,15,C2/c,2/<i>m</i>,416931,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,194,,11.3021,9.6875,5.7082,90,99.301,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/416931,cif/416931.cif,8
417002,As2 Rh2 Sr1,139,I4/mmm,4/<i>mmm</i>,417002,1,0,0,1,SEBR (TI),ES (SM),0,0,0,38,ThCr2Si2,4.112,4.112,11.431,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417002,cif/417002.cif,32
417246,F4 O1 Os1,14,P21/c,2/<i>m</i>,417246,1,0,0,1,Trivial,Trivial,0,0,0,168,,5.3775,12.748,5.5515,90,117.716,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417246,cif/417246.cif,4
417276,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3871,6.3871,4.508,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417276,cif/417276.cif,16
417277,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3701,6.3701,4.4556,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/417277,cif/417277.cif,16
417278,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3701,6.3701,4.4568,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/417278,cif/417278.cif,16
417279,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3717,6.3717,4.4619,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417279,cif/417279.cif,16
417280,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3732,6.3732,4.4671,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/417280,cif/417280.cif,16
417281,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3749,6.3749,4.4723,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417281,cif/417281.cif,16
417282,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3771,6.3771,4.4785,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417282,cif/417282.cif,16
417283,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3795,6.3795,4.4836,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417283,cif/417283.cif,16
417284,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3811,6.3811,4.4897,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417284,cif/417284.cif,16
417285,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3828,6.3828,4.4972,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417285,cif/417285.cif,16
417286,Li2 O5 Si1 V1,129,P4/nmm,4/<i>mmm</i>,59359,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,82,Li2TiSiO5,6.3852,6.3852,4.503,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/417286,cif/417286.cif,16
417324,N24 O2 P12 Zn8,217,I-43m,-43<i>m</i>,417324,1,0,0,0,Trivial,Trivial,0,1,0,144,Zn4B6O13,8.24239,8.24239,8.24239,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/417324,cif/417324.cif,48
417373,Au1 Cl3 Cs1,123,P4/mmm,4/<i>mmm</i>,417373,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,41,Perovskite-BaTiO3(tet),4.8196,4.8196,4.8293,90,90,90,0,0,1,5,0,https://materialsproject.org/materials/icsd/417373,cif/417373.cif,16
417429,H8 Ni1 O10 P2,14,P21/c,2/<i>m</i>,417429,0,0,1,0,Trivial,Trivial,0,0,0,176,Cd(H2PO4)2(H2O)2,7.24,9.794,5.313,90,94.81,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417429,cif/417429.cif,4
417430,H8 Ni1 O10 P2,14,P21/c,2/<i>m</i>,417429,0,0,1,0,Trivial,Trivial,0,0,0,176,Cd(H2PO4)2(H2O)2,7.202,9.799,5.285,90,94.38,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417430,cif/417430.cif,4
417437,H12 Cs2 O16 Te3,2,P-1,-1,417437,0,0,1,0,Trivial,Trivial,0,0,0,144,,6.853,7.2169,9.013,66.974,85.588,65.79,0,0,0,0,0,https://materialsproject.org/materials/icsd/417437,cif/417437.cif,2
417513,Ca1 Mo1 O4,88,I41/a,4/<i>m</i>,22351,1,0,0,1,Trivial,Trivial,0,0,0,64,Scheelite-CaWO4,5.2384,5.2384,11.425,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/417513,cif/417513.cif,16
417562,C4 H20 N4 Ni1 O12 Pd1,23,I222,222,417562,0,0,1,0,Trivial,ES (SM),0,0,0,148,,7.1541,7.2045,15.0146,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417562,cif/417562.cif,8
417564,C4 H20 N4 Ni1 O12 Pt1,23,I222,222,417564,0,0,1,0,Trivial,Trivial,0,0,0,148,,7.1625,7.1822,15.0377,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417564,cif/417564.cif,8
417565,C4 H20 N4 O12 Pt1 Zn1,23,I222,222,417565,0,0,1,0,Trivial,Trivial,0,0,0,150,(Pd(NH3)4Zn(C2O4)2(H2O)4,7.1814,7.2447,15.0921,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417565,cif/417565.cif,8
417604,B3 Cl1 La2,174,P-6,-6,417604,1,0,0,1,ES (SM),ESFD (SM),0,0,0,152,La2B3Br,7.872,7.872,8.2189,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/417604,cif/417604.cif,6
417689,Al6 Cl2 Na8 O24 Si6,218,P-43n,-43<i>m</i>,15336,1,0,0,0,Trivial,Trivial,0,1,0,208,Sodalite-frame,8.8785,8.8785,8.8785,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/417689,cif/417689.cif,24
417735,F6 K3 N1 O3 Si1,194,P63/mmc,6/<i>mmm</i>,159390,0,0,1,1,Trivial,Trivial,0,0,0,192,BaFeO2+x,5.6268,5.6268,14.5186,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/417735,cif/417735.cif,24
417769,C2 H8 N6 O7,15,C2/c,2/<i>m</i>,417769,0,0,1,0,Trivial,Trivial,0,0,0,176,,8.1859,14.3541,7.7556,90,101.132,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/417769,cif/417769.cif,8
417821,C6 Cd2 N6 Os1,147,P-3,-3,417821,0,0,1,1,Trivial,Trivial,0,0,0,86,Cd2Os(CN)6,6.3757,6.3757,6.5884,90,90,120,0,0,0,2,0,https://materialsproject.org/materials/icsd/417821,cif/417821.cif,6
417822,C6 Cd2 N6 Ru1,147,P-3,-3,417822,0,0,1,1,Trivial,Trivial,0,0,0,86,Cd2Os(CN)6,6.3797,6.3797,6.5799,90,90,120,0,0,0,3,0,https://materialsproject.org/materials/icsd/417822,cif/417822.cif,6
417829,Ge1 In7 Ir1 O8,216,F-43m,-43<i>m</i>,417829,1,0,0,0,Trivial,Trivial,0,1,0,82,,10.374,10.374,10.374,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/417829,cif/417829.cif,96
417870,Cl8 Ga2 Ni1,15,C2/c,2/<i>m</i>,417870,0,0,1,1,NLC (TI),ES (SM),0,1,0,144,Co(AlCl4)2,12.6848,7.5774,11.5434,90,91.778,90,0,0,0,7,0,https://materialsproject.org/materials/icsd/417870,cif/417870.cif,8
417872,Al2 Cl8 Ni1,15,C2/c,2/<i>m</i>,417872,0,0,1,1,NLC (TI),ES (SM),0,0,0,144,Co(AlCl4)2,12.764,7.7141,11.4547,90,92.067,90,0,0,0,7,0,https://materialsproject.org/materials/icsd/417872,cif/417872.cif,8
418603,Fe1 O2 Sr1,123,P4/mmm,4/<i>mmm</i>,173434,1,0,0,1,ES (SM),ESFD (SM),0,0,0,30,LaNiO2,3.99107,3.99107,3.47481,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/418603,cif/418603.cif,16
418605,Fe1 O2 Sr1,123,P4/mmm,4/<i>mmm</i>,173434,1,0,0,1,ES (SM),ESFD (SM),0,0,0,30,LaNiO2,3.985,3.985,3.458,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/418605,cif/418605.cif,16
418606,Fe1 O2 Sr1,123,P4/mmm,4/<i>mmm</i>,173434,1,0,0,1,ES (SM),ESFD (SM),0,0,0,30,LaNiO2,3.991,3.991,3.474,90,90,90,0,0,1,3,0,https://materialsproject.org/materials/icsd/418606,cif/418606.cif,16
418676,Cr1 F6 Li2,136,P42/mnm,4/<i>mmm</i>,418676,0,0,1,1,Trivial,ES (SM),0,0,0,100,ZnSb2O6,4.5777,4.5777,8.8649,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/418676,cif/418676.cif,16
418677,H2 Cr1 F8 Na2,12,C2/m,2/<i>m</i>,418677,0,0,1,1,Trivial,ES (SM),0,1,0,66,,7.395,7.947,5.386,90,115.247,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/418677,cif/418677.cif,8
418735,H8 Cr1 F6 N2 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,418735,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,67,Elpasolite-K2NaAlF6,8.4472,8.4472,8.4472,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/418735,cif/418735.cif,192
418736,H8 F6 Fe1 N2 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,418736,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,69,Elpasolite-K2NaAlF6,8.483,8.483,8.483,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/418736,cif/418736.cif,192
418737,H8 F6 Ga1 N2 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,418737,1,0,0,1,Trivial,Trivial,0,0,0,64,Elpasolite-K2NaAlF6,8.45,8.45,8.45,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/418737,cif/418737.cif,192
418777,Bi1 F5 K2,62,Pnma,<i>mmm</i>,418777,0,0,1,0,Trivial,Trivial,0,0,0,232,Y2HfS5-U3S5,11.3862,7.548,6.6008,90,90,90,0,0,0,6,0,https://materialsproject.org/materials/icsd/418777,cif/418777.cif,8
418853,Co1 Ge1 Mg1,129,P4/nmm,4/<i>mmm</i>,418853,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,30,Cu2Sb,3.896,3.896,6.1929,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/418853,cif/418853.cif,16
418933,O5 Si1 Sr3,130,P4/ncc,4/<i>mmm</i>,18151,1,0,0,0,Trivial,Trivial,0,0,0,256,Sr3SiO5,6.951343,6.951343,10.76111,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/418933,cif/418933.cif,16
418976,Pd1 Sc1 Sn1,190,P-62c,-62<i>m</i>,418976,1,0,0,1,ESFD (SM),ESFD (SM),0,1,0,102,Mg2Ga,7.475,7.475,7.108,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/418976,cif/418976.cif,12
418991,Li1 O6 Re1 Sr2,87,I4/m,4/<i>m</i>,246730,1,0,0,1,Trivial,Trivial,0,0,0,64,Sr2NiWO6,5.503,5.503,7.757,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/418991,cif/418991.cif,16
418992,Li1 O6 Re1 Sr2,225,Fm-3m,<i>m</i>-3<i>m</i>,246731,1,0,0,1,Trivial,Trivial,0,0,0,64,Elpasolite-K2NaAlF6,7.9071,7.9071,7.9071,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/418992,cif/418992.cif,192
418993,Ba2 Na1 O6 Re1,225,Fm-3m,<i>m</i>-3<i>m</i>,109260,1,0,0,1,Trivial,Trivial,0,0,0,64,Elpasolite-K2NaAlF6,8.2975,8.2975,8.2975,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/418993,cif/418993.cif,192
418994,Ba2 Li1 O6 Re1,225,Fm-3m,<i>m</i>-3<i>m</i>,109259,1,0,0,1,Trivial,Trivial,0,0,0,64,Elpasolite-K2NaAlF6,8.1214,8.1214,8.1214,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/418994,cif/418994.cif,192
419121,Bi1 O5 Pb1 V1,2,P-1,-1,419121,1,0,0,1,Trivial,Trivial,0,0,0,88,In2OPO4,5.6088,7.1109,7.2978,108.957,111.889,94.833,0,0,0,3,0,https://materialsproject.org/materials/icsd/419121,cif/419121.cif,2
419125,Bi1 O5 P1 Pb1,2,P-1,-1,419125,1,0,0,1,Trivial,Trivial,0,0,0,88,In2OPO4,5.6158,6.8706,7.1189,109.982,109.817,96.897,0,0,0,0,0,https://materialsproject.org/materials/icsd/419125,cif/419125.cif,2
419126,Bi1 O5 Pb1 V1,2,P-1,-1,419121,1,0,0,0,Trivial,Trivial,0,0,0,88,BiMnVO5,7.1168,7.3128,5.6089,111.8564,94.7331,109.0685,0,0,0,3,0,https://materialsproject.org/materials/icsd/419126,cif/419126.cif,2
419201,Ag1 Cu1 O4 V1,62,Pnma,<i>mmm</i>,419201,1,0,0,1,ES (SM),ESFD (SM),0,0,0,204,Olivine-Mg2SiO4,9.255,6.7782,5.4012,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/419201,cif/419201.cif,8
419202,Ag1 Cu1 O4 V1,62,Pnma,<i>mmm</i>,419201,1,0,0,1,ES (SM),ESFD (SM),0,0,0,204,Olivine-Mg2SiO4,9.2417,6.7755,5.3957,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/419202,cif/419202.cif,8
419222,C2 H2 Fe1 N4,58,Pnnm,<i>mmm</i>,419222,1,0,0,1,Trivial,Trivial,0,0,0,76,Ni(HNCN)2,6.6705,8.784,3.33021,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/419222,cif/419222.cif,8
419337,C4 La1 N8 Rb1 Si1,82,I-4,-4,419337,1,0,0,1,Trivial,Trivial,0,0,0,80,,8.556,8.556,6.852,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/419337,cif/419337.cif,8
419355,La1 Mn1 O1 Sb1,129,P4/nmm,4/<i>mmm</i>,419355,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,58,ZrCuSiAs-CuHfSi2,4.2395,4.2395,9.555,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/419355,cif/419355.cif,16
419683,C1 Al1 O1 Sc1,166,R-3m,-3<i>m</i>,419683,1,0,0,1,Trivial,Trivial,0,0,0,32,,3.2599,3.2599,30.116,90,90,120,0,0,0,2,0,https://materialsproject.org/materials/icsd/419683,cif/419683.cif,36
419717,Ir1 O9 P3,2,P-1,-1,419717,0,0,1,1,Trivial,Trivial,0,0,0,156,,5.0025,6.9707,10.3054,98.48,92.431,92.56,0,0,0,1,0,https://materialsproject.org/materials/icsd/419717,cif/419717.cif,2
419767,H12 Cl4 N3 O3 Re1,186,P63mc,6<i>mm</i>,419767,0,0,1,0,Trivial,Trivial,0,0,0,160,,9.026,9.026,7.69,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/419767,cif/419767.cif,12
419775,O4 Se1 Tl2,62,Pnma,<i>mmm</i>,73411,1,0,0,1,Trivial,Trivial,0,0,0,144,K2SO4(beta),6.0838,10.965,7.9385,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/419775,cif/419775.cif,8
419776,O4 Se1 Tl2,62,Pnma,<i>mmm</i>,73411,1,0,0,1,Trivial,Trivial,0,0,0,144,K2SO4(beta),5.915,10.678,7.769,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/419776,cif/419776.cif,8
419777,O4 Se1 Tl2,62,Pnma,<i>mmm</i>,73411,1,0,0,1,Trivial,Trivial,0,0,0,144,K2SO4(beta),5.855,10.597,7.724,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/419777,cif/419777.cif,8
419855,K1 La1 Na1 O5 Ta1,129,P4/nmm,4/<i>mmm</i>,419855,1,0,0,0,Trivial,Trivial,0,0,0,112,YBaMn2O5(tP18),5.807,5.807,8.2783,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/419855,cif/419855.cif,16
419918,H7 F1 N2,29,Pca21,<i>mm</i>2,419918,0,0,1,0,Trivial,Trivial,0,0,0,96,,8.1065,5.7346,7.3988,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/419918,cif/419918.cif,4
420082,Al3 Bi5 Cl12,167,R-3c,-3<i>m</i>,201993,0,0,1,0,Trivial,Trivial,0,0,0,236,Bi5(AlCl4)3,11.871,11.871,30.12,90,90,120,0,0,0,8,0,https://materialsproject.org/materials/icsd/420082,cif/420082.cif,36
420137,Na1 O2 V1,166,R-3m,-3<i>m</i>,420137,1,0,0,1,Trivial,ESFD (SM),0,0,0,18,Delafossite-NaCrS2,2.9959,2.9959,16.0996,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/420137,cif/420137.cif,36
420234,Fe2 O5 Sr3,71,Immm,<i>mmm</i>,420234,1,0,0,1,Trivial,ES (SM),0,0,0,76,Ba6YbCu3O10+x,3.51685,3.95405,20.91727,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/420234,cif/420234.cif,16
420250,In1 Pd3,139,I4/mmm,4/<i>mmm</i>,247194,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,33,LiPd2Tl,4.09961,4.09961,7.4759,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/420250,cif/420250.cif,32
420251,In1 Pd3,139,I4/mmm,4/<i>mmm</i>,247188,1,0,0,1,SEBR (TI),ES (SM),0,0,0,66,Al3Zr,4.06196,4.06196,15.2031,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/420251,cif/420251.cif,32
420291,H6 N4 O4 Pd1,2,P-1,-1,420291,0,0,1,1,Trivial,Trivial,0,0,0,60,,5.003,5.419,6.317,91.34,111.89,100.38,0,0,0,0,0,https://materialsproject.org/materials/icsd/420291,cif/420291.cif,2
420292,H6 N4 O4 Pt1,5,C2,2,420292,0,0,1,1,Trivial,Trivial,0,1,0,60,,7.4235,9.13,4.4847,90,99.405,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/420292,cif/420292.cif,4
420352,Cs2 I4 O11,173,P63,6,413942,1,0,0,0,Trivial,Trivial,0,1,0,224,,7.366,7.366,13.883,90,90,120,0,0,0,4,0,https://materialsproject.org/materials/icsd/420352,cif/420352.cif,6
420381,Fe1 La1 O1 P1,129,P4/nmm,4/<i>mmm</i>,162724,1,0,0,0,Trivial,ES (SM),0,0,0,60,ZrCuSiAs-CuHfSi2,3.9567,3.9567,8.4973,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/420381,cif/420381.cif,16
420437,C4 H20 Co1 N4 O12 Pt1,23,I222,222,420437,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,147,,7.1635,7.2058,15.1235,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/420437,cif/420437.cif,8
420521,Ge2 O7 Sr2 Zn1,113,P-421m,-42<i>m</i>,39159,1,0,0,1,Trivial,Trivial,0,1,0,164,Melilite-Ca2MgSi2O7,8.1448,8.1448,5.3189,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/420521,cif/420521.cif,8
420534,O7 P2 Pb1 Pd1,62,Pnma,<i>mmm</i>,195305,1,0,0,0,Trivial,Trivial,0,0,0,264,,13.4403,5.9666,7.3681,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/420534,cif/420534.cif,8
420535,O14 P4 Pb1 Pd1 Si1,11,P21/m,2/<i>m</i>,195306,1,0,0,0,Trivial,Trivial,0,0,0,244,,4.5937,17.1698,6.4352,90,101.715,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/420535,cif/420535.cif,4
420550,Ba2 Ge2 O7 Zn1,113,P-421m,-42<i>m</i>,420550,1,0,0,1,Trivial,Trivial,0,1,0,164,Melilite-Ca2MgSi2O7,8.346,8.346,5.5522,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/420550,cif/420550.cif,8
420586,H12 Cl4 Cu1 N2 O2,136,P42/mnm,4/<i>mmm</i>,23750,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,146,(NH4)2CuCl4(H2O)2,7.5908,7.5908,7.967,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/420586,cif/420586.cif,16
420638,B1 Fe2 O12 P3,176,P63/m,6/<i>m</i>,260895,1,0,0,0,Trivial,ESFD (SM),0,0,0,212,Fe2B(PO4)3,8.0306,8.0306,7.4089,90,90,120,0,0,0,2,0,https://materialsproject.org/materials/icsd/420638,cif/420638.cif,12
420677,Li2 N8 O1 Si4 Sr4,128,P4/mnc,4/<i>mmm</i>,420677,1,0,0,0,Trivial,Trivial,0,0,0,208,,9.2957,9.2957,5.5528,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/420677,cif/420677.cif,16
420726,In2 Rh3 S2,166,R-3m,-3<i>m</i>,5439,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,45,Ni3Pb2S2,5.5938,5.5938,13.5959,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/420726,cif/420726.cif,36
420728,Rh3 S2 Sn2,166,R-3m,-3<i>m</i>,420728,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,47,Ni3Pb2S2,5.6268,5.6268,13.3067,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/420728,cif/420728.cif,36
420851,O14 Rb3 V5,157,P31m,3<i>m</i>,248228,1,0,0,1,Trivial,Trivial,0,1,0,136,K3V5O14,8.7134,8.7134,5.2807,90,90,120,0,0,0,3,0,https://materialsproject.org/materials/icsd/420851,cif/420851.cif,6
420927,H12 Ca7 Cl2,174,P-6,-6,420927,1,0,0,1,Trivial,Trivial,0,0,0,40,Ba7Cl2F12,9.3651,9.3651,3.6865,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/420927,cif/420927.cif,6
420974,Ca1 Co2 Si2,139,I4/mmm,4/<i>mmm</i>,420974,1,0,0,1,SEBR (TI),ESFD (SM),0,0,0,28,ThCr2Si2,3.9161,3.9161,9.9184,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/420974,cif/420974.cif,32
421109,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.7237,4.7237,4.7237,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421109,cif/421109.cif,48
421110,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.726,4.726,4.726,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421110,cif/421110.cif,48
421111,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.728,4.728,4.728,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421111,cif/421111.cif,48
421112,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.733,4.733,4.733,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421112,cif/421112.cif,48
421113,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.732,4.732,4.732,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421113,cif/421113.cif,48
421115,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.7364,4.7364,4.7364,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421115,cif/421115.cif,48
421116,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.73667,4.73667,4.73667,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421116,cif/421116.cif,48
421117,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.73806,4.73806,4.73806,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421117,cif/421117.cif,48
421118,N1 Na3,221,Pm-3m,<i>m</i>-3<i>m</i>,165988,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,8,ReO3,4.73866,4.73866,4.73866,90,90,90,1,0,1,5,0,https://materialsproject.org/materials/icsd/421118,cif/421118.cif,48
421252,Li8 N2 Se1,109,I41md,4<i>mm</i>,247255,1,0,0,1,Trivial,Trivial,0,1,0,48,Li8SeN2,7.06,7.06,9.9689,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/421252,cif/421252.cif,16
